feature_id,layer_id,name_ar,name_en,city_ar,municipality_ar,heritage_status,unesco_component,geometry_type,publication_status,current_local_image_count,current_remote_image_count,current_primary_image,review_priority,notes
WH-LY-001-0031,world-heritage,معبد جوبيتير,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0032,world-heritage,الجدار البيزنطي,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0033,world-heritage,ضريح الدويرات,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0034,world-heritage,متحف الفسيفساء,Museum,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0035,world-heritage,مقاهي واستراحة وموقف سيارات,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0036,world-heritage,مطعم الجرة,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0037,world-heritage,ساحة الرياضة (بالسترا),,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0038,world-heritage,متحف الفسيفساء,Museum,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0039,world-heritage,معبد سيرابيس,serapaeum,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0040,world-heritage,وادي لبدة,Wadi Lubda,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0041,world-heritage,مصيف الخمس,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0042,world-heritage,متحف لبدة,leptis Magna Museum,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0043,world-heritage,مطعم الجرة,al jarra restaurant,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-MAIN-001-C0044,world-heritage,قوس ماركوس أوروليوس,Arch of Marcus Aurilus,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0044,world-heritage,حمامات هادريان,Hadrian's Baths,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0045,world-heritage,الساحة السيفيرية,forum of severus,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0046,world-heritage,البوابة البيزنطية,Porta Bizantina,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0047,world-heritage,باسيلقا سيفيروس,Bacillca of SeverusSeveran Basilica,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0048,world-heritage,السوق الرومانية,Romanian Market,,,,WH-MAIN-001,Point,published,1,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0049,world-heritage,Christian church,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0002,world-heritage,المسرح الروماني الخمس _ ليبيا,Roman Theatre of Leptis Magna,,,,WH-MAIN-001,Point,published,14,0,,P2,Tracked GeoJSON feature.
WH-LY-001-0050,world-heritage,ميدان السباق,,,,,WH-MAIN-001,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0001,world-heritage,شارع الآثار,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0002,world-heritage,ريجيو السادس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0003,world-heritage,البوابة البيزنطية الجنوبية,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0004,world-heritage,المعبد الإنطوائي,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0005,world-heritage,نافورة فلافيوس تولوس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0006,world-heritage,الميدان الفورم,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0007,world-heritage,ديوان القضاء البازيليكا,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0008,world-heritage,المبنى المصلب,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0009,world-heritage,مبنى المجلس كابيتيليوم,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0010,world-heritage,بازيليكا جستنينيان,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0011,world-heritage,منزل بروقان,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0012,world-heritage,البوابة البيزنطية الشرقية,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0013,world-heritage,الكنائس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0014,world-heritage,حمامات أوفانيوس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0015,world-heritage,نصيب سيفران,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0016,world-heritage,بيت بيريستايل,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0017,world-heritage,حمامات ريجيو السابع,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0018,world-heritage,مقابر مسيحية تحت الأرض,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0019,world-heritage,متحف روماني,,,,,WH-LY-002,Point,published,2,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0020,world-heritage,المتحف البونيقي,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0021,world-heritage,المسرح الروماني المدرج,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0022,world-heritage,معبد ايزيس وإيزوريس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0023,world-heritage,صبراتة القديمة ليبرتون,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0024,world-heritage,Antonine Temple,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0025,world-heritage,The Punic Tombs,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0026,world-heritage,كوريا (مجلس الشيوخ),,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0027,world-heritage,كنيسة جستنيان,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0028,world-heritage,معبد سيرابيس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0029,world-heritage,معبد ليبر باتر,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0030,world-heritage,معبد الفوروم الجنوبي,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0031,world-heritage,حوض المعمودية,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0032,world-heritage,معبد سيرابيس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0033,world-heritage,حوض المعمودية,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0034,world-heritage,Serapaeum (Sabratha,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0035,world-heritage,معبد الكابيتول يوم,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0036,world-heritage,حمامات بوسيدون,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0037,world-heritage,معبد هرقل,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0038,world-heritage,معبد ايزيس واوزوريس,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0039,world-heritage,حمامات المسرح,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0040,world-heritage,المراحيض العامة,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0041,world-heritage,اثار صبراته,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0042,world-heritage,مسرح صبراته الأثري,,,,,WH-LY-002,Point,published,8,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0043,world-heritage,الضريح البونيقي,,,,,WH-LY-002,Point,published,2,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0044,world-heritage,,,,,,WH-LY-002,GeometryCollection,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0045,world-heritage,الامفيثياتر,,,,,WH-LY-002,Point,published,2,0,,P2,Tracked GeoJSON feature.
WH-LY-002-C0046,world-heritage,مدينة أبروتون التاريخية,,,,,WH-LY-002,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0001,world-heritage,مسرح شحات الاثري,Archaeological Theater of cyrene,,,,WH-LY-003,Point,published,2,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0002,world-heritage,متحف المنحوتات,Shahhat Museum,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0003,world-heritage,الحمامات الاغريقية,Greek Baths,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0004,world-heritage,المجلس المحلي شحات,Municipality of Shahat,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0005,world-heritage,آثار قورينا,The Ruins of Cyrene,,,,WH-LY-003,Point,published,2,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0006,world-heritage,المسجد القديم,The old Mosque,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0007,world-heritage,منتزة شحات,park of Shahat,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0008,world-heritage,كهف يقع جنوب شرق مدينة شحات,Cave,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0009,world-heritage,مسرح3,Theatre,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0010,world-heritage,سيزاريوم/ساحة بروكولوس المحيطة بالأروقة…,Caesareum,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0011,world-heritage,غابة شحات,Shahat Forest,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0012,world-heritage,هوا القاطر,Hwa El Gater,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0013,world-heritage,مسرح شحات,Theatre of cyrene,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0014,world-heritage,مقابر منحوتة في الصخر,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0015,world-heritage,هوا احجري,HWA Ahjiri,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0016,world-heritage,نبع أبولو,Fountain of Apollo,,,,WH-LY-003,Point,published,1,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0017,world-heritage,شلال شحات,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0018,world-heritage,مدافن محفورة في الجبل,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0019,world-heritage,معبد الكابيتوليوم,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0020,world-heritage,اعمدة اثار شحات الخالدة,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0021,world-heritage,معبد زيوس في قورينا,,,,,WH-LY-003,Point,published,1,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0022,world-heritage,السوق اليوناني القديم اغورا,,,,,WH-LY-003,Point,published,5,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0023,world-heritage,Byzantine basilica,,,,,WH-LY-003,Point,published,5,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0024,world-heritage,شلال الدبوسية,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0025,world-heritage,شلال رأس الهلال بافلو,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0026,world-heritage,شلال بالفو,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0027,world-heritage,Cyrene cemetery,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-003-C0028,world-heritage,بحيرة براك نوطا,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0001,world-heritage,البركت غات,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0002,world-heritage,مستشفى البركت,brakt hospital,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0003,world-heritage,مسجد الصحابة,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0004,world-heritage,منتزه تهالة,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0005,world-heritage,منطقة تهالة,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0006,world-heritage,المدينة القديمة غات,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0007,world-heritage,مستشفى غات العام,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0008,world-heritage,معبر تخرخوري,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0009,world-heritage,تهالة,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0010,world-heritage,منتجع إين أزان,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0011,world-heritage,قرية إيسين,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0012,world-heritage,مسجد العتيق,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0013,world-heritage,مطار غات الدولي,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0014,world-heritage,المجلس البلدي غات,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0015,world-heritage,النصب التذكاري لمعركة ايسين,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0016,world-heritage,قوس تنخليقة,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0017,world-heritage,القرية الجرمنتية تان افلا,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0018,world-heritage,فندق المهاري,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0019,world-heritage,منتجع وانتميضي البركت,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0020,world-heritage,المسجد الكبير,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0021,world-heritage,قلعة غات(كوكمن),,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0022,world-heritage,جبال أكاكوس,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0023,world-heritage,اغرم نظاريف,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0024,world-heritage,المدينة القديمة البركت ( اغرم ),,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0025,world-heritage,قلعة ''سردليس''العوينات,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0026,world-heritage,وادي تشوينات,wadi teshuinat,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0027,world-heritage,Wadi Teshuinat,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0028,world-heritage,وادي تاكاركوري,wadi takarkori,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0029,world-heritage,اوان اميل,Uan Amil,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0030,world-heritage,اوان موهوجياج,Uan Muhuggiag,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0031,world-heritage,منطقة الرسوم الصخرية,Rock Art Area,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0032,world-heritage,منطقة الاقواس والتكوينات الصخرية,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0033,world-heritage,جبال اكوكاس,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0034,world-heritage,جبال تادرارت أكوكاس,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0035,world-heritage,وادي آويس,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0036,world-heritage,قوس تنسو,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0037,world-heritage,وادي تاهرمت,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0038,world-heritage,تانسو,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0039,world-heritage,وادي تنسو,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0040,world-heritage,Kaf Ajnon كاف الجنون,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0041,world-heritage,وادي اغلاد,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0042,world-heritage,البئر الساخن,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0043,world-heritage,صخرة آضاد,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0044,world-heritage,تيرجيت,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0045,world-heritage,جبل تجيجيت,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0046,world-heritage,تيغجمين ان كيل تارات,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0047,world-heritage,البيت الاجتماعي آدرار,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-004-C0048,world-heritage,تين زلغـــــــــــــــان,,,,,WH-LY-004,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0001,world-heritage,بحيرة عين الذبان,buhayrat eayn aldhaban,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0002,world-heritage,المسجد العتيق,aljamie aleatiq,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0003,world-heritage,جبل الصحابة أو رأس الغولة,jabal alsahabat 'aw ras alghulati,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0004,world-heritage,عين الفرس,euyin alfurs,,,,WH-LY-005,Point,published,1,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0005,world-heritage,برج مراقبة قديم,burj muraqibat qadim,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0006,world-heritage,تمسمودسن,The remains of Tamasmoudin,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0007,world-heritage,جامع يونس,Yunus Mosque,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0008,world-heritage,واحة تومس_غابات النخيل,Ghadames forests,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0009,world-heritage,مدرسة تيلوان,Telwan School,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0010,world-heritage,مدينة غدامس القديمة,Ghadames old town,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0011,world-heritage,متحف غدامس,museum ghadames,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0012,world-heritage,البيت التراثي- دان دون يونس,albayt alturathiu,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0013,world-heritage,مقهى توجدة,tojada cafe,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0014,world-heritage,القادوس,qados,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0015,world-heritage,مسجد السنوسية,masjid alsanusia,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0016,world-heritage,عين تالة,ain tala,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0017,world-heritage,بيت الحبيب بن عز الدين للثقافة,habib ben ezzedine house of culture,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0018,world-heritage,جامع عون الله,jamie eaun allah,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0019,world-heritage,مسجد سيدي عمران,Sidi - Umrane Mosque,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0020,world-heritage,مقبرة سيدي البدري,Sidi Badri Cemetery,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0021,world-heritage,فندق باب الفتح,Hotel Bab Al-Fatah,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0022,world-heritage,قرية تونين,Tonin village,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0023,world-heritage,فندق بن يدر,ben yedder hotel,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0024,world-heritage,مسجد الظهرة,aldahra mosque,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0025,world-heritage,الحوش الغدامسي,alhawsh alghadamsi,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0026,world-heritage,فندق عين الفرس,Ain Alfaras Hotel,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0027,world-heritage,المقبرة الغربية,"Western cemetery, Ghadames city",,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-LY-005-C0028,world-heritage,مسجد حي السلام,hay alsalam mosque,,,,WH-LY-005,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0001,world-heritage,مسرح لبدة,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0002,world-heritage,Basilica of Severus,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0003,world-heritage,"Leptis Magna, Hunting Baths",,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0004,world-heritage,Curia,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0005,world-heritage,زايد السياحي,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0006,world-heritage,"Leptis Magna, Temple to unknown divinity on the Decumanus",,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0007,world-heritage,Hercules Temple,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0008,world-heritage,Old Basilica,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0009,world-heritage,Arch of Septimius Severus,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0010,world-heritage,كافي الجرة,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0011,world-heritage,Arch of Marcus Aurelius,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0012,world-heritage,Roma & Augustus temple,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0013,world-heritage,Liber Pater temple,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0014,world-heritage,Old Forum Church,,,,,WH-MAIN-001,Polygon,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0015,world-heritage,فندق التلال الوسيطة..,Middle Hills Hotel,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0016,world-heritage,أثار جنوب قورينا,South Cyrene ruins,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0017,world-heritage,وادي بومليو,wadi bumilyu,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0018,world-heritage,عين الحفرة,Ain Al-Hufrah,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0019,world-heritage,عقر بوالنعاس,Bu Na'as Mountain Pass,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0020,world-heritage,مخطط بومليحة السياحي,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0021,world-heritage,هوا بوثن,Hawa Buthan او Bothan Cave,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0022,world-heritage,مطل القلعة,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
WH-TEAM-0023,world-heritage,المناقير,,,,,WH-LY-003,Point,published,0,0,,P2,Tracked GeoJSON feature.
