feature_id,layer_id,name_ar,name_en,city_ar,municipality_ar,heritage_status,unesco_component,geometry_type,publication_status,current_local_image_count,current_remote_image_count,current_primary_image,review_priority,notes
LY-AKA-000144,akakus,مساك مللت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000145,akakus,البركت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000146,akakus,مخيم الفيوت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000147,akakus,فندق تاسيلي,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000148,akakus,ايسين,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000149,akakus,مخيم آناي,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000150,akakus,موقع مخيم ازيل سنة 2006,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000151,akakus,محطة تزود بالوقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000152,akakus,محطة تزود بالوقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000153,akakus,بحيرة اجراجر,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000154,akakus,المركز الصحي الفيوت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000155,akakus,الفيوت,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000156,akakus,غات,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000157,akakus,مخيم رفاق الصحراء,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000158,akakus,بيوت الشباب غات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000159,akakus,المدينة الرياضية - غات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000160,akakus,مصرف شمال افريقيا,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000161,akakus,فندق الواحة,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000162,akakus,موقع مخيم متنقل,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000163,akakus,مكتب الخطوط الجوية الليبية,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000164,akakus,مصرف التجاري الوطني,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000165,akakus,مطار غات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000166,akakus,محطة وقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000167,akakus,مشروع تهالة الزراعي,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000168,akakus,مركز تهالة الصحي,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000169,akakus,محطة تزود بالوقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000170,akakus,مخيم الفاو 2 - منتزه اين أزان,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000171,akakus,المدينة الرياضية - العوينات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000172,akakus,مخيم الفاو,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000173,akakus,مخيم صحراوي,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000174,akakus,فندق المهاري - العوينات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000175,akakus,مكتب بريد العوينات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000176,akakus,العوينات,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000177,akakus,حديقة الشجرة,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000178,akakus,مطار حقل الفيل,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000179,akakus,حقل الفيل,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000180,akakus,فندق أكاكوس,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000181,akakus,مستشفى غات العام,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000182,akakus,مستشفى البركت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000183,akakus,مكتب بريد البركت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000184,akakus,محطة وقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000185,akakus,محطة وقود,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000186,akakus,قارة وادي اميسراجن,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000187,akakus,نقطة حدود بين ليبيا والجزائر,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000188,akakus,وان أفودا,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000189,akakus,كهف في وادي تانشالت,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000190,akakus,كهف وان موهجاج,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000191,akakus,كهف غات,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000192,akakus,(الأهرمات الحطية)مدافن جرمنتية,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000193,akakus,نقش صخري,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000194,akakus,كهف,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000195,akakus,كهف وان أفودا,,غات,,,,Point,,0,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-AKA-000196,akakus,مقبرة جرمنتية أثرية,,غات,,,,Point,,1,0,,P2,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000001,old-tripoli,متحف السرايا الحمراء,Al saraya Alhamra Museum,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000002,old-tripoli,قلعة السرايا الحمراء,The Red Castle,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000003,old-tripoli,بحيرة السرايا الحمراء,Assaraya Alhamra Lake,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000004,old-tripoli,قوس ماركوس اوريليوس,Arch of Marcus Aurilus,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000005,old-tripoli,حصن القديس يعقوب (السرايا الحمراء),"""Saint Yaqoub",طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000006,old-tripoli,"برج ""القديس جورج""","""Saint George'' Tower",طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000007,old-tripoli,برج الساعة,The Clock Tower,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000008,old-tripoli,المكتبة الطرابلسية,Library of Tripoli,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000009,old-tripoli,الكنيسة الأرتذوكسية,Greek Orthodox,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000010,old-tripoli,كنيسة السيدة مريم,Santa Maria Church,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000011,old-tripoli,المعبد اليهودي,Jewish Temple,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000012,old-tripoli,مدرسة عثمان باشا الساقزلي,Othman Pasha Mosque & School,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000013,old-tripoli,قوس الصرارعي,Al-Sarari Street and Al-Sarari Arch,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000014,old-tripoli,حوش الصابون,Hoosh Al Saboon,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000015,old-tripoli,محطة سيارات أجرة بين المدن,Taxi stations,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000016,old-tripoli,"مسرح ""البولتياما",theatre aاpoltiyama,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000017,old-tripoli,دار البارود,Dar EL Barud,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000018,old-tripoli,الحنفية (الشيشمة) العثمانية,A SHESHMA,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000019,old-tripoli,البيت الموريسكي(كازا موريسكي),Casa Morischi,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000020,old-tripoli,البيت المزدهر كافي,House Cafe / Al Bait Al Mozdaher,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000021,old-tripoli,ميدان السيدة مريم,Santa Maria Square,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000022,old-tripoli,ميدان بنك روما,Bank of Rome Square,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000023,old-tripoli,الساحة ميدان الشهداء,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000024,old-tripoli,قصر درغوت,Qasr Darghouth Restaurant,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000025,old-tripoli,بيت اسكندر للفنون,Eskender Arts House,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000026,old-tripoli,دار عبدالله كريستا,Dar Abdullah Krista Cultural Center,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000027,old-tripoli,دار حسن الفقيه حسن للثقافة والفنون,Dar Hasaan Alfaqeeh,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000028,old-tripoli,جهاز ادارة المدينة القديمة طرابلس,Old Tripoli city administration board (main gate),طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000029,old-tripoli,Poseidon Art Gallery رواق بوسيدون للفنون,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000030,old-tripoli,دار الأمام على بن زياد الطرابلس,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000031,old-tripoli,حوش محمود بي,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000032,old-tripoli,نصب تذكاري الشهداء,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000033,old-tripoli,Fountain Of Horse Marine,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000034,old-tripoli,نافورة الميناء,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000035,old-tripoli,خزان مياه,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000036,old-tripoli,ميناء طرابلس,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000037,old-tripoli,زنقة الريح,Zanget El Reeh,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000038,old-tripoli,وسعاية مخزن الرخام,Marble Warehouse Square,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000039,old-tripoli,كوشة الصفار,Kushat As-Saffar,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000040,old-tripoli,زنقة البدوي,Zanqat Al Badawi,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000041,old-tripoli,زنقة الفرنسيس,Frances Alley,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000042,old-tripoli,شارع الأربع عرصات,Arbaa Arsat street,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000043,old-tripoli,زنقة البقار,Zanqat Al-Baqqar,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000044,old-tripoli,زنقة القاجيجي,Zanqat Al-Qajiji,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000045,old-tripoli,زنقة الحرير,Zangat Al-Hareer.,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000046,old-tripoli,طريق الخندق,Alkhandaq road,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000047,old-tripoli,زنقة الزلمومية,Zanqat Al-Zalmoumiya,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000048,old-tripoli,زنقة البليبك,AL Belibek Alley,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,"Espanyol alley, Spanish Consulate",طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000050,old-tripoli,الساحة الشهداء,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000051,old-tripoli,جامع سيدي سالم المشاط,sidi salem mosque,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000052,old-tripoli,مسجد بنور,Bin Nour Mosque,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000053,old-tripoli,مسجد بن سليمان,Sidi Soliman Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000054,old-tripoli,مسجد عبد الوهاب القيسي,Sidi Abdul Wahab Al-Qaisi Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000055,old-tripoli,مسجد الصقلاني,Al-Saqlani Mosque,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000056,old-tripoli,جامع السنوسية,As-Sanusiya Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000057,old-tripoli,مسجد بن صابر,Ibrahim Dey Mosque-Ibn Saber Mosque,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000058,old-tripoli,جامع بن طابون،المدينة القديمة ،طرابلس الغرب,Ibn Tabun Mosque,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000059,old-tripoli,مسجد بن طبيب,Bin Al-Tabib Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000060,old-tripoli,جامع بن لطيف زنقة الباز,Benltayf Mosque,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000061,old-tripoli,مسجد بورقيبة,Abu Rquiba Mosque,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000062,old-tripoli,جامع سيدي الحطاب,Jam'a Sidi El Hattab,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000063,old-tripoli,مسجد الدباغ,D_bagh mosque,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000064,old-tripoli,مسجد الهدار - المدينة القديمة,Sidi El-Haddar Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000065,old-tripoli,جامع قرجي,Gurji Mosque,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000066,old-tripoli,جامع سيدي اعطية الفلاح,Sidi Attia Mosque,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000067,old-tripoli,جامع الخروبة,Jama' Al-kharruba,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000068,old-tripoli,جامع درغوث,Turghut Mosque (Jama Turghut),طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000069,old-tripoli,جامع شايب العين,Jama' Sha'eb Aleen,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000070,old-tripoli,جامع الدروج,Jam'a El Drouj,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000071,old-tripoli,جامع محمود خزنا دار,Mahmoud Mosque,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000072,old-tripoli,او بما يعرف مسجد السريا الحمراء مسجد القلعة,The Red Castle,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000073,old-tripoli,جامع أحمد باشا القرمانللي,Ahmed Basha Mosque,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000074,old-tripoli,جامع الناقة,Al-Naqa Mosque,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000075,old-tripoli,جامع شان الشأن/مسجد الشنشان,Shan El Shan Mosque,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000076,old-tripoli,مسجد الزواية الكبيرة,Al Zawiyah El kabeera Mosque,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000077,old-tripoli,زاوية الكاتب,zaweyat al kateb,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000078,old-tripoli,الزاوية الصغيرة,Azzawiya El Sghira,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000079,old-tripoli,مبنى بنك دي روما,Bank di Roma,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000080,old-tripoli,مبنى الريجية,Al Rejiya Building,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000081,old-tripoli,القنصلية الفرنسية,French Consulate,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000082,old-tripoli,حوش القرمانللي,Al Garamanli house,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000083,old-tripoli,Galleria de bono,,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000084,old-tripoli,جالاريا ماريوتي,Tripoli Galleria Morioti,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000085,old-tripoli,مبنى القنصلية الايطالية,italian Consulate,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000086,old-tripoli,مبنى بلدية طرابلس التاريخية,Municipality of Tripoli Building,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000087,old-tripoli,برج بوليلة,Burj Bu Layla,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000088,old-tripoli,المدرسة اليهودية,Pietro Verri School for Jews of Tripoli,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000089,old-tripoli,القنصلية الإنجليزية,Old British Consulate,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000090,old-tripoli,المركز الصحي المدينة القديمة,Al-Madina Al-Qadima Health Center,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000091,old-tripoli,مبنى الكلية الحربية المدرسة البحرية العثمانية,Military Academy,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000092,old-tripoli,نادي باب البحر للايكيدو_,Bab Albaher Aikido Dojo,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000093,old-tripoli,مطعم الخان الطربلسي,Al Khan Al Trabelsi,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000094,old-tripoli,مطعم باب المدينة,Bab Almadina Restaurant,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000095,old-tripoli,مقهى الطبجي,Adel Al-Tabaji Cafe & Restaurant,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000096,old-tripoli,مقهى السيدة مريم,La signora maria Cafe,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000097,old-tripoli,لاكورنو كافي,La Corno Cafe,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000098,old-tripoli,كافي دي روما,Caffè di Roma,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000099,old-tripoli,مقهي باديه,Al-Badia Cafe,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000100,old-tripoli,بيتزا درغوت,Pizza Dragut,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000101,old-tripoli,كازا كافيه,Caza Café,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000102,old-tripoli,مطعم الأثار,Al Athar Restaurant,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000103,old-tripoli,مطعم فتوش المدينة القديمة ( قوس ماركوس ),Fattoush Lebanese Restaurant (Old City),طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000104,old-tripoli,مطعم ومعرض الاندلسسة,Andalousia Resto & Galleria,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000105,old-tripoli,مطعم باب الحرية للمأكولات الشعبية,Bab Al-Bahr Popular Food Restaurant,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000106,old-tripoli,باب البحر,Bab al-Bahr,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000107,old-tripoli,باب المنشية,BaB El Manshiya,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000108,old-tripoli,باب عبدالله,bab abdullah,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000109,old-tripoli,باب زناتة,Bab Z'nathah,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000110,old-tripoli,باب الخندق,Bab El Khandaq,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000111,old-tripoli,باب الجديد,Bab ajdeed,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000112,old-tripoli,باب الفلة أو باب الغولة,Bab alfalla,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000113,old-tripoli,باب السريا باب القلعة,The Old City Tunnel( entrance),طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000114,old-tripoli,باب درغوث,Bab Darghouth,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000115,old-tripoli,باب الحرية,Bab Al-Hurriya أو Bab Al-Hurryia,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000116,old-tripoli,سور المديمة القديمة,Wall of the Old City,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000117,old-tripoli,سوق الصناعات التقليدية,Traditional Crafts Market,طرابلس,,,,Point,,5,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000118,old-tripoli,سوق اللفة,Souq Allafah,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000119,old-tripoli,سوق الحوت,Souq EL hoot,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000120,old-tripoli,سوق القزدارة,Souq El Gezdara,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000121,old-tripoli,سوق النسي,Souq El N'se,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000122,old-tripoli,سوق الرباع,Souq Alrubba,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000123,old-tripoli,سوق المشير,Souq Almusheer,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000124,old-tripoli,سوق الترك,Souq Ettruk,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000125,old-tripoli,فندق الغدامسية,Gdamsia Hotel,طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
