review_id,image_id,master_image_id,source_relative_path,feature_id,layer_id,feature_name_ar,visual_match_status,destination_identity_status,reviewer_decision,verified_role,technical_quality,duplicate_decision,rights_status,publication_permission,attribution_required,source_credit,rights_evidence,reviewer_name,review_date,decision_confidence,manual_review_completed,notes
B1-DEC-B1IMG-000186,IMG-484BD1AA8E29D63B,IMG-6885713318F3834B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00025-01.webp,LY-TRI-000025,old-tripoli,بيت اسكندر للفنون,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000187,IMG-7D42E7C8F411D21D,IMG-7D42E7C8F411D21D,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00025-02.png,LY-TRI-000025,old-tripoli,بيت اسكندر للفنون,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000188,IMG-7B6D43E2D06BEF7C,IMG-7D42E7C8F411D21D,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00025-02.webp,LY-TRI-000025,old-tripoli,بيت اسكندر للفنون,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000189,IMG-E6005DB411E59C22,IMG-E6005DB411E59C22,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00026-01.png,LY-TRI-000026,old-tripoli,دار عبدالله كريستا,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000190,IMG-D14AF62F5B9961C4,IMG-E6005DB411E59C22,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00026-01.webp,LY-TRI-000026,old-tripoli,دار عبدالله كريستا,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000191,IMG-22BEEF7EB3F9EFE8,IMG-22BEEF7EB3F9EFE8,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00026-03.png,LY-TRI-000026,old-tripoli,دار عبدالله كريستا,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000192,IMG-69BBF7A8FED7CE7E,IMG-22BEEF7EB3F9EFE8,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00026-03.webp,LY-TRI-000026,old-tripoli,دار عبدالله كريستا,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000193,IMG-23577D9C80D1964B,IMG-23577D9C80D1964B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00027-01.png,LY-TRI-000027,old-tripoli,دار حسن الفقيه حسن للثقافة والفنون,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000194,IMG-8F0F76206E5E048E,IMG-23577D9C80D1964B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00027-01.webp,LY-TRI-000027,old-tripoli,دار حسن الفقيه حسن للثقافة والفنون,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000195,IMG-8B6A7DFE39BD026A,IMG-8B6A7DFE39BD026A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00028-01.png,LY-TRI-000028,old-tripoli,جهاز ادارة المدينة القديمة طرابلس,cannot_determine,cannot_determine,defer,,low,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000196,IMG-27C315D83464BDCF,IMG-8B6A7DFE39BD026A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00028-01.webp,LY-TRI-000028,old-tripoli,جهاز ادارة المدينة القديمة طرابلس,cannot_determine,cannot_determine,defer,,low,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000197,IMG-B245280AD4392DEB,IMG-B245280AD4392DEB,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00037-01.png,LY-TRI-000037,old-tripoli,زنقة الريح,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000198,IMG-A27500C11FEDA3A1,IMG-B245280AD4392DEB,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00037-01.webp,LY-TRI-000037,old-tripoli,زنقة الريح,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000199,IMG-9112643CDF6C2C46,IMG-9112643CDF6C2C46,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00038-01.png,LY-TRI-000038,old-tripoli,وسعاية مخزن الرخام,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000200,IMG-892F1AC11F289881,IMG-9112643CDF6C2C46,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00038-01.webp,LY-TRI-000038,old-tripoli,وسعاية مخزن الرخام,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000201,IMG-17DB4C9CEBD8CA33,IMG-17DB4C9CEBD8CA33,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00039-01.png,LY-TRI-000039,old-tripoli,كوشة الصفار,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000202,IMG-7F6EB41A58E72D02,IMG-17DB4C9CEBD8CA33,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00039-01.webp,LY-TRI-000039,old-tripoli,كوشة الصفار,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000203,IMG-7B1A445EA919E31A,IMG-7B1A445EA919E31A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00039-02.png,LY-TRI-000039,old-tripoli,كوشة الصفار,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000204,IMG-7B238277818F1868,IMG-7B1A445EA919E31A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00039-02.webp,LY-TRI-000039,old-tripoli,كوشة الصفار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000205,IMG-D88416AA6A16B6C4,IMG-D88416AA6A16B6C4,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-01.png,LY-TRI-000040,old-tripoli,زنقة البدوي,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000206,IMG-81B6DE53C3F56355,IMG-D88416AA6A16B6C4,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-01.webp,LY-TRI-000040,old-tripoli,زنقة البدوي,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000207,IMG-90C5615C71F3E9A2,IMG-90C5615C71F3E9A2,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-02.png,LY-TRI-000040,old-tripoli,زنقة البدوي,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000208,IMG-D298C947ECAC997E,IMG-90C5615C71F3E9A2,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-02.webp,LY-TRI-000040,old-tripoli,زنقة البدوي,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000209,IMG-C3A6A9A2BFCB377D,IMG-C3A6A9A2BFCB377D,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-03.png,LY-TRI-000040,old-tripoli,زنقة البدوي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000210,IMG-E53158BCF7C1B1E4,IMG-C3A6A9A2BFCB377D,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00040-03.webp,LY-TRI-000040,old-tripoli,زنقة البدوي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000211,IMG-6FB7BFC4F9E0A52F,IMG-6FB7BFC4F9E0A52F,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00041-01.png,LY-TRI-000041,old-tripoli,زنقة الفرنسيس,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000212,IMG-C0A9632374659B58,IMG-6FB7BFC4F9E0A52F,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00041-01.webp,LY-TRI-000041,old-tripoli,زنقة الفرنسيس,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000213,IMG-7B778B0576097AB1,IMG-7B778B0576097AB1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00041-02.png,LY-TRI-000041,old-tripoli,زنقة الفرنسيس,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000214,IMG-C8D8F500C3035A38,IMG-7B778B0576097AB1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00041-02.webp,LY-TRI-000041,old-tripoli,زنقة الفرنسيس,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000215,IMG-3D69EE987757691B,IMG-3D69EE987757691B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-01.png,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000216,IMG-2165D754EB2E51EA,IMG-3D69EE987757691B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-01.webp,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000217,IMG-CC24FF7FA7CCD057,IMG-CC24FF7FA7CCD057,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-02.png,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000218,IMG-29984E81C767A401,IMG-CC24FF7FA7CCD057,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-02.webp,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000219,IMG-3B114F83CF16F1E5,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-03.png,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000220,IMG-B470AA19938F78C7,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00042-03.webp,LY-TRI-000042,old-tripoli,شارع الأربع عرصات,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000221,IMG-081738BE08D0A139,IMG-081738BE08D0A139,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-01.png,LY-TRI-000043,old-tripoli,زنقة البقار,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000222,IMG-9BC159AC60A957D7,IMG-081738BE08D0A139,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-01.webp,LY-TRI-000043,old-tripoli,زنقة البقار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000223,IMG-2BF459B98E267F61,IMG-2BF459B98E267F61,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-02.png,LY-TRI-000043,old-tripoli,زنقة البقار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000224,IMG-E60796CF4CCDDCF6,IMG-2BF459B98E267F61,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-02.webp,LY-TRI-000043,old-tripoli,زنقة البقار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000225,IMG-34FCDE5D9D722F2E,IMG-34FCDE5D9D722F2E,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-03.png,LY-TRI-000043,old-tripoli,زنقة البقار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000226,IMG-0E742CF31AD066C1,IMG-34FCDE5D9D722F2E,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00043-03.webp,LY-TRI-000043,old-tripoli,زنقة البقار,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000227,IMG-0DE11A8830B0040A,IMG-0DE11A8830B0040A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-01.png,LY-TRI-000044,old-tripoli,زنقة القاجيجي,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000228,IMG-60D80FA896313040,IMG-0DE11A8830B0040A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-01.webp,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000229,IMG-ADCE9853F12D8215,IMG-ADCE9853F12D8215,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-02.png,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000230,IMG-E7551046F577B335,IMG-ADCE9853F12D8215,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-02.webp,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000231,IMG-7A2941379D9C1B7A,IMG-7A2941379D9C1B7A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-03.png,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000232,IMG-1D9B33F4A936225C,IMG-7A2941379D9C1B7A,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-03.webp,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000233,IMG-667E7241715C0B29,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-04.png,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000234,IMG-19CEE855CE2376FB,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00044-04.webp,LY-TRI-000044,old-tripoli,زنقة القاجيجي,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000235,IMG-786748B0FB44719A,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-01.png,LY-TRI-000045,old-tripoli,زنقة الحرير,verified_correct,specific_component_confirmed,approve_public,primary,acceptable,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000236,IMG-17DFFB868067AE6F,,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-01.webp,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,acceptable,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000237,IMG-BB17A20FDF071D2B,IMG-BB17A20FDF071D2B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-02.png,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000238,IMG-FF74C19D408EA477,IMG-BB17A20FDF071D2B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-02.webp,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000239,IMG-1728542C50B29BAD,IMG-1728542C50B29BAD,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-03.png,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000240,IMG-F0335C55742126C8,IMG-1728542C50B29BAD,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-03.webp,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000241,IMG-5E4A041DA7538FFF,IMG-5E4A041DA7538FFF,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-04.png,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000242,IMG-0E3F2A73C9EEAEA3,IMG-5E4A041DA7538FFF,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00045-04.webp,LY-TRI-000045,old-tripoli,زنقة الحرير,cannot_determine,cannot_determine,defer,,thumbnail_only,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000243,IMG-B889077CB62C8940,IMG-B889077CB62C8940,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-01.png,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,verified_correct,specific_component_confirmed,approve_public,primary,high,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000244,IMG-9C7597F80D48F88F,IMG-B889077CB62C8940,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-01.webp,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000245,IMG-F8A55C4D104E8939,IMG-F8A55C4D104E8939,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-02.png,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000246,IMG-70F5B8C7882D1272,IMG-F8A55C4D104E8939,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-02.webp,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000247,IMG-EEFBF6F0FF4927AE,IMG-EEFBF6F0FF4927AE,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-03.png,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000248,IMG-965F18105B5BBAF6,IMG-EEFBF6F0FF4927AE,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00049-03.webp,LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000249,IMG-064B4A2A53EADC07,IMG-064B4A2A53EADC07,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00051-01.png,LY-TRI-000051,old-tripoli,جامع سيدي سالم المشاط,verified_correct,specific_component_confirmed,approve_public,primary,high,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000250,IMG-AC99A52B6827C26B,IMG-064B4A2A53EADC07,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00051-01.webp,LY-TRI-000051,old-tripoli,جامع سيدي سالم المشاط,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000251,IMG-19303339136B110F,IMG-19303339136B110F,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-01.png,LY-TRI-000052,old-tripoli,مسجد بنور,verified_correct,specific_component_confirmed,approve_public,primary,high,approved_master,institutional_publication_approval,public,true,مركز المعلومات والتوثيق السياحي,docs/images/batch-1/batch-1-institutional-approval.csv,م. أسامة فرج الخبولي,2026-08-07,high,true,Institutional approval imported; technical and destination checks passed.
B1-DEC-B1IMG-000252,IMG-3A4A7F7EB35955FB,IMG-19303339136B110F,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-01.webp,LY-TRI-000052,old-tripoli,مسجد بنور,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000253,IMG-0F5169B3767D103B,IMG-0F5169B3767D103B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-02.png,LY-TRI-000052,old-tripoli,مسجد بنور,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000254,IMG-04A74CD48CCAD309,IMG-0F5169B3767D103B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-02.webp,LY-TRI-000052,old-tripoli,مسجد بنور,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000255,IMG-AE6382F3411EAE12,IMG-AE6382F3411EAE12,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-03.png,LY-TRI-000052,old-tripoli,مسجد بنور,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
B1-DEC-B1IMG-000256,IMG-604E59E76219DA76,IMG-AE6382F3411EAE12,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00052-03.webp,LY-TRI-000052,old-tripoli,مسجد بنور,cannot_determine,cannot_determine,defer,,high,deferred_uncertain_duplicate,unknown,requires_review,,,,,,,false,Not approved automatically.
