publication_id,image_id,master_image_id,feature_id,layer_id,role,sequence,original_source_relative_path,web_large_path,web_medium_path,thumbnail_path,original_width,original_height,web_large_width,web_large_height,web_medium_width,web_medium_height,thumbnail_width,thumbnail_height,format,quality_setting,orientation_corrected,metadata_removed,original_preserved,rights_status,publication_permission,source_credit,attribution_required,notes
B1-PUB-B1IMG-000267,IMG-122EC6794AE5AD9B,IMG-122EC6794AE5AD9B,LY-TRI-000055,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00055-01.png,assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000055/LY-TRI-000055__primary__01__C6794AE5AD9B__thumbnail.webp,2048,1362,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000273,IMG-ECA0C97F0281CBCD,IMG-ECA0C97F0281CBCD,LY-TRI-000056,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00056-01.png,assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000056/LY-TRI-000056__primary__01__C97F0281CBCD__thumbnail.webp,652,720,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000277,IMG-F7AFA396298F215C,IMG-F7AFA396298F215C,LY-TRI-000058,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00058-01.png,assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000058/LY-TRI-000058__primary__01__A396298F215C__thumbnail.webp,960,540,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000283,IMG-9C844F7D15BA1CA9,IMG-9C844F7D15BA1CA9,LY-TRI-000059,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00059-01.png,assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000059/LY-TRI-000059__primary__01__4F7D15BA1CA9__thumbnail.webp,479,765,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000287,IMG-40E860A9C361F231,IMG-40E860A9C361F231,LY-TRI-000061,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00061-01.png,assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000061/LY-TRI-000061__primary__01__60A9C361F231__thumbnail.webp,526,777,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000291,IMG-4E283F699F851D7B,IMG-4E283F699F851D7B,LY-TRI-000063,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00063-01.png,assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000063/LY-TRI-000063__primary__01__3F699F851D7B__thumbnail.webp,2000,3008,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000293,IMG-A344A7E577E96630,IMG-A344A7E577E96630,LY-TRI-000064,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00064-01.png,assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000064/LY-TRI-000064__primary__01__A7E577E96630__thumbnail.webp,680,510,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000317,IMG-3F21FA0C3434B21B,IMG-3F21FA0C3434B21B,LY-TRI-000069,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00069-02.png,assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000069/LY-TRI-000069__primary__01__FA0C3434B21B__thumbnail.webp,514,640,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000331,IMG-464866CA94A2E016,IMG-464866CA94A2E016,LY-TRI-000071,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00071-03.png,assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000071/LY-TRI-000071__primary__01__66CA94A2E016__thumbnail.webp,700,394,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000351,IMG-5D3E8C32DECB8309,IMG-5D3E8C32DECB8309,LY-TRI-000077,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00077-01.png,assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000077/LY-TRI-000077__primary__01__8C32DECB8309__thumbnail.webp,500,667,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000359,IMG-B5026D10CF623027,IMG-B5026D10CF623027,LY-TRI-000079,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00079-02.png,assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000079/LY-TRI-000079__primary__01__6D10CF623027__thumbnail.webp,660,454,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000375,IMG-250D8FA287642F04,IMG-250D8FA287642F04,LY-TRI-000082,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00082-01.png,assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000082/LY-TRI-000082__primary__01__8FA287642F04__thumbnail.webp,720,950,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000383,IMG-E3D10855EA0BF5FC,IMG-E3D10855EA0BF5FC,LY-TRI-000084,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00084-02.png,assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000084/LY-TRI-000084__primary__01__0855EA0BF5FC__thumbnail.webp,2048,1536,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000393,IMG-E07ADBE1ECA6364B,IMG-E07ADBE1ECA6364B,LY-TRI-000087,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00087-03.png,assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000087/LY-TRI-000087__primary__01__DBE1ECA6364B__thumbnail.webp,1024,720,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000395,IMG-14F50A0DFB2B393D,IMG-14F50A0DFB2B393D,LY-TRI-000088,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00088-01.png,assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000088/LY-TRI-000088__primary__01__0A0DFB2B393D__thumbnail.webp,1024,793,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000401,IMG-EDB214ADFC5588F7,IMG-EDB214ADFC5588F7,LY-TRI-000090,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00090-01.png,assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__thumbnail.webp,719,730,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000413,IMG-C653F4856C3D5A1E,IMG-C653F4856C3D5A1E,LY-TRI-000094,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00094-01.png,assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__thumbnail.webp,960,1201,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000421,IMG-D32E10A0FAEF78DA,IMG-D32E10A0FAEF78DA,LY-TRI-000096,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00096-01.png,assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__thumbnail.webp,1122,1399,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000423,IMG-BE72CA288AC4FFD8,IMG-BE72CA288AC4FFD8,LY-TRI-000097,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00097-01.png,assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__thumbnail.webp,1512,2016,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000429,IMG-B75EC215EEDFBBA4,IMG-B75EC215EEDFBBA4,LY-TRI-000098,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00098-01.png,assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__thumbnail.webp,1284,1702,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000433,IMG-AE2F2C36A0837DE7,IMG-AE2F2C36A0837DE7,LY-TRI-000099,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00099-01.png,assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__thumbnail.webp,1536,2048,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000439,IMG-420546FB58A56676,IMG-420546FB58A56676,LY-TRI-000100,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00100-01.png,assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__thumbnail.webp,2048,1536,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000445,IMG-8D3346A3D8B025A2,IMG-8D3346A3D8B025A2,LY-TRI-000101,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00101-01.png,assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__thumbnail.webp,960,640,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000449,IMG-27D23CDF7CAD565E,IMG-27D23CDF7CAD565E,LY-TRI-000102,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00102-02.png,assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__thumbnail.webp,731,273,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000455,IMG-0B0BAD440877AE8D,IMG-0B0BAD440877AE8D,LY-TRI-000103,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00103-02.png,assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__thumbnail.webp,415,739,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000469,IMG-75124E0C3746CE7B,IMG-75124E0C3746CE7B,LY-TRI-000105,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00105-02.png,assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__thumbnail.webp,2048,1138,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000475,IMG-1D4E50966FFE4716,IMG-1D4E50966FFE4716,LY-TRI-000106,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00106-01.png,assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__thumbnail.webp,720,540,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000479,IMG-22FE81AC5913EA1B,IMG-22FE81AC5913EA1B,LY-TRI-000108,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00108-01.png,assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__thumbnail.webp,1130,1064,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000495,IMG-82FFA2EB6C92341C,IMG-82FFA2EB6C92341C,LY-TRI-000114,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00114-01.png,assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__thumbnail.webp,526,677,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000501,IMG-D00AC0B9FAAFC9DB,IMG-D00AC0B9FAAFC9DB,LY-TRI-000115,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00115-02.png,assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__thumbnail.webp,720,720,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000505,IMG-F8BB3CFA74697A1A,IMG-F8BB3CFA74697A1A,LY-TRI-000116,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00116-01.png,assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__thumbnail.webp,960,616,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000519,IMG-A137631F1888A7E7,IMG-A137631F1888A7E7,LY-TRI-000118,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00118-01.png,assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__thumbnail.webp,674,485,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000533,IMG-AF6CCCFE878CF202,IMG-AF6CCCFE878CF202,LY-TRI-000122,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00122-01.png,assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__thumbnail.webp,720,960,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000535,IMG-B228F8B555664904,IMG-B228F8B555664904,LY-TRI-000123,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00123-01.png,assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__thumbnail.webp,497,640,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000545,IMG-DF4A3DD398AE2330,IMG-DF4A3DD398AE2330,LY-TRI-000126,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00126-01.png,assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__thumbnail.webp,2048,1367,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000555,IMG-60A1D2961C0FAA26,IMG-60A1D2961C0FAA26,LY-TRI-000128,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00128-01.png,assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__thumbnail.webp,520,640,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000559,IMG-3CAC86A1C4B6CD4F,IMG-3CAC86A1C4B6CD4F,LY-TRI-000129,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00129-02.png,assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__thumbnail.webp,576,960,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
B1-PUB-B1IMG-000571,IMG-1255666E623D3F1F,IMG-1255666E623D3F1F,LY-TRI-000132,old-tripoli,primary,1,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00132-01.png,assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__web-large.webp,assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__web-medium.webp,assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__thumbnail.webp,671,458,,,,,,,webp,86,true,true,true,institutional_publication_approval,public,مركز المعلومات والتوثيق السياحي,true,Institutionally approved Batch 1 derivative.
