image_id,feature_id,layer_id,source_relative_path,derivative_paths,institutional_batch_approval,manual_review_completed,visual_match_status,technical_status,rights_status,current_publication_status,corrected_publication_status,recommended_action,notes
IMG-EDB214ADFC5588F7,LY-TRI-000090,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00090-01.png,assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000090/LY-TRI-000090__primary__01__14ADFC5588F7__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-C653F4856C3D5A1E,LY-TRI-000094,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00094-01.png,assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000094/LY-TRI-000094__primary__01__F4856C3D5A1E__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-D32E10A0FAEF78DA,LY-TRI-000096,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00096-01.png,assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000096/LY-TRI-000096__primary__01__10A0FAEF78DA__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-BE72CA288AC4FFD8,LY-TRI-000097,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00097-01.png,assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000097/LY-TRI-000097__primary__01__CA288AC4FFD8__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-B75EC215EEDFBBA4,LY-TRI-000098,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00098-01.png,assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000098/LY-TRI-000098__primary__01__C215EEDFBBA4__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-AE2F2C36A0837DE7,LY-TRI-000099,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00099-01.png,assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000099/LY-TRI-000099__primary__01__2C36A0837DE7__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-420546FB58A56676,LY-TRI-000100,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00100-01.png,assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000100/LY-TRI-000100__primary__01__46FB58A56676__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-8D3346A3D8B025A2,LY-TRI-000101,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00101-01.png,assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000101/LY-TRI-000101__primary__01__46A3D8B025A2__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-27D23CDF7CAD565E,LY-TRI-000102,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00102-02.png,assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000102/LY-TRI-000102__primary__01__3CDF7CAD565E__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-0B0BAD440877AE8D,LY-TRI-000103,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00103-02.png,assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000103/LY-TRI-000103__primary__01__AD440877AE8D__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-75124E0C3746CE7B,LY-TRI-000105,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00105-02.png,assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000105/LY-TRI-000105__primary__01__4E0C3746CE7B__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-1D4E50966FFE4716,LY-TRI-000106,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00106-01.png,assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000106/LY-TRI-000106__primary__01__50966FFE4716__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-22FE81AC5913EA1B,LY-TRI-000108,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00108-01.png,assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000108/LY-TRI-000108__primary__01__81AC5913EA1B__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-82FFA2EB6C92341C,LY-TRI-000114,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00114-01.png,assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000114/LY-TRI-000114__primary__01__A2EB6C92341C__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-D00AC0B9FAAFC9DB,LY-TRI-000115,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00115-02.png,assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000115/LY-TRI-000115__primary__01__C0B9FAAFC9DB__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-F8BB3CFA74697A1A,LY-TRI-000116,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00116-01.png,assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000116/LY-TRI-000116__primary__01__3CFA74697A1A__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-A137631F1888A7E7,LY-TRI-000118,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00118-01.png,assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000118/LY-TRI-000118__primary__01__631F1888A7E7__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-AF6CCCFE878CF202,LY-TRI-000122,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00122-01.png,assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000122/LY-TRI-000122__primary__01__CCFE878CF202__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-B228F8B555664904,LY-TRI-000123,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00123-01.png,assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000123/LY-TRI-000123__primary__01__F8B555664904__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-DF4A3DD398AE2330,LY-TRI-000126,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00126-01.png,assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000126/LY-TRI-000126__primary__01__3DD398AE2330__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-60A1D2961C0FAA26,LY-TRI-000128,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00128-01.png,assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000128/LY-TRI-000128__primary__01__D2961C0FAA26__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-3CAC86A1C4B6CD4F,LY-TRI-000129,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00129-02.png,assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000129/LY-TRI-000129__primary__01__86A1C4B6CD4F__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-1255666E623D3F1F,LY-TRI-000132,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00132-01.png,assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000132/LY-TRI-000132__primary__01__666E623D3F1F__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-659B350A4BD8EBB2,LY-TRI-000134,old-tripoli,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00134-01.png,assets/media/LIBYA/old-cities/LY-TRI-000134/LY-TRI-000134__primary__01__350A4BD8EBB2__web-large.webp|assets/media/LIBYA/old-cities/LY-TRI-000134/LY-TRI-000134__primary__01__350A4BD8EBB2__web-medium.webp|assets/media/LIBYA/old-cities/LY-TRI-000134/LY-TRI-000134__primary__01__350A4BD8EBB2__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-78BA295438D199F4,WH-WORLD-C0002,world-heritage,assets/media/LIBYA/heritage/cyrene/published/main-site/cyrene-main-aerial-001.JPG,assets/media/LIBYA/heritage/WH-WORLD-C0002/WH-WORLD-C0002__primary__01__295438D199F4__web-large.webp|assets/media/LIBYA/heritage/WH-WORLD-C0002/WH-WORLD-C0002__primary__01__295438D199F4__web-medium.webp|assets/media/LIBYA/heritage/WH-WORLD-C0002/WH-WORLD-C0002__primary__01__295438D199F4__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-D5179154990536A1,WH-MAIN-001,world-heritage,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-002.jpeg,assets/media/LIBYA/heritage/WH-MAIN-001/WH-MAIN-001__primary__01__9154990536A1__web-large.webp|assets/media/LIBYA/heritage/WH-MAIN-001/WH-MAIN-001__primary__01__9154990536A1__web-medium.webp|assets/media/LIBYA/heritage/WH-MAIN-001/WH-MAIN-001__primary__01__9154990536A1__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-EB3970495DD0618E,WH-WORLD-C0001,world-heritage,assets/media/LIBYA/Sabratha/published/main-site/sabratha-main-aerial-001.JPG,assets/media/LIBYA/heritage/WH-WORLD-C0001/WH-WORLD-C0001__primary__01__70495DD0618E__web-large.webp|assets/media/LIBYA/heritage/WH-WORLD-C0001/WH-WORLD-C0001__primary__01__70495DD0618E__web-medium.webp|assets/media/LIBYA/heritage/WH-WORLD-C0001/WH-WORLD-C0001__primary__01__70495DD0618E__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-02D99FA57565D0E7,WH-LY-001-0001,world-heritage,docs/screenshots/leptis-popup-fix/WH-LY-001-0001.png,assets/media/LIBYA/heritage/WH-LY-001-0001/WH-LY-001-0001__primary__01__9FA57565D0E7__web-large.webp|assets/media/LIBYA/heritage/WH-LY-001-0001/WH-LY-001-0001__primary__01__9FA57565D0E7__web-medium.webp|assets/media/LIBYA/heritage/WH-LY-001-0001/WH-LY-001-0001__primary__01__9FA57565D0E7__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
IMG-6EC30511C574D4E7,WH-LY-001-0002,world-heritage,docs/screenshots/leptis-popup-fix/WH-LY-001-0002.png,assets/media/LIBYA/heritage/WH-LY-001-0002/WH-LY-001-0002__primary__01__0511C574D4E7__web-large.webp|assets/media/LIBYA/heritage/WH-LY-001-0002/WH-LY-001-0002__primary__01__0511C574D4E7__web-medium.webp|assets/media/LIBYA/heritage/WH-LY-001-0002/WH-LY-001-0002__primary__01__0511C574D4E7__thumbnail.webp,true,false,cannot_determine,valid,institutional_publication_approval,public,linked_provisional,retain_as_provisional_candidate,No individual visual review imported.
