"file","name","first_index","duplicate_index","latitude","longitude"
"data/kml/الفنادق_LY.kml","مساكن القدس للشقق الفندقية","563","565","32.879495","13.179476"
"data/kml/الفنادق_LY.kml","مساكن القدس للشقق الفندقية","564","566","32.87951","13.17949"
"data/kml/الفنادق_LY.kml","فندق الشراع","317","570","32.89219","13.172951"
"data/kml/المدينة القديمة _طرابلس.kml","","184","189","32.897753","13.174418"
"data/kml/المدينة القديمة _طرابلس.kml","","185","238","32.898189","13.173824"
"data/kml/المدينة القديمة _طرابلس.kml","","237","239","32.898065","13.173527"
"data/kml/المدينة القديمة _طرابلس.kml","","220","244","32.899511","13.171867"
"data/kml/المدينة القديمة _طرابلس.kml","","176","245","32.902162","13.173096"
"data/kml/المدينة القديمة _طرابلس.kml","","214","268","32.901782","13.174357"
"data/kml/المدينة القديمة _طرابلس.kml","","274","279","32.899043","13.171909"
"data/kml/المدينة القديمة _طرابلس.kml","","164","282","32.896455","13.170585"
"data/kml/المدينة القديمة _طرابلس.kml","","198","288","32.897342","13.17646"
"data/kml/المدينة القديمة _طرابلس.kml","طريق بلرم","172","299","32.893931","13.178491"
"data/kml/المدينة القديمة _طرابلس.kml","","311","312","32.895944","13.166546"
"data/kml/المدينة القديمة _طرابلس.kml","","267","318","32.893772","13.169109"
"data/kml/المدينة القديمة _طرابلس.kml","","320","321","32.896527","13.166276"
"data/kml/المدينة القديمة _طرابلس.kml","","313","327","32.895095","13.165809"
"data/kml/المدينة القديمة _طرابلس.kml","","338","339","32.899896","13.177235"
"data/kml/المدينة القديمة _طرابلس.kml","","271","341","32.899112","13.177346"
"data/kml/المدينة القديمة _طرابلس.kml","","371","373","32.896793","13.169636"
"data/kml/المدينة القديمة _طرابلس.kml","","372","374","32.896687","13.169741"
"data/kml/المدينة القديمة _طرابلس.kml","","220","411","32.899511","13.171867"
