layer,source_kml,index,kind,status,original_ref,local_path,error
old-tripoli,old-tripoli.kml,11,img_src,downloaded,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwGB4wcl19cGIMDe8PlsxkCOtCelYit9MY6_hyVtQfwABrB99fyBM6XV51XUqn2hAfMccSk2apLmQmdxE1xhq4TY7nZVHlt0zI6F5NO1GIJh2tm2ERObCqVaHHZVnd6mqeNd7MVNIhEh6kqvMGaUojIbOAqF9f9HoSdOLFsRGvA-fHw1dY0LgSxRz_5EXeBivNzx0eTtln6LuSz2LNocrGyUnHkAbRFt96PIhDbGgTag_VQFSfQdMdFNwk?authuser=1&fife=s16383,assets/images/old-tripoli/old-tripoli-011-mymaps-32eb5ad6a842.png,
old-tripoli,old-tripoli.kml,12,img_src,downloaded,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzDb9mB8oFWIcOVxPqhH4wdonmwvFd0rFi8Dk3hW1CJjzfCPvNkxvnrssmT1JQsp9rqKcjmobV04v93czX4glhPIFHx5Iho68lT579I9l2C1sGNpR6wdBz00d7hTpt38c_Y8OWicJPS4MWZ-LiWepFsULXZMbMGGoAyEM1vytjcVoSBufJ8x4xORjbksj_LomgZr0VpDEE_vhhMK3VpeOevsDpCnwba7zYFCOvoTUWH6IPLKkYGceGAwJQ?authuser=1&fife=s16383,assets/images/old-tripoli/old-tripoli-012-mymaps-d4b2ffac0f44.png,
old-tripoli,old-tripoli.kml,13,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v5rsOmPvC7a9yruC9ehVcOgnfx5n_RyG8ygnQN1Qs0cjoTopyZERw31tdHg5EbKdHMGpI-z8N44XlZIm3kU7enYgW5Iitu7wrPyvSdrYtXKQMgbM0kI7IhX3G9xfNL0MIFryXRBU6wxsHZFLUrNExs_jNBGRTbe-vKHE6xT2wGXi2jA05byNpspTJ0Asr7Od_b7zNGZyerDRhoV8-RnespYS8mzx9HQyHaSuR2O7tnfpAPSdIWLdCv_WAAJBKewOpBl1D-jn2gDcl9GXXtbExLDxOblo7tyiLf6bMCD6Uu9LV2JB5gIJmlpMLqTCNDmdOp9jhZCJd06FldY8nePjGBz1nmhnb3TGEngP62Ejmh3WaFBgdPcb8DiAYyN-ObI8IYLRfSp9exdSip5ifKGrHjhgrr8bzHVlk9mp6fzVEtYlRhbjjZrJZ5-fu5yBtlYG0ieCGfBHfkYdUnUdCGpCmu_uoh-ZzNUwIzJeOXMh5T9JwwZBd2hkGYrFJ-uW70aYiUT9HDra59BWrDp6E-c35NZ_OPL37jR66VpZe-km4QDW5V-ZDBCE_5d5-zpMywLawjxmbddZOwjZLD2tegTp7mwrQ_4lN3mxplnpn1a2HJa_f0ID4X5lKOLp586y5k7eZ5jyNsNLiSZ7Ob8ZBvRdKZcsoOKhB_Ild1Jbit_fKSU3TfdrUmS7YhMBgYSFpWIjKeDrkvitg,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v5rsOmPvC7a9yruC9ehVcOgnfx5n_RyG8ygnQN1Qs0cjoTopyZERw31tdHg5EbKdHMGpI-z8N44XlZIm3kU7enYgW5Iitu7wrPyvSdrYtXKQMgbM0kI7IhX3G9xfNL0MIFryXRBU6wxsHZFLUrNExs_jNBGRTbe-vKHE6xT2wGXi2jA05byNpspTJ0Asr7Od_b7zNGZyerDRhoV8-RnespYS8mzx9HQyHaSuR2O7tnfpAPSdIWLdCv_WAAJBKewOpBl1D-jn2gDcl9GXXtbExLDxOblo7tyiLf6bMCD6Uu9LV2JB5gIJmlpMLqTCNDmdOp9jhZCJd06FldY8nePjGBz1nmhnb3TGEngP62Ejmh3WaFBgdPcb8DiAYyN-ObI8IYLRfSp9exdSip5ifKGrHjhgrr8bzHVlk9mp6fzVEtYlRhbjjZrJZ5-fu5yBtlYG0ieCGfBHfkYdUnUdCGpCmu_uoh-ZzNUwIzJeOXMh5T9JwwZBd2hkGYrFJ-uW70aYiUT9HDra59BWrDp6E-c35NZ_OPL37jR66VpZe-km4QDW5V-ZDBCE_5d5-zpMywLawjxmbddZOwjZLD2tegTp7mwrQ_4lN3mxplnpn1a2HJa_f0ID4X5lKOLp586y5k7eZ5jyNsNLiSZ7Ob8ZBvRdKZcsoOKhB_Ild1Jbit_fKSU3TfdrUmS7YhMBgYSFpWIjKeDrkvitg
old-tripoli,old-tripoli.kml,14,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v5NxzGb-t-pZALtZGxdudSYymyTJWQFp0SgAd0znkf9O5nqtChclby_YZ0u_MwtxWz9UcK1MVK1euOj-V2Fc89ZatEJb61ocN8096VO3qRAsOtapTVXkY0-AxZhlyxj4-4x8V5--EFt9V0Cko04GgbQphK_8zTjY-XPQZrBnyJiP0J_I3_R2OO9KdjcKrxkwxaK2Wg8GufcB5SI5wzhE8ecY9gbuVEfzJoSKIFYV7lscPCX8AZXYIFprnrrdWep6P7Xls1xU3QsbXxtkWvA_THvgxG3jYKwDomUrr72wZHkdjK3trGr-5tc37z5lQyvtRg5CaAaPG7Q-FiTMyJekv2iTSRFLuHYx2RhuDlpp8OI2LY2XI5czDdfpDMepT7gq9fP8U-tvJO8ljxgsXUDGTBO59A42-KR8ZP4baWmzn3GmRVXkW82tjv-e8-IooOdBqrbcsSrPqnOTa0qbEH8EcW5fCiUWjiiryhhetHcxSbQac6G72owljnzj-uTuPjeCrP9zaq0-7GJNrKCKi6Slt8nMH23qF9nl8EHHFe3Ook5oKcpY_025DCau31F6q4NaEnVsNiFsO8sg2xevA84na9zWP2NRoYKTbSpeIyzHnzRiEhosBC2NkQ9SsEeNWuuwXKOibbOkUCRyUwOzq1_MaddmG48ESQkyeqtWY7dJxoMhpRVk1zIMQB9RFMBBuykJYDAmUFVcOI,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v5NxzGb-t-pZALtZGxdudSYymyTJWQFp0SgAd0znkf9O5nqtChclby_YZ0u_MwtxWz9UcK1MVK1euOj-V2Fc89ZatEJb61ocN8096VO3qRAsOtapTVXkY0-AxZhlyxj4-4x8V5--EFt9V0Cko04GgbQphK_8zTjY-XPQZrBnyJiP0J_I3_R2OO9KdjcKrxkwxaK2Wg8GufcB5SI5wzhE8ecY9gbuVEfzJoSKIFYV7lscPCX8AZXYIFprnrrdWep6P7Xls1xU3QsbXxtkWvA_THvgxG3jYKwDomUrr72wZHkdjK3trGr-5tc37z5lQyvtRg5CaAaPG7Q-FiTMyJekv2iTSRFLuHYx2RhuDlpp8OI2LY2XI5czDdfpDMepT7gq9fP8U-tvJO8ljxgsXUDGTBO59A42-KR8ZP4baWmzn3GmRVXkW82tjv-e8-IooOdBqrbcsSrPqnOTa0qbEH8EcW5fCiUWjiiryhhetHcxSbQac6G72owljnzj-uTuPjeCrP9zaq0-7GJNrKCKi6Slt8nMH23qF9nl8EHHFe3Ook5oKcpY_025DCau31F6q4NaEnVsNiFsO8sg2xevA84na9zWP2NRoYKTbSpeIyzHnzRiEhosBC2NkQ9SsEeNWuuwXKOibbOkUCRyUwOzq1_MaddmG48ESQkyeqtWY7dJxoMhpRVk1zIMQB9RFMBBuykJYDAmUFVcOI
old-tripoli,old-tripoli.kml,15,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v41jxlzeIQWdzJjNrPxloO4HzhUnNpQTcfYfZ6UV4CqLWrLgdXO8K8JFx8OacjH_VsbFSDBjQ0zH3Rjnc1t5P2orgH2Ih-tBxssG68CSR4bTkJwya_T01PqraXmzP8UeU12wG5tDQKpdS0mZSsra_LJg_ZhQ9Q69UTILI441uTd-S7IZrk0xmP8TL2LSDLAltNCxblEfvcAeJHVyROsmDLWkN3NhYjFtsQET3ajXkVAlFUZvtPOewFr2rr1pNF9A7Lz6CT8GEc7OLlruciYCupwvnR-QdoyZEGzds3sK9o_NEND-SiIFEOXpIubzNHdqgePyAJ2Kc8PC5jPWs12vGjd82i9NjdZFZ1jP9Lu50wpmL5JigZF7ifF7Ab1Y7LmK8zNQhecacok3N-Ar8rRrNmDeYkNeAh3mJShc5SszDwZU0vIEYJFqLexXn1ycirhrJEcdtfowkMisvVvTb2ZF65he0m9zZOnfkKly8OhnYFvRbLYyRedfqHB69ZpW3T-h_5RE5ZNA9cTfzryIa4GVu6CtEsx9c8KKgKurY7jzDrw6jVNKQ2CMEbQn52oNe1AlvPXcYctdGTDKeVT0I-9elDixbz_5uPyzH3tzTXfVhhmYHK5BB3SVsHP3CXfHpiIlJ6GFNmifVLX3b2iaH6r5pW_LAwWMMxf9l7SV6tI46ypjzMXAkyc1_nkGKQiMU8BcLq6mDRE8NE,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v41jxlzeIQWdzJjNrPxloO4HzhUnNpQTcfYfZ6UV4CqLWrLgdXO8K8JFx8OacjH_VsbFSDBjQ0zH3Rjnc1t5P2orgH2Ih-tBxssG68CSR4bTkJwya_T01PqraXmzP8UeU12wG5tDQKpdS0mZSsra_LJg_ZhQ9Q69UTILI441uTd-S7IZrk0xmP8TL2LSDLAltNCxblEfvcAeJHVyROsmDLWkN3NhYjFtsQET3ajXkVAlFUZvtPOewFr2rr1pNF9A7Lz6CT8GEc7OLlruciYCupwvnR-QdoyZEGzds3sK9o_NEND-SiIFEOXpIubzNHdqgePyAJ2Kc8PC5jPWs12vGjd82i9NjdZFZ1jP9Lu50wpmL5JigZF7ifF7Ab1Y7LmK8zNQhecacok3N-Ar8rRrNmDeYkNeAh3mJShc5SszDwZU0vIEYJFqLexXn1ycirhrJEcdtfowkMisvVvTb2ZF65he0m9zZOnfkKly8OhnYFvRbLYyRedfqHB69ZpW3T-h_5RE5ZNA9cTfzryIa4GVu6CtEsx9c8KKgKurY7jzDrw6jVNKQ2CMEbQn52oNe1AlvPXcYctdGTDKeVT0I-9elDixbz_5uPyzH3tzTXfVhhmYHK5BB3SVsHP3CXfHpiIlJ6GFNmifVLX3b2iaH6r5pW_LAwWMMxf9l7SV6tI46ypjzMXAkyc1_nkGKQiMU8BcLq6mDRE8NE
old-tripoli,old-tripoli.kml,16,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v6U1kgZ5CHvNYPXXuNHzrWVKZGFlH-rDjZx-rrK31ryW_4EFCkoGLc192JAJ37fBQp3YxH33_bwEMX2nCbbIDhPQxLx5E0Lcv06DIFD9YttXZJFDFfogBPxy4wkZKl9KgDOHwM0P3gC3Q5jH154-BBug3cRVnh19xdWUBE1EaYDJV4Q_PVIXih-jQXr7fmQLwYbpnmZsaM-bE4y4sFRG_ocIYzcZah2n1hM16J2Hoi6yJgbe1Ufuzl_DCKbhywJfcXAx0RjfI4BDFUP8pGLrQ7m5zxDqdUO5DimCqVTa-OvqdEdQVaxkQMfRWMQkIWQPbQibzR57oVeanrmaWssRuGQ5MyQ5yLVMREcAH7GSVkQCHuhTZi3DKuJsri8nGff2obP8Xa78wjILEH1Cfs753YZH-40ll5zHwlH9e2AZJQtQEDZVBAWaFxydGNs7KSN6HztVad2h20eG1CW9TRglkn8lS4waTYJcuu4u-_A1ivqCf7StbcjyV09CbcagH8vwhmC6HTk3qwUP7WlveGOA83OZvsRE4EeCoU8fYYXLz9P5kBvrE4cBiN9fCpKWJUhY14XA8TMXUGzgCI3ON6-WNHtcBZeSIF2j7Dcm7QQJqoHJQuuJP8dGb7HCTyt0GkYTVUO4RMFug1uzCebVVF7_bxzAYXEg_4Ezc9rid4wHaTrlaE7qiQjZUlu0OpGJNlnJm1KcQZ-XqM,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v6U1kgZ5CHvNYPXXuNHzrWVKZGFlH-rDjZx-rrK31ryW_4EFCkoGLc192JAJ37fBQp3YxH33_bwEMX2nCbbIDhPQxLx5E0Lcv06DIFD9YttXZJFDFfogBPxy4wkZKl9KgDOHwM0P3gC3Q5jH154-BBug3cRVnh19xdWUBE1EaYDJV4Q_PVIXih-jQXr7fmQLwYbpnmZsaM-bE4y4sFRG_ocIYzcZah2n1hM16J2Hoi6yJgbe1Ufuzl_DCKbhywJfcXAx0RjfI4BDFUP8pGLrQ7m5zxDqdUO5DimCqVTa-OvqdEdQVaxkQMfRWMQkIWQPbQibzR57oVeanrmaWssRuGQ5MyQ5yLVMREcAH7GSVkQCHuhTZi3DKuJsri8nGff2obP8Xa78wjILEH1Cfs753YZH-40ll5zHwlH9e2AZJQtQEDZVBAWaFxydGNs7KSN6HztVad2h20eG1CW9TRglkn8lS4waTYJcuu4u-_A1ivqCf7StbcjyV09CbcagH8vwhmC6HTk3qwUP7WlveGOA83OZvsRE4EeCoU8fYYXLz9P5kBvrE4cBiN9fCpKWJUhY14XA8TMXUGzgCI3ON6-WNHtcBZeSIF2j7Dcm7QQJqoHJQuuJP8dGb7HCTyt0GkYTVUO4RMFug1uzCebVVF7_bxzAYXEg_4Ezc9rid4wHaTrlaE7qiQjZUlu0OpGJNlnJm1KcQZ-XqM
old-tripoli,old-tripoli.kml,17,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v7ctG72ruNMVGNaXMZBNfuWtofcOwIRgbf9_En91L62tFsuQaPOodq-7E5QemNNobu0LjMkrA9NuUoazCQWeEgfRFy8_jt38zcB1jlMjYSycT_SBZC5fF374FHXiZRkc7kTizoW-PMv12xY5s75WV14brmtml7lAGbYsmJuExFRyyTbPXcPm2XTWA8BtAtbkXm7hXpRBp0stVwM5_84Mf8HTqnr5pyoI3j4htQIzXUPohYta8PqFvSOmkUJWHvGlNoDtgwHAqemLni2onzkKu6_Plajzej0G9cPZr7_qw3F9cFF9PVepJR9M0mHv6x40cO6PxVG--XbVtW62FzTxTWdiUS1xxaHOgJC3xlFRx-9OpX46crL3AjXbzrxCYRUCjge9d-0f4-DGTqhcaYE9kOAKwu3ghKVUR3tstFZWQU2KUPCPbO_gguJ6ydYIKMuKMqE3_O84uz0rRoRViIAkct3d1tgAscejsdnaaOVumiKM2nGe0aPkfl7LJWNh1HeA3LE2_ZWcwqwaKZqx3jdQ3LmjhVbwvhrjpRDU1Oi6cNXDoKSJAVyNkr-VEgit-chXhIAqt1FvXHwgGYpRMxIKTllBtCnuMnUFBhtPO-PYbyCi1LHMC5c0TPwJL5QO9L-V32ce6KRsVPgDtu4noab6zNQLOPNB9MmrNHvOAJ7WNtP0Px6-jNh90YZ-4bQSl7tB9ILL5tOTA,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v7ctG72ruNMVGNaXMZBNfuWtofcOwIRgbf9_En91L62tFsuQaPOodq-7E5QemNNobu0LjMkrA9NuUoazCQWeEgfRFy8_jt38zcB1jlMjYSycT_SBZC5fF374FHXiZRkc7kTizoW-PMv12xY5s75WV14brmtml7lAGbYsmJuExFRyyTbPXcPm2XTWA8BtAtbkXm7hXpRBp0stVwM5_84Mf8HTqnr5pyoI3j4htQIzXUPohYta8PqFvSOmkUJWHvGlNoDtgwHAqemLni2onzkKu6_Plajzej0G9cPZr7_qw3F9cFF9PVepJR9M0mHv6x40cO6PxVG--XbVtW62FzTxTWdiUS1xxaHOgJC3xlFRx-9OpX46crL3AjXbzrxCYRUCjge9d-0f4-DGTqhcaYE9kOAKwu3ghKVUR3tstFZWQU2KUPCPbO_gguJ6ydYIKMuKMqE3_O84uz0rRoRViIAkct3d1tgAscejsdnaaOVumiKM2nGe0aPkfl7LJWNh1HeA3LE2_ZWcwqwaKZqx3jdQ3LmjhVbwvhrjpRDU1Oi6cNXDoKSJAVyNkr-VEgit-chXhIAqt1FvXHwgGYpRMxIKTllBtCnuMnUFBhtPO-PYbyCi1LHMC5c0TPwJL5QO9L-V32ce6KRsVPgDtu4noab6zNQLOPNB9MmrNHvOAJ7WNtP0Px6-jNh90YZ-4bQSl7tB9ILL5tOTA
old-tripoli,old-tripoli.kml,18,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v5wu-EpJUc7adkntqvOPc4iXbw7O9h1A0jnGCATo91ZjZ3fKA9ZWToaIZy1Ok94CMtncUhzRgLKXj3LXlRYn_7SIbdzInKsqsR3uC1BeQuRKKFBOLBo9wRMuFkCBZizkM4aKV2o4Ne04mjKw_imzEkB2zOVMnq7PDOv5I3-W29rXE4DTLcxoLWNAqsOKYrlAU1Nrvq06jc7ihxdvm1Jy5HsxqLRE8EC_7Yvjf9xJQTaHdEsKtIdWu99CMGpmqCH4zIZ5eusnUc-V-3ryxU6rCPDq6Si3JaxPEFG8y-BtZ2GiPv5AtDqXuH9rl8Txs8lnKnmcUCRfagkY_bu5CxhLLXFmREaZCCjgwLO445G5D2Liks7h04vmB8OxBWBS218zABD4s1bxiS-yCMBTTNEKsb4CNfvxZiAQ2aBJuwzvP6HehgdJdg34_Ri4cm7_i3Yn8HEYY0eLpaASL1YdZX_lWwIMObvwmQfHUXeLkqQk3ka9W20TVVk2xiIx_0D8HItZv6Zys6RSK9OTuMdCjrWmF-5bl-saNaacWnRSkFHD84QN_fwNF22F4hNMxOSVAnirwVm6zmfM0K8y7w7V8Kq9Jo8RSr_7kIcSz9nomF9Ki1mazzjSeiGhb9aq4pVlwldhSB_eZOPnYT-CZYKp6eXUZw87vq-wS9sP9u3gufFYhJpme7t4Mv2mWQTFcEktSC7fs-n4mllo3k,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v5wu-EpJUc7adkntqvOPc4iXbw7O9h1A0jnGCATo91ZjZ3fKA9ZWToaIZy1Ok94CMtncUhzRgLKXj3LXlRYn_7SIbdzInKsqsR3uC1BeQuRKKFBOLBo9wRMuFkCBZizkM4aKV2o4Ne04mjKw_imzEkB2zOVMnq7PDOv5I3-W29rXE4DTLcxoLWNAqsOKYrlAU1Nrvq06jc7ihxdvm1Jy5HsxqLRE8EC_7Yvjf9xJQTaHdEsKtIdWu99CMGpmqCH4zIZ5eusnUc-V-3ryxU6rCPDq6Si3JaxPEFG8y-BtZ2GiPv5AtDqXuH9rl8Txs8lnKnmcUCRfagkY_bu5CxhLLXFmREaZCCjgwLO445G5D2Liks7h04vmB8OxBWBS218zABD4s1bxiS-yCMBTTNEKsb4CNfvxZiAQ2aBJuwzvP6HehgdJdg34_Ri4cm7_i3Yn8HEYY0eLpaASL1YdZX_lWwIMObvwmQfHUXeLkqQk3ka9W20TVVk2xiIx_0D8HItZv6Zys6RSK9OTuMdCjrWmF-5bl-saNaacWnRSkFHD84QN_fwNF22F4hNMxOSVAnirwVm6zmfM0K8y7w7V8Kq9Jo8RSr_7kIcSz9nomF9Ki1mazzjSeiGhb9aq4pVlwldhSB_eZOPnYT-CZYKp6eXUZw87vq-wS9sP9u3gufFYhJpme7t4Mv2mWQTFcEktSC7fs-n4mllo3k
old-tripoli,old-tripoli.kml,19,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v6EyrbjmtaCd6VnOnt_nnCW5fomGHIOr6iWlF7oWM2pBrRYhEIzXcijRePrVwaHzmWCw2uvWNPUWczfJ4v9DQUOtyNKx_01r8MRSxVhrzliNIevKGutSKFl8ri6BJrWZDEqL8XP_IYibayMTCUnSNpqm9DAgV_oLRzhimO-6As27_dABOYVsIKH2XceVO118MqH1WIfmj15Addhu4aMBIy_5GrBM3KN9j-iZ3C7mytsTHV2k1_u_etw95UuuEePsnrQiVAP66MnaQ9lZXJQLZX_FKVjznVnEgFVpE1HNKOlp7F5frwVxEv2kXTwqc87iGkE1H85WYTPtsQl9-osJW1ZiPLUwPq2_ozjbgdcXl8bVzEFzjN8q3XWd65BihEZw-SyUu3Van38p70PpLCNTHRjoUGTnbPB71-_szESzjTyRmnpI4d0-27IN0g7-T5UdSr8IjRgX1nzFr8eTqisFhR7QCMkafxqAptmRhIQyTbQFurnYhepIAQHPDMPs2Bnt79dONzCBV3mWpI__jGZr7Jnw7bU-k8shmawD8yqp6H8hAzaotv8Zen4UXSjrxmIxvTAmpoMI6WbPez6flAHDkMl67JJeSP3b3ExmQxKN-xUjqFXPq_x90mxjLHGaCSRFXxPm6mJcQxA8ex3uQZMbTNvsf4sXIJzvAes_Yrog8jbUEoWpmh9_fyMDxt-Um78QdXlSVF6nQ,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v6EyrbjmtaCd6VnOnt_nnCW5fomGHIOr6iWlF7oWM2pBrRYhEIzXcijRePrVwaHzmWCw2uvWNPUWczfJ4v9DQUOtyNKx_01r8MRSxVhrzliNIevKGutSKFl8ri6BJrWZDEqL8XP_IYibayMTCUnSNpqm9DAgV_oLRzhimO-6As27_dABOYVsIKH2XceVO118MqH1WIfmj15Addhu4aMBIy_5GrBM3KN9j-iZ3C7mytsTHV2k1_u_etw95UuuEePsnrQiVAP66MnaQ9lZXJQLZX_FKVjznVnEgFVpE1HNKOlp7F5frwVxEv2kXTwqc87iGkE1H85WYTPtsQl9-osJW1ZiPLUwPq2_ozjbgdcXl8bVzEFzjN8q3XWd65BihEZw-SyUu3Van38p70PpLCNTHRjoUGTnbPB71-_szESzjTyRmnpI4d0-27IN0g7-T5UdSr8IjRgX1nzFr8eTqisFhR7QCMkafxqAptmRhIQyTbQFurnYhepIAQHPDMPs2Bnt79dONzCBV3mWpI__jGZr7Jnw7bU-k8shmawD8yqp6H8hAzaotv8Zen4UXSjrxmIxvTAmpoMI6WbPez6flAHDkMl67JJeSP3b3ExmQxKN-xUjqFXPq_x90mxjLHGaCSRFXxPm6mJcQxA8ex3uQZMbTNvsf4sXIJzvAes_Yrog8jbUEoWpmh9_fyMDxt-Um78QdXlSVF6nQ
old-tripoli,old-tripoli.kml,20,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v6ukSX1KoGI5uOppH3CXOmIIDUWdeXowrWLvjlL1crQBXaJWJcyioI5LYSq75a_zMP9-BwxmKYFg1l1aN3O02mtEnlL3LbfRSVbYMiJTUOIfrjhR4SQUF39Z0cZo4mq1fNQ8hULFNd1OLoZAbBXqGf20XVfOu28GyO-b28NzsGZ8QvQhUiW7l_EhxXu_UJWOB5VWHC_ukGvxD8qw8iI99B5uNfLsRznouxhUWRTVtZ2CkVaV4aPwL5_hY3MerTg16-HaaArDbTdvSYa3IJviimkw3i1HA52thOY3BQPpnWnZAT3HjZuK0ZWxJ50V1_TpK8UeJ7oC7aR0aJNSMfYH_ztJqVQIjMCQGpSufLudU7fytv3lNKGeK9eC7XLsu0eDiBL86BYf9ttTM_X7kkKvu6EQdixaxpCsG6UarHf6yLkiWIsAnuI7RS0VdbgkPmhjoJ7JGE_iEr1ltrsZnIta0TThIj2-mBbvv_BYLy_t_-FEo36ZfXMpgR1pNTXPxRFhDqKa4HaPeLykcTYlZgTtwob96njaSDACTobp8LAiLFOihhdIpxuBMUWbaQRdYjeiDO3ewwZmhWkxjOPtXRwvQ1Poj72DMLDPTq6aPLl1bLGKuOSL4az75vaWRuHse1oN9fPdfCPMapGjk5jEnJh__utpTgU4pmYVC49MSrFxavO6pih6aYpfKq03PbZfGaRiH_GX1RwQUw,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v6ukSX1KoGI5uOppH3CXOmIIDUWdeXowrWLvjlL1crQBXaJWJcyioI5LYSq75a_zMP9-BwxmKYFg1l1aN3O02mtEnlL3LbfRSVbYMiJTUOIfrjhR4SQUF39Z0cZo4mq1fNQ8hULFNd1OLoZAbBXqGf20XVfOu28GyO-b28NzsGZ8QvQhUiW7l_EhxXu_UJWOB5VWHC_ukGvxD8qw8iI99B5uNfLsRznouxhUWRTVtZ2CkVaV4aPwL5_hY3MerTg16-HaaArDbTdvSYa3IJviimkw3i1HA52thOY3BQPpnWnZAT3HjZuK0ZWxJ50V1_TpK8UeJ7oC7aR0aJNSMfYH_ztJqVQIjMCQGpSufLudU7fytv3lNKGeK9eC7XLsu0eDiBL86BYf9ttTM_X7kkKvu6EQdixaxpCsG6UarHf6yLkiWIsAnuI7RS0VdbgkPmhjoJ7JGE_iEr1ltrsZnIta0TThIj2-mBbvv_BYLy_t_-FEo36ZfXMpgR1pNTXPxRFhDqKa4HaPeLykcTYlZgTtwob96njaSDACTobp8LAiLFOihhdIpxuBMUWbaQRdYjeiDO3ewwZmhWkxjOPtXRwvQ1Poj72DMLDPTq6aPLl1bLGKuOSL4az75vaWRuHse1oN9fPdfCPMapGjk5jEnJh__utpTgU4pmYVC49MSrFxavO6pih6aYpfKq03PbZfGaRiH_GX1RwQUw
old-tripoli,old-tripoli.kml,21,img_src,failed,https://lh3.googleusercontent.com/umsh/AN6v0v4l-jxUGhLKjvr3LJjEB0u_2GjFzeF1ENhT9AtgbPrleUdQbGb4CMNHUQAAwnW8Z-nz-SWZHWcw1unv9ywbZedWvmb3VmzLF5qwXZBFnHmLZtN26wRk_Onme6vYcrwNIF5SuKWu03LF8msY-7Utftx3NdtRjniAPx_ilxe1PrXwDl7MBbIhWE0DLoEkneASsLOinusFc5l5sr1vaRUfVvLPfVAN9l6ZPlLrTumEHOjiXww4JZsszMiNs1Hih7qVzqhgd9e1NkVzs0p0jgwQ_rgofylAbPt1GQYS8o8dIIbMi88gmJQvkbK_iXOjARi4xWPfUQFLPQNP7dW4XOnST5-G8rQlrNOVu4569QG1Jv1P2Whhk796jtXAORSeypRT0W8swOBWFVaFY0fqOi346L1njtiGvHv564VCC7Hbqc2zVW6lBfefr8EP1tnjdSukvGzh4VeBb3sHXTm1V010kK2UVFSGixu8i7v1KIx-xPYV2PVLkt_MIltql5RAneZ-2DUB3hxfjEV3_g6ml_ivafbw2V-7XnfY4wt271oO_I5M33JXslGueE0rLQy4qksMcktOjxsqvUGzkRsR0XyNRrYZWYQBgwWPV-0oYJATD8udKcgeQUaJe-f7sF1ougLkPrAG-aSejCrJ70svquadD9xa1dknNyRR44UHV0eccrTWlWqQzory1MGRYz-nzDdTarM5S2n_TG8,,HTTPError: 403 Client Error: Forbidden for url: https://lh3.googleusercontent.com/umsh/AN6v0v4l-jxUGhLKjvr3LJjEB0u_2GjFzeF1ENhT9AtgbPrleUdQbGb4CMNHUQAAwnW8Z-nz-SWZHWcw1unv9ywbZedWvmb3VmzLF5qwXZBFnHmLZtN26wRk_Onme6vYcrwNIF5SuKWu03LF8msY-7Utftx3NdtRjniAPx_ilxe1PrXwDl7MBbIhWE0DLoEkneASsLOinusFc5l5sr1vaRUfVvLPfVAN9l6ZPlLrTumEHOjiXww4JZsszMiNs1Hih7qVzqhgd9e1NkVzs0p0jgwQ_rgofylAbPt1GQYS8o8dIIbMi88gmJQvkbK_iXOjARi4xWPfUQFLPQNP7dW4XOnST5-G8rQlrNOVu4569QG1Jv1P2Whhk796jtXAORSeypRT0W8swOBWFVaFY0fqOi346L1njtiGvHv564VCC7Hbqc2zVW6lBfefr8EP1tnjdSukvGzh4VeBb3sHXTm1V010kK2UVFSGixu8i7v1KIx-xPYV2PVLkt_MIltql5RAneZ-2DUB3hxfjEV3_g6ml_ivafbw2V-7XnfY4wt271oO_I5M33JXslGueE0rLQy4qksMcktOjxsqvUGzkRsR0XyNRrYZWYQBgwWPV-0oYJATD8udKcgeQUaJe-f7sF1ougLkPrAG-aSejCrJ70svquadD9xa1dknNyRR44UHV0eccrTWlWqQzory1MGRYz-nzDdTarM5S2n_TG8
