image_id,source_relative_path,master_image_id,layer_id,feature_id,feature_name_ar,feature_name_en,linkage_basis,layer_assignment_status,feature_linkage_status,primary_image,gallery_image,institutional_display_authorization,rights_status,derivative_status,runtime_status,notes
IMG-AD692D513588CE11,assets/images/hotels/hotels-LY-HOTELS-00569-03.webp,,hotels,LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),Lancaster Burj Al Hayat,existing_link,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Existing runtime linkage preserved.
IMG-758A09C3269F083E,assets/images/hotels/hotels-LY-HOTELS-00569-04.webp,,hotels,LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),Lancaster Burj Al Hayat,existing_link,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Existing runtime linkage preserved.
IMG-15AE4FAC1141CA2A,assets/images/akakus/akakus-LY-AKAKUS-00001-01.png,,akakus,LY-AKA-000001,قوس أفزجار,قوس أفزجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-D81AE314D9AF0698,assets/images/akakus/akakus-LY-AKAKUS-00001-01.webp,,akakus,LY-AKA-000001,قوس أفزجار,قوس أفزجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-471764B01A005A2B,assets/images/akakus/akakus-LY-AKAKUS-00002-01.png,,akakus,LY-AKA-000002,قوس أفزجارن وقوس تنخليفة,قوس أفزجارن وقوس تنخليفة,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-86C3FEE7A59EA26D,assets/images/akakus/akakus-LY-AKAKUS-00002-01.webp,,akakus,LY-AKA-000002,قوس أفزجارن وقوس تنخليفة,قوس أفزجارن وقوس تنخليفة,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-B844126C08E999C3,assets/images/akakus/akakus-LY-AKAKUS-00003-01.png,,akakus,LY-AKA-000003,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-3ADB83B6B1600028,assets/images/akakus/akakus-LY-AKAKUS-00003-01.webp,,akakus,LY-AKA-000003,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A6BA7615A9B610A5,assets/images/akakus/akakus-LY-AKAKUS-00004-01.png,,akakus,LY-AKA-000004,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-3360EBDF7E998391,assets/images/akakus/akakus-LY-AKAKUS-00004-01.webp,,akakus,LY-AKA-000004,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-AA481C40927F6D60,assets/images/akakus/akakus-LY-AKAKUS-00005-01.png,,akakus,LY-AKA-000005,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-7DB9B9425C463795,assets/images/akakus/akakus-LY-AKAKUS-00005-01.webp,,akakus,LY-AKA-000005,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-4AF897A4D56D7EF7,assets/images/akakus/akakus-LY-AKAKUS-00006-01.png,,akakus,LY-AKA-000006,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-D4024B35747FD732,assets/images/akakus/akakus-LY-AKAKUS-00006-01.webp,,akakus,LY-AKA-000006,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-6BED5C84B9324BCD,assets/images/akakus/akakus-LY-AKAKUS-00007-01.png,,akakus,LY-AKA-000007,قوس أويص,قوس أويص,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A5409754BF30EAFE,assets/images/akakus/akakus-LY-AKAKUS-00007-01.webp,,akakus,LY-AKA-000007,قوس أويص,قوس أويص,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-6AC753B40A50B7D1,assets/images/akakus/akakus-LY-AKAKUS-00008-01.png,,akakus,LY-AKA-000008,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-26545A7AD2945CD3,assets/images/akakus/akakus-LY-AKAKUS-00008-01.webp,,akakus,LY-AKA-000008,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-94C3EF7945C71E30,assets/images/akakus/akakus-LY-AKAKUS-00009-01.png,,akakus,LY-AKA-000009,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-3A8759909B838753,assets/images/akakus/akakus-LY-AKAKUS-00009-01.webp,,akakus,LY-AKA-000009,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A7C7065537911BB0,assets/images/akakus/akakus-LY-AKAKUS-00010-01.png,,akakus,LY-AKA-000010,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-0140D14933C5AB63,assets/images/akakus/akakus-LY-AKAKUS-00010-01.webp,,akakus,LY-AKA-000010,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-90DBDE3CCC8E09FB,assets/images/akakus/akakus-LY-AKAKUS-00011-01.png,,akakus,LY-AKA-000011,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-C2F25C4F016A6732,assets/images/akakus/akakus-LY-AKAKUS-00011-01.webp,,akakus,LY-AKA-000011,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-527BEF58A935D5A0,assets/images/akakus/akakus-LY-AKAKUS-00012-01.png,,akakus,LY-AKA-000012,قوس صخري 13,قوس صخري 13,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-362910B12BEB8C14,assets/images/akakus/akakus-LY-AKAKUS-00012-01.webp,,akakus,LY-AKA-000012,قوس صخري 13,قوس صخري 13,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-2E982777946AB61E,assets/images/akakus/akakus-LY-AKAKUS-00013-01.png,,akakus,LY-AKA-000013,قوس تين لوبو,قوس تين لوبو,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-E9353A14D51687DE,assets/images/akakus/akakus-LY-AKAKUS-00013-01.webp,,akakus,LY-AKA-000013,قوس تين لوبو,قوس تين لوبو,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-7DE51D0D88801802,assets/images/akakus/akakus-LY-AKAKUS-00014-01.png,,akakus,LY-AKA-000014,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-3471FC82D98106FB,assets/images/akakus/akakus-LY-AKAKUS-00014-01.webp,,akakus,LY-AKA-000014,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-7DB181C524ADC761,assets/images/akakus/akakus-LY-AKAKUS-00016-01.png,,akakus,LY-AKA-000016,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-71BD2656E0031F24,assets/images/akakus/akakus-LY-AKAKUS-00016-01.webp,,akakus,LY-AKA-000016,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-162576AE48CC8782,assets/images/akakus/akakus-LY-AKAKUS-00017-01.png,,akakus,LY-AKA-000017,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-63836547A9EC7637,assets/images/akakus/akakus-LY-AKAKUS-00017-01.webp,,akakus,LY-AKA-000017,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-B9E109FAB5C45E90,assets/images/akakus/akakus-LY-AKAKUS-00018-01.png,,akakus,LY-AKA-000018,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-7CDEF0B6BBAD9FCE,assets/images/akakus/akakus-LY-AKAKUS-00018-01.webp,,akakus,LY-AKA-000018,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-28546D81CC976C86,assets/images/akakus/akakus-LY-AKAKUS-00019-01.png,,akakus,LY-AKA-000019,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-2618AAF927EA390C,assets/images/akakus/akakus-LY-AKAKUS-00019-01.webp,,akakus,LY-AKA-000019,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-48D5C76ADE0E3F8C,assets/images/akakus/akakus-LY-AKAKUS-00020-01.png,,akakus,LY-AKA-000020,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-2D89AB1C574266BD,assets/images/akakus/akakus-LY-AKAKUS-00020-01.webp,,akakus,LY-AKA-000020,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-00F6BA5DE83DE640,assets/images/akakus/akakus-LY-AKAKUS-00021-01.png,,akakus,LY-AKA-000021,قوس صخري وأن أفودا,قوس صخري وأن أفودا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-E2925C2DBE27B0B4,assets/images/akakus/akakus-LY-AKAKUS-00021-01.webp,,akakus,LY-AKA-000021,قوس صخري وأن أفودا,قوس صخري وأن أفودا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-93F007A24D7EEADF,assets/images/akakus/akakus-LY-AKAKUS-00022-01.png,,akakus,LY-AKA-000022,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-E1E86E9D4830E467,assets/images/akakus/akakus-LY-AKAKUS-00022-01.webp,,akakus,LY-AKA-000022,قوس صخري,قوس صخري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-BC7ACFD8A263D617,assets/images/akakus/akakus-LY-AKAKUS-00023-01.png,,akakus,LY-AKA-000023,وادي ماتخيندوش,وادي ماتخيندوش,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-F66BD5BCA0CCF52A,assets/images/akakus/akakus-LY-AKAKUS-00023-01.webp,,akakus,LY-AKA-000023,وادي ماتخيندوش,وادي ماتخيندوش,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-DE41ADE7DE9AA55E,assets/images/akakus/akakus-LY-AKAKUS-00028-01.png,,akakus,LY-AKA-000028,وادي تين قويما,وادي تين قويما,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-4CC32231743D75EE,assets/images/akakus/akakus-LY-AKAKUS-00028-01.webp,,akakus,LY-AKA-000028,وادي تين قويما,وادي تين قويما,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-2DE4B5443DA4656B,assets/images/akakus/akakus-LY-AKAKUS-00028-02.png,,akakus,LY-AKA-000028,وادي تين قويما,وادي تين قويما,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-58CBEA9E07BF272B,assets/images/akakus/akakus-LY-AKAKUS-00028-02.webp,,akakus,LY-AKA-000028,وادي تين قويما,وادي تين قويما,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-9560AFA73AD504FA,assets/images/akakus/akakus-LY-AKAKUS-00029-01.png,,akakus,LY-AKA-000029,وادي أويس,وادي أويس,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-C8DA1AC500C6C769,assets/images/akakus/akakus-LY-AKAKUS-00029-01.webp,,akakus,LY-AKA-000029,وادي أويس,وادي أويس,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-B7CFE1EDF3BE139E,assets/images/akakus/akakus-LY-AKAKUS-00030-01.png,,akakus,LY-AKA-000030,وادي أفاغ,وادي أفاغ,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-070E97A8B8173EC5,assets/images/akakus/akakus-LY-AKAKUS-00030-01.webp,,akakus,LY-AKA-000030,وادي أفاغ,وادي أفاغ,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-9B77D839FF7216C0,assets/images/akakus/akakus-LY-AKAKUS-00031-01.png,,akakus,LY-AKA-000031,وادي تاشوينات,وادي تاشوينات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-552F22E4E897BCFE,assets/images/akakus/akakus-LY-AKAKUS-00031-01.webp,,akakus,LY-AKA-000031,وادي تاشوينات,وادي تاشوينات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-F6B112BC72BA0338,assets/images/akakus/akakus-LY-AKAKUS-00032-01.png,,akakus,LY-AKA-000032,وادي آمها,وادي آمها,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-D6FCB4553B2311D4,assets/images/akakus/akakus-LY-AKAKUS-00032-01.webp,,akakus,LY-AKA-000032,وادي آمها,وادي آمها,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-24BB890F65443C58,assets/images/akakus/akakus-LY-AKAKUS-00035-01.png,,akakus,LY-AKA-000035,وادي أفازاجار,وادي أفازاجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-E646F62CFDEFCBFD,assets/images/akakus/akakus-LY-AKAKUS-00035-01.webp,,akakus,LY-AKA-000035,وادي أفازاجار,وادي أفازاجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-20E1C83B5E94DE70,assets/images/akakus/akakus-LY-AKAKUS-00035-02.png,,akakus,LY-AKA-000035,وادي أفازاجار,وادي أفازاجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-111EDF41AD810732,assets/images/akakus/akakus-LY-AKAKUS-00035-02.webp,,akakus,LY-AKA-000035,وادي أفازاجار,وادي أفازاجار,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-EDECD2CF6D110C9A,assets/images/akakus/akakus-LY-AKAKUS-00037-01.png,,akakus,LY-AKA-000037,وادي أمركا,وادي أمركا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-47289250BC6E257D,assets/images/akakus/akakus-LY-AKAKUS-00037-01.webp,,akakus,LY-AKA-000037,وادي أمركا,وادي أمركا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-07A9C2088492A211,assets/images/akakus/akakus-LY-AKAKUS-00037-02.png,,akakus,LY-AKA-000037,وادي أمركا,وادي أمركا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-5B97F46F65C8B566,assets/images/akakus/akakus-LY-AKAKUS-00037-02.webp,,akakus,LY-AKA-000037,وادي أمركا,وادي أمركا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-CE419C2E9CED1D3B,assets/images/akakus/akakus-LY-AKAKUS-00039-01.png,,akakus,LY-AKA-000039,وادي توجين,وادي توجين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-FEDD12BB88C8F642,assets/images/akakus/akakus-LY-AKAKUS-00039-01.webp,,akakus,LY-AKA-000039,وادي توجين,وادي توجين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-26D871B3A205BF25,assets/images/akakus/akakus-LY-AKAKUS-00040-01.png,,akakus,LY-AKA-000040,وادي ايكومسين,وادي ايكومسين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-21A4AF745DB998FE,assets/images/akakus/akakus-LY-AKAKUS-00040-01.webp,,akakus,LY-AKA-000040,وادي ايكومسين,وادي ايكومسين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-44C6E3D51167959C,assets/images/akakus/akakus-LY-AKAKUS-00041-01.png,,akakus,LY-AKA-000041,وادي تيتا,وادي تيتا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-986CEEC2B8E5D8BC,assets/images/akakus/akakus-LY-AKAKUS-00041-01.webp,,akakus,LY-AKA-000041,وادي تيتا,وادي تيتا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-4516E728CF5BFC40,assets/images/akakus/akakus-LY-AKAKUS-00043-01.png,,akakus,LY-AKA-000043,وادي تخرخوري,وادي تخرخوري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-F81BFD713D672A27,assets/images/akakus/akakus-LY-AKAKUS-00043-01.webp,,akakus,LY-AKA-000043,وادي تخرخوري,وادي تخرخوري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-3DFE4A8F570982DE,assets/images/akakus/akakus-LY-AKAKUS-00043-02.png,,akakus,LY-AKA-000043,وادي تخرخوري,وادي تخرخوري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-C1EFFF81538CC017,assets/images/akakus/akakus-LY-AKAKUS-00043-02.webp,,akakus,LY-AKA-000043,وادي تخرخوري,وادي تخرخوري,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-920A775FEC5BEC74,assets/images/akakus/akakus-LY-AKAKUS-00049-01.png,,akakus,LY-AKA-000049,تين لالان,تين لالان,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-62CBDB1B04CA20F1,assets/images/akakus/akakus-LY-AKAKUS-00049-01.webp,,akakus,LY-AKA-000049,تين لالان,تين لالان,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-35D3965A105DA0A4,assets/images/akakus/akakus-LY-AKAKUS-00106-01.png,,akakus,LY-AKA-000106,متخندوش,متخندوش,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-5C97C818B7662A08,assets/images/akakus/akakus-LY-AKAKUS-00106-01.webp,,akakus,LY-AKA-000106,متخندوش,متخندوش,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A4A74EF0B2FCB259,assets/images/akakus/akakus-LY-AKAKUS-00148-01.png,,akakus,LY-AKA-000148,ايسين,ايسين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-1EFAB210DE7069E2,assets/images/akakus/akakus-LY-AKAKUS-00148-01.webp,,akakus,LY-AKA-000148,ايسين,ايسين,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-84054156D58288F2,assets/images/akakus/akakus-LY-AKAKUS-00155-01.png,,akakus,LY-AKA-000155,الفيوت,الفيوت,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-B790A72C07662985,assets/images/akakus/akakus-LY-AKAKUS-00155-01.webp,,akakus,LY-AKA-000155,الفيوت,الفيوت,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-1EF466B1773679F3,assets/images/akakus/akakus-LY-AKAKUS-00156-01.png,,akakus,LY-AKA-000156,غات,غات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-4648742ECB46C1A9,assets/images/akakus/akakus-LY-AKAKUS-00156-01.webp,,akakus,LY-AKA-000156,غات,غات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A23012A3EA89A496,assets/images/akakus/akakus-LY-AKAKUS-00160-01.png,,akakus,LY-AKA-000160,مصرف شمال افريقيا,مصرف شمال افريقيا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-214EF137965FC973,assets/images/akakus/akakus-LY-AKAKUS-00160-01.webp,,akakus,LY-AKA-000160,مصرف شمال افريقيا,مصرف شمال افريقيا,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-787B08EC1F911AE2,assets/images/akakus/akakus-LY-AKAKUS-00191-01.png,,akakus,LY-AKA-000191,كهف غات,كهف غات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-29DA828F458E8AB1,assets/images/akakus/akakus-LY-AKAKUS-00191-01.webp,,akakus,LY-AKA-000191,كهف غات,كهف غات,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-A60AEFEA758E11E2,assets/images/akakus/akakus-LY-AKAKUS-00192-01.png,,akakus,LY-AKA-000192,(الأهرمات الحطية)مدافن جرمنتية,(الأهرمات الحطية)مدافن جرمنتية,feature_id_in_curated_filename,user_curated_confirmed,confirmed,true,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
IMG-1AA753B327851FDE,assets/images/akakus/akakus-LY-AKAKUS-00192-01.webp,,akakus,LY-AKA-000192,(الأهرمات الحطية)مدافن جرمنتية,(الأهرمات الحطية)مدافن جرمنتية,feature_id_in_curated_filename,user_curated_confirmed,confirmed,false,true,approved,unknown,existing,linked,Exact runtime Feature ID inferred from user-curated filename namespace.
