feature_id,name_ar,facility_type,city_ar,candidate_images,current_images,master_candidates,high_quality_candidates,acceptable_candidates,ambiguous_candidates,rights_known,rights_unknown,primary_candidate,gallery_candidates,manual_review_required,coverage_status
LY-HOT-000169,فندق النخلة السياحي,hotel,,5,5,5,0,0,0,0,5,IMG-87993A1E3CB548BA,5,true,strong_candidate_coverage
LY-HOT-000170,فندق النخيل - مغلق,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000171,فندق النوران,hotel,,5,5,5,0,0,0,0,5,IMG-1DBC5EAF16A5E4BE,5,true,strong_candidate_coverage
LY-HOT-000172,فندق الهاروج,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000176,فندق الوادي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000178,فندق الياقوتة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000179,فندق الياقوتة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000180,فندق اليقين,hostel,شارع المسيرة الكبرى,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000181,فندق اليمامة,hotel,ميدان السويحلي طرابلس,2,2,2,0,0,0,0,2,IMG-ED94159E9BC6C717,2,true,strong_candidate_coverage
LY-HOT-000182,فندق اوزو,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000183,فندق ايلاف,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000184,فندق أبراج المدينة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000185,فندق أجنحة قرطاج,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000186,فندق أفريقيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000187,فندق أفريقيا,hotel,شارع الامام سحنون,3,3,3,0,0,0,0,3,IMG-3B56150C8DAA5F16,3,true,strong_candidate_coverage
LY-HOT-000188,فندق أكاكوس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000189,فندق أكاكوس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000190,فندق أمال ليبيا,hotel,الطريق الدائري جدابيا ليبيا Q6JJ+47X,3,3,2,0,0,0,0,3,IMG-2F048837E230F91F,3,true,strong_candidate_coverage
LY-HOT-000191,فندق أوجلة السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000192,فندق أويا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000193,فندق باب البحر,hotel,بجانب ذات العماد,4,4,4,3,1,0,0,4,IMG-A3170ECA96244672,4,true,strong_candidate_coverage
LY-HOT-000194,فندق براك,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000195,فندق برينيتشي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000196,فندق بلازما,hotel,428 شارع عمر المختار، طرابلس، ليبيا,5,5,5,3,2,0,0,5,IMG-5FE1ABA6DADBA795,5,true,strong_candidate_coverage
LY-HOT-000198,فندق بنغازي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000201,فندق توباكتس,hotel,424 شارع عمر المختار، طرابلس، ليبيا (أمام محطة الوقود وبجانب مستشفى الجلاء),4,4,4,3,1,0,0,4,IMG-00D26D8EDC613DDE,4,true,strong_candidate_coverage
LY-HOT-000202,فندق تيبستي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000203,فندق جاكرتا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000204,فندق جالو السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000205,فندق جرمة السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000206,فندق جليانة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000207,فندق دار جرمة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000208,فندق دوجال السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000209,فندق ديار الهناء,hotel,,1,1,1,0,0,0,0,1,IMG-23AE35FD4B853F4A,1,true,strong_candidate_coverage
LY-HOT-000210,فندق رواسي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000211,فندق رويال,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000212,فندق ريباس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000216,فندق زهرة البطنان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000218,فندق زين,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000221,فندق سفيروس الخمس,hotel,يقع في منطقة المرقب بمدينة الخمس، ويتميز بكونه قريباً جداً من المواقع الأثرية الشهيرة مثل لبدة العظمى (Leptis Magna) وفيلا سيلين,4,4,4,0,0,0,0,4,IMG-7D1036F871E7B856,4,true,strong_candidate_coverage
LY-HOT-000223,فندق صحارى ليبيا,hotel,شارع عمر المختار، طرابلس، ليبيا (مقابل مستشفى الجلاء للأطفال,3,3,3,2,1,0,0,3,IMG-5255F49255B9CDBC,3,true,strong_candidate_coverage
LY-HOT-000226,فندق عمر الخيام,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000229,فندق فيلا النوران,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000230,فندق قاطش,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000232,فندق قصر البيضاء,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000234,فندق قصر الفضيل,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000236,فندق قصر النيل,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000237,فندق قصر الواحة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000238,فندق قصور الضيافة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000239,فندق قصي للشقق المفروشة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000241,فندق قورينا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000243,فندق لؤلؤة درنة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000246,فندق ميزران,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000247,فندق هارون,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000251,الفندق السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000252,الفندق القديم,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000253,الفندق الكبير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000254,القرية السياحية قاريونس,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000256,نزل المدينة,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000257,نزل أمباي,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000258,نزل بيروت,hostel,شارع الرفاعي، شارع عمر المختار طرابلس المركز,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000260,نزل مرحبا,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000261,الماسة للشقق الفندقية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000262,فندق فزان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000263,فندق المختار,hostel,يقع الفندق في شارع الكندي المتفرع قرب شارع الرشيد وشارع عمر المختار، طرابلس، ليبيا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000264,فندق قصر كاباو,hotel,طريق قصر كاباو، كاباو,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000265,فندق الأفريقي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000266,فندق قرطاج السياحى1,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000267,فندق السارة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000268,فندق الفصول الاربعة 3,hotel,,1,1,1,0,0,0,0,1,IMG-674C0626690A6B84,1,true,strong_candidate_coverage
LY-HOT-000269,فندق أوال,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000270,فندق المتوسط,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000271,فندق قرطاج السياحى2,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000272,فندق التوفيق 2,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000273,فندق النعيم,hostel,يقع في منطقة المغار، وسط البلاد، درنة، ليبيا,5,5,5,1,4,0,0,5,IMG-07823DE59E73877A,5,true,strong_candidate_coverage
LY-HOT-000274,نزل كيلو بتراء,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000275,فندق الفصول الاربعة 2,resort,شارع الرصافي المتفرع من شارع عمر المختار الرئيسي، طرابلس، ليبيا,3,3,3,3,0,0,0,3,IMG-AB2F785A48F45260,3,true,strong_candidate_coverage
LY-HOT-000276,فندق السفير,hotel,"Omer almokhtar, Omer almokhtar، طرابلس",2,2,2,0,0,0,0,2,IMG-E240158CEC65F3C9,2,true,strong_candidate_coverage
LY-HOT-000277,فندق نور الثريا,hotel,شارع عمر المختار، متفرع من شارع الأحواص (أو شارع المازني),3,3,3,2,0,0,0,3,IMG-4D715E6F645A91E4,3,true,strong_candidate_coverage
LY-HOT-000278,فندق الشاطئ الذهبى,hotel,طريق الكورنيش (طريق الشط)، أمام مصيف السندباد سابقاً، طرابلس، ليبيا,4,4,4,0,3,0,0,4,IMG-3143393C3BB12C6B,4,true,strong_candidate_coverage
LY-HOT-000279,فندق الصافي,hotel,طرابلس+218 21-4444011,1,1,1,0,0,0,0,1,IMG-D58DFEE97D5305FF,1,true,strong_candidate_coverage
LY-HOT-000280,فندق بوابة أفريقيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000281,فندق الفصول الابعة 1,hotel,شارع عمر المختار,1,1,1,0,0,0,0,1,IMG-D0E4C14FEF216C2C,1,true,strong_candidate_coverage
LY-HOT-000282,فندق سفارى,hotel,يقع الفندق في شارع طارق بن زياد (بالقرب من محطة أبو رجيلة وجامع بورقيبة) في طرابلس، ليبيا,1,1,1,0,0,0,0,1,IMG-BED506EA5E4A268B,1,true,strong_candidate_coverage
LY-HOT-000283,فندق زهرة الخليج,hotel,تفرع من شارع عمر المختار، شارع جمال عبد الناصر، طرابلس، ليبيا,2,2,2,1,1,0,0,2,IMG-F3E648AD7CE0F676,2,true,strong_candidate_coverage
LY-HOT-000284,فندق السلاسل الذهبية,hostel,"طرابلس شارع عمر المختار,",3,3,3,0,3,0,0,3,IMG-FD63377BEAD728F4,3,true,strong_candidate_coverage
LY-HOT-000285,فندق النورس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000286,فندق التوفيق 1,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000287,فندق اليسر,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000288,فندق الخيام العربية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000289,فندق الرشيد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000290,فندق أسامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000291,فندق الزيتونة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000292,فندق ريباس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000293,فندق طليطلة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000294,فندق صبراتة,hotel,السويحلي طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000295,فندق تاج,hostel,شارع كندي، متفرع من ميدان السويحلي، بجانب شارع عمر المختار,3,3,3,2,1,0,0,3,IMG-AB22C6D40D93616F,3,true,strong_candidate_coverage
LY-HOT-000296,فندق الكندي,hotel,اربعة شوارع الكندي طرابلس ليبيا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000297,فندق أضواء قرطاج,hotel,يقع في شارع الوادي (بعد جزيرة الجرات),3,3,3,3,0,0,0,3,IMG-4B501E6BBD73EAFE,3,true,strong_candidate_coverage
LY-HOT-000298,فندق البشير,hotel,شارع الكندي، طرابلس، ليبيا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000299,فندق الهاني,hostel,يقع الفندق في شارع أنطونيو ستوباني ما يعرف محليا ب بورقيبة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000300,فندق القنصل فندق القنصل,hotel,شارع الكندي طرابلس ليبيا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000301,فندق الجبل الاخضر,hotel,يقع الفندق في وسط المدينة الحيوي، وتحديداً في شارع المأمون,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000302,الفتح,review_required,مغلق مؤقتا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000303,فندق قصر ليبيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000304,Hotel Haroun 2,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000305,فندق الغزالة,hotel,,1,1,1,0,0,0,0,1,IMG-23317BED444CE147,1,true,strong_candidate_coverage
LY-HOT-000306,فندق كيان طرابلس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000307,فندق الديوان,hotel,شارع سيدي منيذر,3,3,3,0,0,0,0,3,IMG-B957081BDFD31AD9,3,true,strong_candidate_coverage
LY-HOT-000308,فندق نيو ستي New City hotel,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000309,فندق الدالي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000310,زهرة الشمس,review_required,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000311,فندق ضيافة طرابلس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000312,فندق الفتح شارع الرشيد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000313,فندق بلخير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000314,فندق السرايا,hotel,يقع الفندق في شارع عمر المختار، وتحديداً أمام معرض طرابلس الدولي,4,4,4,1,3,0,0,4,IMG-B9573C8C7FB931A8,4,true,strong_candidate_coverage
LY-HOT-000315,فندق الوحدة العربية,hotel,يقع الفندق عند الإشارة الضوئية بشارع جمال عبد الناصر في طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000316,فندق الكنوز الذهبية,hostel,شارع عمر المختار سيمافرو جمال عبد الناصر السويحلي,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000317,فندق الشراع,hotel,لا يوجد معلومات متوافرة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000318,الحبايب,review_required,+218 92-5512135,2,2,2,0,0,0,0,2,IMG-C342E390F07568AB,2,true,strong_candidate_coverage
LY-HOT-000319,هوم بلازا_للشقق الفندقية,hotel,مصراتة شارع،، المطبات,1,1,1,0,0,0,0,1,IMG-FB95B3497C1F55CA,1,true,strong_candidate_coverage
LY-HOT-000320,فندق الرحال,apartment_hotel,: مصراتة، بجوار فندق قوز التيك، مقابل مدخل كلية السياحة والضيافة,1,1,1,0,0,0,0,1,IMG-007802D9BC5D755F,1,true,strong_candidate_coverage
LY-HOT-000321,الوادي 2 للشقق الفندقية,hotel,مصراتة,1,1,1,0,0,0,0,1,IMG-6114B601BF0B1A8C,1,true,strong_candidate_coverage
LY-HOT-000322,الأطلس للشقق الفندقية,hotel,,2,2,2,0,0,0,0,2,IMG-8E4486514CFFA7F7,2,true,strong_candidate_coverage
LY-HOT-000323,فندق بيزا السياحي,resort,مدينة مصراتة منطقة يدر طريق البحر (خط الساحل) مقابل منتجع مصراتة السياحي مباشرة,4,4,4,1,2,0,0,4,IMG-7C37736A8EF80145,4,true,strong_candidate_coverage
LY-HOT-000324,فندق قوز التيك,hotel,مصراتة,2,2,2,0,0,0,0,2,IMG-F11E4A59FEBF8315,2,true,strong_candidate_coverage
LY-HOT-000325,النجمة الذهبية لشقق الفندقية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000326,الفخامه للشقق المفروشه,review_required,091-0343800,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000327,اوس لشقق المفروشه,review_required,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000328,فندق الساحل,apartment_hotel,صبراتة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000329,الجوهرة للشقق الفندقية,apartment_hotel,اجدابيا ليبيا طريق اوجلة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000330,فندق اجدابيا السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000331,فندق الراحة اجدابيا,hotel,يقع بالقرب من صيدلية الرحيق الشافي في حي دمشق.اجدابيا ليبيا,3,3,3,0,0,0,0,3,IMG-844AB3082A456BFB,3,true,strong_candidate_coverage
LY-HOT-000332,عمار او المجد للشقق الفندقية,hotel,خلف مصرف الوحدة شارع عمر المختار اجدابيا ليبيا,3,3,3,0,0,0,0,3,IMG-C1AE737C120905FA,3,true,strong_candidate_coverage
LY-HOT-000333,فندق مزايا اجدابيا,hostel,في مدينة أجدابيا، تحديداً مقابل جزيرة السويسي,3,3,2,0,0,0,0,3,IMG-D93EABF8C6526D6E,3,true,strong_candidate_coverage
LY-HOT-000334,فندق التوجان السياحي,hostel,اجدابيا / شارع انتلات بجوار مطعم الديوان,3,3,3,0,0,0,0,3,IMG-35322FD32CA106B6,3,true,strong_candidate_coverage
LY-HOT-000335,نزل وقاعة الهاشمي,apartment_hotel,يقع في مدينة طبرق، منطقة 2WMQ+QF,1,1,1,0,0,0,0,1,IMG-C99CB2EDA0546E4A,1,true,strong_candidate_coverage
LY-HOT-000336,نزل وقاعة زهرة الخليج,hostel,حي نجمة الخليج – مفترق فوزي مختار,3,3,3,0,0,0,0,3,IMG-9B0A5BE0E41F60DC,3,true,strong_candidate_coverage
LY-HOT-000337,الهضبة للشقق الفندقية,apartment_hotel,لفندق في مدينة طبرق على الطريق الدائري، ويتميز بقربه من ميناء طبرق البحري,3,3,3,0,0,0,0,3,IMG-8965EEC8E5FF047F,3,true,strong_candidate_coverage
LY-HOT-000338,الامان للشقق الفندقية,apartment_hotel,"مفترق رابعة, Tobruk, Libya",2,2,2,0,0,0,0,2,IMG-500722E7A72A0CB8,2,true,strong_candidate_coverage
LY-HOT-000339,نزل ماريا MARIYA,apartment_hotel,طبرق، ليبيا (بالقرب من حي التسليح),3,3,3,0,0,0,0,3,IMG-85FF2A28B63234FE,3,true,strong_candidate_coverage
LY-HOT-000340,فندق الرابطة,hostel,غريان /تغسات,1,1,1,0,0,0,0,1,IMG-BD20E72787241A92,1,true,strong_candidate_coverage
LY-HOT-000341,فندق سمر قند,hotel,غريان، بالقرب من محطة الركوبة العامة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000342,فندق غريان السياحي,hotel,"شارع النهضة, Gharyan, Libya, فندق غريان السياحي https://maps.app.goo.gl/UB87UsJ6Rh6bxvQv6",3,3,3,0,0,0,0,3,IMG-4B76AA9E191EC586,3,true,strong_candidate_coverage
LY-HOT-000343,فندق روايال غريان,hostel,"Libya, Gharyan, Libya, Royal Hotel, 52GF+X7J، غريان مقابل كلية الطب البشري - جامعة غريان",4,4,4,0,0,0,0,4,IMG-B2F0F8C95D27D07E,4,true,strong_candidate_coverage
LY-HOT-000344,فندق حوش بوغنوش,hotel,طريق الحمراء طريق البحرية، غريان,4,4,4,0,0,0,0,4,IMG-A99658DB11939621,4,true,strong_candidate_coverage
LY-HOT-000345,فندق اللؤلؤة السياحي البضاء,hotel,,4,4,4,0,0,0,0,4,IMG-C1997F4EB6ECAB93,4,true,strong_candidate_coverage
LY-HOT-000346,فندق لؤلؤة الخليج البيضاء,hotel,يقع في مدينة البيضاء، وتحديداً في منطقة مفوز الحرية,4,4,4,0,0,0,0,4,IMG-5875E6DDBB7440C2,4,true,strong_candidate_coverage
LY-HOT-000347,فندق قصر البيضاء,hotel,تم ازالته,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000348,فندق القاهرة البيضاء,hotel,مغلق حاليا,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000349,النوران_ للشقق_الفندقية,hostel,طريق الدائري، بجوار محطة شيل ومقابل مستشفى السلام، البيضاء,4,4,4,0,0,0,0,4,IMG-65F952AC1826FCC9,4,true,strong_candidate_coverage
LY-HOT-000350,مكة للشقق الفندقية البيضاء,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000351,برج المدينة للشقق الفندقية البيضاء,hotel,يقع البرج في شارع البكوش بمدينة البيضاء، ويتميز بموقع استراتيجي وحيوي,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000352,فندق اية الجبل البيضاء,apartment_hotel,يتوسط مدينة البيضاء، في شارع مدرسة الفاتح الثانوية. مما يجعله قريباً من أغلب المطاعم والمرافق الحيوية.خرائط جوجل: يمكنك الوصول إلى موقع الفندق عبر خرائط جوجل,3,3,3,0,0,0,0,3,IMG-2986C5A66BB26BE3,3,true,strong_candidate_coverage
LY-HOT-000353,فندق برقة السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000354,فندق افريقيا البيضاء,hostel,يقع الفندق في مدينة البيضاء، ويتميز بموقع هادئ وسهل الوصول إليه,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000355,فندق برونتو البيضاء,apartment_hotel,طريق الدائري بعد كوبري مول جواهر,2,2,1,0,0,0,0,2,IMG-CCB429063BDA2EAE,2,true,strong_candidate_coverage
LY-HOT-000356,عمارة الجوري للشقق الفندقية,hotel,"الغريقة قرب مدرسة عمر, Al Bayda', Libya, LY",3,3,3,0,0,0,0,3,IMG-17E2B625E5E1BCA6,3,true,strong_candidate_coverage
LY-HOT-000357,فندق العنود البيضاء,apartment_hotel,لبيضاء الجبل الاخضر .ليبيا,7,7,7,0,0,0,0,7,IMG-819089A3F33FB55C,7,true,strong_candidate_coverage
LY-HOT-000358,فندق الفردوس للشقق الفندقية,apartment_hotel,مدينة البيضاء / شارع العروبة خلف مصرف الوحدة,4,4,4,0,0,0,0,4,IMG-14245C39708E3BCD,4,true,strong_candidate_coverage
LY-HOT-000359,فندق قصر الضيافة للشقق الفندقية البيضاء,apartment_hotel,يقع الفندق في المدخل الغربي لمدينة البيضاء، وتحديداً عند مفترق رويفع الأنصاري على الطريق المؤدية إلى الطريق الدائري,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000360,فندق مرحبا للخدمات السياحية,hotel,يقع الفندق في منطقة البيضاء الجديدة عند المدخل الشرقي للمدينة، وتحديداً خلف مجمع باب الحارة,5,5,5,0,0,0,0,5,IMG-BACA013556C590D9,5,true,strong_candidate_coverage
LY-HOT-000361,عمارة اضواء ليبيا للشقق الفندقية البيضاء,hotel,"مدخل البيضاء الشرقي خلف مركز البكوش , Al Bayda', Libya",4,4,4,0,0,0,0,4,IMG-9BF85753F3D4472A,4,true,strong_candidate_coverage
LY-HOT-000362,فندق الاندلس السياحي الخمس,hotel,يقع فندق الأندلس في مدينة الخمس بليبيا على الطريق الساحلي (طريق طرابلس),0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000363,فندق المرقب السياحي الخمس,hostel,أحد خيارات الإقامة المعروفة في مدينة الخمس، ويتميز بموقعه الاستراتيجي على الطريق الساحلي بالقرب من الإشارة الضوئية (سيمافرو لبدة,2,2,2,0,0,0,0,2,IMG-0457C54827D282C9,2,true,strong_candidate_coverage
LY-HOT-000364,فندق التوليب السياحي الخمس,apartment_hotel,في مدينة الخمس بليبيا، وتحديداً في شارع المدينة الرياضية على طريق كلية الآداب,5,5,5,0,0,0,0,5,IMG-BDD22CBAB3D84BB7,5,true,strong_candidate_coverage
LY-HOT-000365,فندق بيت سباب الخمس,hotel,"شارع الرياضية, Al Khums, Libya",1,1,1,0,0,0,0,1,IMG-6DE54E582E1827F9,1,true,strong_candidate_coverage
LY-HOT-000366,فندق الاخوة السياحي الخمس,hotel,يقع في شارع الشط، وسط المدينة (بالقرب من منطقة المنتزه).الخمس، ليبيا,3,3,3,2,1,0,0,3,IMG-0AD416076AE4E41A,3,true,strong_candidate_coverage
LY-HOT-000367,فندق الليلك ALlilac hotel,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000368,فندق البحيرات السبعة السياحي,hotel,"بجوار مقهى الديوانية, بنغازي",0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000369,فندق برنيتشي السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000370,Sabratha youth hostel _بيت شباب صبراتة,review_required,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000371,Lancaster Al Salam Resort - منتجع لانكستر السلام,resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000372,فندق الساحل,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000373,المعهد القومي العلاج الأورام صبراتة,review_required,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000374,السيلفيوم للشقق المفروشة,review_required,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000375,فندق الخليج,hostel,,2,2,2,0,0,0,0,2,IMG-3689B35FCE5A7ED0,2,true,strong_candidate_coverage
LY-HOT-000376,فندق أضواء قرطاج,hotel,,3,3,3,0,0,0,0,3,IMG-1BD693AB20394DC5,3,true,strong_candidate_coverage
LY-HOT-000377,فندق اجنحة قرطاج,hotel,,2,2,2,0,0,0,0,2,IMG-6569E1B0BB8E0782,2,true,strong_candidate_coverage
LY-HOT-000378,فندق الباشا,hotel,,4,4,4,0,0,0,0,4,IMG-ED83FCE5201AF85C,4,true,strong_candidate_coverage
LY-HOT-000379,دار السلام للشقق الفندقية,hotel,,4,4,4,0,0,0,0,4,IMG-65EB7AC18CE64A22,4,true,strong_candidate_coverage
LY-HOT-000380,فندق نيو سيتي,hotel,,3,3,3,0,0,0,0,3,IMG-E9E5D5D57BE0E74A,3,true,strong_candidate_coverage
LY-HOT-000381,فندق الهانى,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000382,فندق اليسر,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000383,فندق جنان النوار,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000384,فندق جولف,hotel,,4,4,4,0,0,0,0,4,IMG-666F1656E7D3A85E,4,true,strong_candidate_coverage
LY-HOT-000385,فندق زهرة الشمس,hotel,,2,2,2,0,0,0,0,2,IMG-D7133115A485D29B,2,true,strong_candidate_coverage
LY-HOT-000386,فندق سنترو,hotel,,2,2,2,0,0,0,0,2,IMG-BB1EDEC4DA9BCC9F,2,true,strong_candidate_coverage
LY-HOT-000387,فندق صبراتة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000388,فندق كيان 2,hostel,,3,3,3,0,0,0,0,3,IMG-A1754166EF9651FE,3,true,strong_candidate_coverage
