link_id,feature_id,layer_id,feature_name_ar,facility_type,image_id,source_relative_path,current_role,file_exists,image_readable,technical_quality,master_image_id,duplicate_group_id,match_basis,visual_review_status,rights_status,recommended_action,manual_review_required,notes
B2-LINK-00173,LY-HOT-000066,hotels,فندق الصناعية مصراتة,hotel,IMG-8A160C24C5814584,assets/images/hotels/hotels-LY-HOTELS-00066-03.webp,gallery,true,true,thumbnail_only,IMG-B25126CC006F8CA8,DUP-00686,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00174,LY-HOT-000066,hotels,فندق الصناعية مصراتة,hotel,IMG-5FE9D1C44E35D3F6,assets/images/hotels/hotels-LY-HOTELS-00066-04.webp,gallery,true,true,thumbnail_only,IMG-5D6B66F406C99305,DUP-01256,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00175,LY-HOT-000066,hotels,فندق الصناعية مصراتة,hotel,IMG-F7425ECB148F7AB5,assets/images/hotels/hotels-LY-HOTELS-00066-05.webp,gallery,true,true,thumbnail_only,IMG-AA207F93707D6D21,DUP-00243,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00176,LY-HOT-000067,hotels,فندق الصولجان,hotel,IMG-506CFAE19599447E,assets/images/hotels/hotels-LY-HOTELS-00067-01.webp,gallery,true,true,thumbnail_only,IMG-214CCC8E1E22A28F,DUP-00543,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00177,LY-HOT-000067,hotels,فندق الصولجان,hotel,IMG-991BCEB7B6AEAE0E,assets/images/hotels/hotels-LY-HOTELS-00067-02.webp,gallery,true,true,thumbnail_only,IMG-FF76671C87C3E7E7,DUP-01178,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00178,LY-HOT-000068,hotels,فندق العاصمة,hotel,IMG-2754AC0FDB2BC23D,assets/images/hotels/hotels-LY-HOTELS-00068-01.webp,gallery,true,true,thumbnail_only,IMG-2DF881E5E9936D8A,DUP-00748,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00179,LY-HOT-000068,hotels,فندق العاصمة,hotel,IMG-B76601CDE905F5C3,assets/images/hotels/hotels-LY-HOTELS-00068-02.webp,gallery,true,true,thumbnail_only,IMG-ADBF0C854015F8CE,DUP-00986,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00180,LY-HOT-000068,hotels,فندق العاصمة,hotel,IMG-88184E5F0D06C05C,assets/images/hotels/hotels-LY-HOTELS-00068-03.webp,gallery,true,true,thumbnail_only,IMG-EC8E01B6E9F5736C,DUP-00536,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00181,LY-HOT-000071,hotels,فندق القوس,hotel,IMG-8F2297D7FBB16C96,assets/images/hotels/hotels-LY-HOTELS-00071-01.webp,gallery,true,true,thumbnail_only,IMG-4C4A7EF4E59E1C56,DUP-00136,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00182,LY-HOT-000071,hotels,فندق القوس,hotel,IMG-28FC6BDA338A11F8,assets/images/hotels/hotels-LY-HOTELS-00071-02.webp,gallery,true,true,thumbnail_only,IMG-65C5523B47F6526F,DUP-00012,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00183,LY-HOT-000071,hotels,فندق القوس,hotel,IMG-27EBB5D1811A6D8C,assets/images/hotels/hotels-LY-HOTELS-00071-03.webp,gallery,true,true,thumbnail_only,IMG-4CF058E13C18A209,DUP-00068,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00184,LY-HOT-000071,hotels,فندق القوس,hotel,IMG-423E63AF0FAE65B8,assets/images/hotels/hotels-LY-HOTELS-00071-04.webp,gallery,true,true,thumbnail_only,IMG-013382A62B178BC1,DUP-00067,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00185,LY-HOT-000071,hotels,فندق القوس,hotel,IMG-E6A4B9EEFC8601EA,assets/images/hotels/hotels-LY-HOTELS-00071-05.webp,gallery,true,true,thumbnail_only,IMG-4ACA6B83BEAC8FB2,DUP-00642,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00186,LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-0FA01A3B05B019A0,assets/images/hotels/hotels-LY-HOTELS-00072-01.webp,gallery,true,true,thumbnail_only,IMG-50D31F0B8DD20094,DUP-01307,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00187,LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-B63B81CD689C938E,assets/images/hotels/hotels-LY-HOTELS-00072-02.webp,gallery,true,true,thumbnail_only,IMG-E3CEC547FD6414DE,DUP-00603,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00188,LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-9E66C7C2F6112B82,assets/images/hotels/hotels-LY-HOTELS-00072-03.webp,gallery,true,true,thumbnail_only,IMG-FC38686D08FC0C72,DUP-00211,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00189,LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-752483F138A45644,assets/images/hotels/hotels-LY-HOTELS-00072-04.webp,gallery,true,true,thumbnail_only,IMG-2673CF83FF1B58F0,DUP-00554,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00190,LY-HOT-000072,hotels,فندق الكبير,hotel,IMG-FB6165434830FC8F,assets/images/hotels/hotels-LY-HOTELS-00072-05.webp,gallery,true,true,thumbnail_only,IMG-1838662DE706E480,DUP-00737,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00191,LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-5F1F8C35419379DF,assets/images/hotels/hotels-LY-HOTELS-00074-01.webp,gallery,true,true,thumbnail_only,IMG-29E63001ED6E6AA8,DUP-00410,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00192,LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-9A38C31656C2A4A0,assets/images/hotels/hotels-LY-HOTELS-00074-02.webp,gallery,true,true,thumbnail_only,IMG-65343EDBF226D320,DUP-00828,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00193,LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-F99921F35FBF6B25,assets/images/hotels/hotels-LY-HOTELS-00074-03.webp,gallery,true,true,thumbnail_only,IMG-CCBA64296723A07E,DUP-00355,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00194,LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-76283253C1ABE665,assets/images/hotels/hotels-LY-HOTELS-00074-04.webp,gallery,true,true,thumbnail_only,IMG-BCA9B7C411A45587,DUP-01239,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00195,LY-HOT-000074,hotels,فندق الماسة,hotel,IMG-2A56245AD9EEFF74,assets/images/hotels/hotels-LY-HOTELS-00074-05.webp,gallery,true,true,thumbnail_only,IMG-0A9F6B7EC32C8888,DUP-00605,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00196,LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-4F0A3CE02FA1B883,assets/images/hotels/hotels-LY-HOTELS-00075-01.webp,gallery,true,true,thumbnail_only,IMG-5BE42BF01EA16B89,DUP-01392,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00197,LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-C5C85A7766EDDAF0,assets/images/hotels/hotels-LY-HOTELS-00075-02.webp,gallery,true,true,thumbnail_only,IMG-F72A2B3B53583513,DUP-00299,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00198,LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-D9EDD81AAF8CF93F,assets/images/hotels/hotels-LY-HOTELS-00075-03.webp,gallery,true,true,thumbnail_only,IMG-06C9B682D26BC85A,DUP-00384,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00199,LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-0133C435EE3A1D77,assets/images/hotels/hotels-LY-HOTELS-00075-04.webp,gallery,true,true,thumbnail_only,IMG-B33680E16C6CFDBC,DUP-01335,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00200,LY-HOT-000075,hotels,فندق المتوسط,hotel,IMG-EA0D93EB480687A0,assets/images/hotels/hotels-LY-HOTELS-00075-05.webp,gallery,true,true,thumbnail_only,IMG-5A6315C65F17467F,DUP-00001,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00201,LY-HOT-000077,hotels,فندق المشكاة,hotel,IMG-31E0CFFABE88906C,assets/images/hotels/hotels-LY-HOTELS-00077-01.webp,gallery,true,true,thumbnail_only,IMG-FDB2049E02358947,DUP-00084,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00202,LY-HOT-000077,hotels,فندق المشكاة,hotel,IMG-A226501C2C5AC872,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,gallery,true,true,thumbnail_only,IMG-632EAAC9502CE2F4,DUP-01083,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00203,LY-HOT-000077,hotels,فندق المشكاة,hotel,IMG-7D813CB38D6D33EC,assets/images/hotels/hotels-LY-HOTELS-00077-03.webp,gallery,true,true,thumbnail_only,IMG-EAFD9A62CE958CCF,DUP-00461,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00204,LY-HOT-000078,hotels,فندق المنامة,hotel,IMG-F83777E607F937D9,assets/images/hotels/hotels-LY-HOTELS-00078-01.webp,gallery,true,true,thumbnail_only,IMG-F83777E607F937D9,DUP-00973,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00205,LY-HOT-000078,hotels,فندق المنامة,hotel,IMG-B4B10F0D39B315A2,assets/images/hotels/hotels-LY-HOTELS-00078-02.webp,gallery,true,true,thumbnail_only,IMG-4F7ED537F1D41AB1,DUP-00561,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00206,LY-HOT-000078,hotels,فندق المنامة,hotel,IMG-2C6CCAAC860933E7,assets/images/hotels/hotels-LY-HOTELS-00078-03.webp,gallery,true,true,thumbnail_only,IMG-506D468D5469D83B,DUP-01102,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00207,LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-280C1B178E8D3CFF,assets/images/hotels/hotels-LY-HOTELS-00079-01.webp,gallery,true,true,thumbnail_only,IMG-9DECD06211223AB2,DUP-00494,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00208,LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-1834A16B1E6893A7,assets/images/hotels/hotels-LY-HOTELS-00079-02.webp,gallery,true,true,thumbnail_only,IMG-0AFFB1E69BFA3E19,DUP-00553,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00209,LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-773578DB80421152,assets/images/hotels/hotels-LY-HOTELS-00079-03.webp,gallery,true,true,thumbnail_only,IMG-18C2E31FECBA82E1,DUP-00563,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00210,LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-00AD23CCC437AF69,assets/images/hotels/hotels-LY-HOTELS-00079-04.webp,gallery,true,true,thumbnail_only,IMG-D28036F5C42EE759,DUP-00680,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00211,LY-HOT-000079,hotels,فندق النخلة,hotel,IMG-558A07BE19CA49F3,assets/images/hotels/hotels-LY-HOTELS-00079-05.webp,gallery,true,true,thumbnail_only,IMG-7F54440D52B35781,DUP-01276,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00212,LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-03FE1BFC24DF7657,assets/images/hotels/hotels-LY-HOTELS-00080-01.webp,gallery,true,true,thumbnail_only,IMG-38960BB243DCAEBE,DUP-01128,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00213,LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-8260C35E37C8BB09,assets/images/hotels/hotels-LY-HOTELS-00080-02.webp,gallery,true,true,thumbnail_only,IMG-82C4B38860F356A2,DUP-00350,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00214,LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-0072368E13CFE601,assets/images/hotels/hotels-LY-HOTELS-00080-03.webp,gallery,true,true,thumbnail_only,IMG-878A93F9BCF924DC,DUP-00577,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00215,LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-3774034861DF847F,assets/images/hotels/hotels-LY-HOTELS-00080-04.webp,gallery,true,true,thumbnail_only,IMG-BD230755B5C8E0E2,DUP-00540,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00216,LY-HOT-000080,hotels,فندق النقازة الخمس,resort,IMG-4AE1EF36145F026A,assets/images/hotels/hotels-LY-HOTELS-00080-05.webp,gallery,true,true,thumbnail_only,IMG-E3609CD7F024E87B,DUP-00514,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00217,LY-HOT-000081,hotels,فندق النهر,hostel,IMG-00DF5A97DE0DCF00,assets/images/hotels/hotels-LY-HOTELS-00081-01.webp,gallery,true,true,thumbnail_only,IMG-44F58819FE6505E3,DUP-01210,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00218,LY-HOT-000081,hotels,فندق النهر,hostel,IMG-7AB18C0F32D27614,assets/images/hotels/hotels-LY-HOTELS-00081-02.webp,gallery,true,true,thumbnail_only,IMG-61C692CA68C7D0EB,DUP-01272,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00219,LY-HOT-000081,hotels,فندق النهر,hostel,IMG-34A938DE57371F07,assets/images/hotels/hotels-LY-HOTELS-00081-03.webp,gallery,true,true,thumbnail_only,IMG-D552FBC06D8583DA,DUP-01092,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00220,LY-HOT-000084,hotels,فندق الواحات,hotel,IMG-612CCDBF36460E46,assets/images/hotels/hotels-LY-HOTELS-00084-01.webp,gallery,true,true,thumbnail_only,IMG-D6889136D1DAD153,DUP-00869,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00221,LY-HOT-000085,hotels,فندق الياسمين,hotel,IMG-477F3B49EC08BB94,assets/images/hotels/hotels-LY-HOTELS-00085-01.webp,gallery,true,true,thumbnail_only,IMG-477F3B49EC08BB94,DUP-01113,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00222,LY-HOT-000085,hotels,فندق الياسمين,hotel,IMG-F233C639D2E8E39B,assets/images/hotels/hotels-LY-HOTELS-00085-02.webp,gallery,true,true,thumbnail_only,IMG-3D576F4253897F84,DUP-00822,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00223,LY-HOT-000085,hotels,فندق الياسمين,hotel,IMG-CA972D864941F241,assets/images/hotels/hotels-LY-HOTELS-00085-03.webp,gallery,true,true,thumbnail_only,IMG-B051BE6C0F81B033,DUP-00486,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00224,LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-F7EC6271B650752B,assets/images/hotels/hotels-LY-HOTELS-00086-01.webp,gallery,true,true,thumbnail_only,IMG-C778F371CEE679A5,DUP-00349,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00225,LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-F0A86AFA3850DF73,assets/images/hotels/hotels-LY-HOTELS-00086-02.webp,gallery,true,true,thumbnail_only,IMG-4BDB0432089D1D82,DUP-00095,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00226,LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-26336BB4A4128505,assets/images/hotels/hotels-LY-HOTELS-00086-03.webp,gallery,true,true,thumbnail_only,IMG-E59A65BBD46ACBB2,DUP-00144,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00227,LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-51E13EC44319543A,assets/images/hotels/hotels-LY-HOTELS-00086-04.webp,gallery,true,true,thumbnail_only,IMG-ED4FB57C8879404C,DUP-01284,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00228,LY-HOT-000086,hotels,فندق أجنحة قرطاج,hotel,IMG-78AF229C6E680D31,assets/images/hotels/hotels-LY-HOTELS-00086-05.webp,gallery,true,true,thumbnail_only,IMG-AD17C5E93947DB3F,DUP-00806,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00229,LY-HOT-000088,hotels,فندق بنت السيد,hotel,IMG-599C8099E31AA502,assets/images/hotels/hotels-LY-HOTELS-00088-01.webp,gallery,true,true,acceptable,IMG-D1E6E47D8546628E,DUP-00682,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00230,LY-HOT-000090,hotels,فندق بيت الأمان,hostel,IMG-51AB10EF4C188BE1,assets/images/hotels/hotels-LY-HOTELS-00090-01.webp,gallery,true,true,thumbnail_only,IMG-20805D649E860231,DUP-00532,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00231,LY-HOT-000090,hotels,فندق بيت الأمان,hostel,IMG-30C2E9E862A9C5C2,assets/images/hotels/hotels-LY-HOTELS-00090-02.webp,gallery,true,true,thumbnail_only,IMG-6DCB624E181157AC,DUP-00638,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00232,LY-HOT-000090,hotels,فندق بيت الأمان,hostel,IMG-12943799F215FFA1,assets/images/hotels/hotels-LY-HOTELS-00090-03.webp,gallery,true,true,thumbnail_only,IMG-558E091E762A9458,DUP-00808,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00233,LY-HOT-000090,hotels,فندق بيت الأمان,hostel,IMG-5446A0D246BDB060,assets/images/hotels/hotels-LY-HOTELS-00090-04.webp,gallery,true,true,thumbnail_only,IMG-A287A1D271709826,DUP-00038,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00234,LY-HOT-000091,hotels,فندق بيت الشرق,hostel,IMG-EF3B1425ACE980F9,assets/images/hotels/hotels-LY-HOTELS-00091-01.webp,gallery,true,true,high,IMG-EF3B1425ACE980F9,DUP-00048,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00235,LY-HOT-000091,hotels,فندق بيت الشرق,hostel,IMG-97B67FA8214D0FB6,assets/images/hotels/hotels-LY-HOTELS-00091-02.webp,gallery,true,true,acceptable,IMG-4F817DC478E741BF,DUP-00688,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00236,LY-HOT-000091,hotels,فندق بيت الشرق,hostel,IMG-DB9C038597427F88,assets/images/hotels/hotels-LY-HOTELS-00091-03.webp,gallery,true,true,high,IMG-CBD8F50F240A4893,DUP-00034,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00237,LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-CB4676B3E9A8B840,assets/images/hotels/hotels-LY-HOTELS-00093-01.webp,gallery,true,true,thumbnail_only,IMG-988702877E84182E,DUP-00863,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00238,LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-1C913458A0A1FA14,assets/images/hotels/hotels-LY-HOTELS-00093-02.webp,gallery,true,true,thumbnail_only,IMG-27B38C97513DE426,DUP-00722,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00239,LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-EC161DF704B60C62,assets/images/hotels/hotels-LY-HOTELS-00093-03.webp,gallery,true,true,thumbnail_only,IMG-4D3F405163D455B7,DUP-00659,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00240,LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-7390E3985E994889,assets/images/hotels/hotels-LY-HOTELS-00093-04.webp,gallery,true,true,thumbnail_only,IMG-884BAAD70F746279,DUP-00644,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00241,LY-HOT-000093,hotels,لانكاستر برج الحياة ( ماريوت سابقا),hotel,IMG-504EED655E0E89A8,assets/images/hotels/hotels-LY-HOTELS-00093-05.webp,gallery,true,true,thumbnail_only,IMG-32ABB3AFF94632F2,DUP-00487,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00242,LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-7AC07FEBBAB341ED,assets/images/hotels/hotels-LY-HOTELS-00094-01.webp,gallery,true,true,thumbnail_only,IMG-611FCFB8ACD59250,DUP-01251,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00243,LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-721223318E5E708D,assets/images/hotels/hotels-LY-HOTELS-00094-02.webp,gallery,true,true,thumbnail_only,IMG-067EA325F989101B,DUP-00104,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00244,LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-4B795440EECE20DD,assets/images/hotels/hotels-LY-HOTELS-00094-03.webp,gallery,true,true,thumbnail_only,IMG-8B64E4FDAD69C716,DUP-00229,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00245,LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-FF2D6F1DE9B8A28E,assets/images/hotels/hotels-LY-HOTELS-00094-04.webp,gallery,true,true,thumbnail_only,IMG-B813CC60C6A8CDC4,DUP-00304,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00246,LY-HOT-000094,hotels,فندق دار غدامس,hostel,IMG-EB12D6D8A06EB449,assets/images/hotels/hotels-LY-HOTELS-00094-05.webp,gallery,true,true,thumbnail_only,IMG-AD3D5294D3D7987B,DUP-00858,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00247,LY-HOT-000095,hotels,فندق ديار الهناء,hotel,IMG-92E4F00620C05EFB,assets/images/hotels/hotels-LY-HOTELS-00095-01.webp,gallery,true,true,thumbnail_only,IMG-83CA82DB3EDF9B3C,DUP-00327,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00248,LY-HOT-000095,hotels,فندق ديار الهناء,hotel,IMG-633699F21BBE3217,assets/images/hotels/hotels-LY-HOTELS-00095-02.webp,gallery,true,true,thumbnail_only,IMG-6CA62213D9D2F630,DUP-00175,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00249,LY-HOT-000095,hotels,فندق ديار الهناء,hotel,IMG-A4487F2CA2196402,assets/images/hotels/hotels-LY-HOTELS-00095-03.webp,gallery,true,true,thumbnail_only,IMG-AFE064AEE82AAF44,DUP-00966,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00250,LY-HOT-000095,hotels,فندق ديار الهناء,hotel,IMG-54EA892176139C03,assets/images/hotels/hotels-LY-HOTELS-00095-04.webp,gallery,true,true,thumbnail_only,IMG-13419A729AD8E004,DUP-00639,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00251,LY-HOT-000096,hotels,فندق ليبوس,hotel,IMG-F9F53CED1C50A8BD,assets/images/hotels/hotels-LY-HOTELS-00096-01.webp,gallery,true,true,thumbnail_only,IMG-C10554B3A3FB55E7,DUP-00332,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00252,LY-HOT-000096,hotels,فندق ليبوس,hotel,IMG-A7ED8DCF2BD7BC71,assets/images/hotels/hotels-LY-HOTELS-00096-02.webp,gallery,true,true,thumbnail_only,IMG-E39CC031E0398CB9,DUP-00627,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00253,LY-HOT-000096,hotels,فندق ليبوس,hotel,IMG-9A61888B3EDEC90B,assets/images/hotels/hotels-LY-HOTELS-00096-03.webp,gallery,true,true,thumbnail_only,IMG-119F2855B0272866,DUP-00993,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00254,LY-HOT-000097,hotels,فندق ريكسوس,hotel,IMG-0D74F9F296DF86DD,assets/images/hotels/hotels-LY-HOTELS-00097-01.webp,gallery,true,true,thumbnail_only,IMG-ED18EDDB741D1F0A,DUP-00499,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00255,LY-HOT-000097,hotels,فندق ريكسوس,hotel,IMG-8E1D2687C2584EF2,assets/images/hotels/hotels-LY-HOTELS-00097-02.webp,gallery,true,true,thumbnail_only,IMG-5A6937F8A5E335B8,DUP-00160,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
