link_id,feature_id,layer_id,feature_name_ar,facility_type,image_id,source_relative_path,current_role,file_exists,image_readable,technical_quality,master_image_id,duplicate_group_id,match_basis,visual_review_status,rights_status,recommended_action,manual_review_required,notes
B2-LINK-00394,LY-HOT-000143,hotels,فندق ابن الرومي,hotel,IMG-C04C7358AE4C64F2,assets/images/hotels/hotels-LY-HOTELS-00143-01.webp,gallery,true,true,thumbnail_only,IMG-F95797DD27AB0604,DUP-00247,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00395,LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-4F1BF241FA1C1032,assets/images/hotels/hotels-LY-HOTELS-00145-01.webp,gallery,true,true,thumbnail_only,IMG-341A618CE06A6ADF,DUP-00343,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00396,LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-DA5EF619726E796F,assets/images/hotels/hotels-LY-HOTELS-00145-02.webp,gallery,true,true,thumbnail_only,IMG-47C82DD83963F99C,DUP-00810,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00397,LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-DDEA8E82387C5088,assets/images/hotels/hotels-LY-HOTELS-00145-03.webp,gallery,true,true,thumbnail_only,IMG-EAD9064DC584647D,DUP-00890,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00398,LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-A5568EA985342377,assets/images/hotels/hotels-LY-HOTELS-00145-04.webp,gallery,true,true,thumbnail_only,IMG-6E9CA6C198039200,DUP-00741,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00399,LY-HOT-000145,hotels,فندق الحياة,hotel,IMG-1DE3AE7BE7869817,assets/images/hotels/hotels-LY-HOTELS-00145-05.webp,gallery,true,true,thumbnail_only,IMG-E6C31C8B11011BF1,DUP-00721,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00400,LY-HOT-000148,hotels,فندق العوينات,hotel,IMG-1E9790A7A8F159ED,assets/images/hotels/hotels-LY-HOTELS-00148-01.webp,gallery,true,true,thumbnail_only,IMG-6CBB24820D65DE0B,DUP-00047,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00401,LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-03C03752D4FFB0D9,assets/images/hotels/hotels-LY-HOTELS-00150-01.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00402,LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-AFE2B75E516E14A4,assets/images/hotels/hotels-LY-HOTELS-00150-02.webp,gallery,true,true,thumbnail_only,IMG-62731B0714048E57,DUP-00660,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00403,LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-4464C6FEF6AF4481,assets/images/hotels/hotels-LY-HOTELS-00150-03.webp,gallery,true,true,thumbnail_only,IMG-980E96973483A419,DUP-00637,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00404,LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-9BC9C37BC30E0FDF,assets/images/hotels/hotels-LY-HOTELS-00150-04.webp,gallery,true,true,thumbnail_only,IMG-1A5B688FB011FAE4,DUP-01016,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00405,LY-HOT-000150,hotels,فندق الفضيل,hotel,IMG-60B50F1E54CB05EE,assets/images/hotels/hotels-LY-HOTELS-00150-05.webp,gallery,true,true,thumbnail_only,IMG-C3D5FEC3278B44D1,DUP-00158,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00406,LY-HOT-000151,hotels,فندق الفضيل رأس لانوف,hotel,IMG-7408B0FEE6E15B14,assets/images/hotels/hotels-LY-HOTELS-00151-01.webp,gallery,true,true,thumbnail_only,IMG-37F5CC01C65299DE,DUP-00319,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00407,LY-HOT-000151,hotels,فندق الفضيل رأس لانوف,hotel,IMG-818C435BB3C41068,assets/images/hotels/hotels-LY-HOTELS-00151-02.webp,gallery,true,true,thumbnail_only,IMG-AF7BFEC67D6E2BEC,DUP-00601,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00408,LY-HOT-000152,hotels,فندق الفلك,hotel,IMG-E3245A512704B018,assets/images/hotels/hotels-LY-HOTELS-00152-01.webp,gallery,true,true,thumbnail_only,IMG-BCB7E1B223D8203A,DUP-01182,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00409,LY-HOT-000152,hotels,فندق الفلك,hotel,IMG-DB3CB5DA660FCDF6,assets/images/hotels/hotels-LY-HOTELS-00152-02.webp,gallery,true,true,thumbnail_only,IMG-DA73381C48679FF7,DUP-00149,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00410,LY-HOT-000152,hotels,فندق الفلك,hotel,IMG-126C06C2F26FFDBE,assets/images/hotels/hotels-LY-HOTELS-00152-03.webp,gallery,true,true,thumbnail_only,IMG-A49FFF71EA2FA0E7,DUP-00220,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00411,LY-HOT-000154,hotels,فندق القلعة,hotel,IMG-4DE50FE5C77F11DC,assets/images/hotels/hotels-LY-HOTELS-00154-01.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00412,LY-HOT-000155,hotels,فندق الكاظم,hotel,IMG-C1A63B7C18A696CC,assets/images/hotels/hotels-LY-HOTELS-00155-01.webp,gallery,true,true,thumbnail_only,IMG-F5A37F569C93E905,DUP-01395,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00413,LY-HOT-000157,hotels,فندق المبروك,hotel,IMG-65010E3F7285D3C4,assets/images/hotels/hotels-LY-HOTELS-00157-01.webp,gallery,true,true,thumbnail_only,IMG-5A83A2F605CCF1EE,DUP-00018,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00414,LY-HOT-000157,hotels,فندق المبروك,hotel,IMG-18E149F54D0D8C2B,assets/images/hotels/hotels-LY-HOTELS-00157-02.webp,gallery,true,true,thumbnail_only,IMG-CBF943AD2BA1F338,DUP-00383,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00415,LY-HOT-000157,hotels,فندق المبروك,hotel,IMG-1C5220AAA4070B85,assets/images/hotels/hotels-LY-HOTELS-00157-03.webp,gallery,true,true,thumbnail_only,IMG-C729BBBD991A91DB,DUP-00707,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00416,LY-HOT-000158,hotels,فندق المتوسط الخمس,hostel,IMG-4F0A3CE02FA1B883,assets/images/hotels/hotels-LY-HOTELS-00075-01.webp,gallery,true,true,thumbnail_only,IMG-5BE42BF01EA16B89,DUP-01392,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00417,LY-HOT-000158,hotels,فندق المتوسط الخمس,hostel,IMG-D9EDD81AAF8CF93F,assets/images/hotels/hotels-LY-HOTELS-00075-03.webp,gallery,true,true,thumbnail_only,IMG-06C9B682D26BC85A,DUP-00384,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00418,LY-HOT-000158,hotels,فندق المتوسط الخمس,hostel,IMG-EA0D93EB480687A0,assets/images/hotels/hotels-LY-HOTELS-00075-05.webp,gallery,true,true,thumbnail_only,IMG-5A6315C65F17467F,DUP-00001,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00419,LY-HOT-000160,hotels,فندق المدينة,hotel,IMG-4ECEDB1678C21ED6,assets/images/hotels/hotels-LY-HOTELS-00160-01.webp,gallery,true,true,thumbnail_only,IMG-C528015251C45B51,DUP-00794,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00420,LY-HOT-000160,hotels,فندق المدينة,hotel,IMG-24ABC32DBA91BFCD,assets/images/hotels/hotels-LY-HOTELS-00160-02.webp,gallery,true,true,thumbnail_only,IMG-1861B5607D136044,DUP-00213,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00421,LY-HOT-000160,hotels,فندق المدينة,hotel,IMG-3177E8C15F91D0D1,assets/images/hotels/hotels-LY-HOTELS-00160-03.webp,gallery,true,true,thumbnail_only,IMG-49B5D21B337ECF77,DUP-00382,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00422,LY-HOT-000160,hotels,فندق المدينة,hotel,IMG-DA9A9FA3C235917F,assets/images/hotels/hotels-LY-HOTELS-00160-04.webp,gallery,true,true,thumbnail_only,IMG-B719AACBD3880D94,DUP-00285,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00423,LY-HOT-000163,hotels,فندق المرج السياحي,hotel,IMG-4D69B0877B8F026F,assets/images/hotels/hotels-LY-HOTELS-00163-01.webp,gallery,true,true,thumbnail_only,IMG-190884A40D2ABF52,DUP-00718,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00424,LY-HOT-000163,hotels,فندق المرج السياحي,hotel,IMG-28497AFA53843B6D,assets/images/hotels/hotels-LY-HOTELS-00163-02.webp,gallery,true,true,thumbnail_only,IMG-944934D7C4B18477,DUP-00063,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00425,LY-HOT-000163,hotels,فندق المرج السياحي,hotel,IMG-A46ADD5F983F4201,assets/images/hotels/hotels-LY-HOTELS-00163-03.webp,gallery,true,true,thumbnail_only,IMG-A986D3BD575A7539,DUP-00088,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00426,LY-HOT-000163,hotels,فندق المرج السياحي,hotel,IMG-66BD5EC794889ABA,assets/images/hotels/hotels-LY-HOTELS-00163-04.webp,gallery,true,true,thumbnail_only,IMG-C36976B7FF14CE59,DUP-00472,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00427,LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-36DA0CCAB2BCB61C,assets/images/hotels/hotels-LY-HOTELS-00164-01.webp,gallery,true,true,thumbnail_only,IMG-9AD922FF37B51637,DUP-00214,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00428,LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-066297BAC6AAE169,assets/images/hotels/hotels-LY-HOTELS-00020-05.webp,gallery,true,true,thumbnail_only,IMG-3D038DA6076E2102,DUP-00807,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00429,LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-872A6D479BE28E01,assets/images/hotels/hotels-LY-HOTELS-00020-02.webp,gallery,true,true,thumbnail_only,IMG-FCAE0E7CAF03F59D,DUP-00670,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00430,LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-62E2C2869EB72051,assets/images/hotels/hotels-LY-HOTELS-00020-04.webp,gallery,true,true,thumbnail_only,IMG-DA73381C48679FF7,DUP-00149,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00431,LY-HOT-000164,hotels,فندق المسيرة,hotel,IMG-253F76E0FE94EBF3,assets/images/hotels/hotels-LY-HOTELS-00020-03.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00432,LY-HOT-000166,hotels,فندق المغرب العربي,hotel,IMG-D345EAAFD727F3C0,assets/images/hotels/hotels-LY-HOTELS-00166-01.webp,gallery,true,true,thumbnail_only,IMG-B04C55A3A97695A6,DUP-01116,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00433,LY-HOT-000166,hotels,فندق المغرب العربي,hotel,IMG-63AD22872828ACB6,assets/images/hotels/hotels-LY-HOTELS-00166-02.webp,gallery,true,true,thumbnail_only,IMG-ACB3D023E60A78F3,DUP-00798,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00434,LY-HOT-000166,hotels,فندق المغرب العربي,hotel,IMG-39CD99912915C158,assets/images/hotels/hotels-LY-HOTELS-00166-03.webp,gallery,true,true,thumbnail_only,IMG-B08224A60F102C30,DUP-00200,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00435,LY-HOT-000166,hotels,فندق المغرب العربي,hotel,IMG-083B4B6ABD11C45D,assets/images/hotels/hotels-LY-HOTELS-00166-04.webp,gallery,true,true,thumbnail_only,IMG-3DEA231C2D969D51,DUP-00028,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00436,LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-87993A1E3CB548BA,assets/images/hotels/hotels-LY-HOTELS-00169-01.webp,gallery,true,true,thumbnail_only,IMG-8A4782794B4D09FE,DUP-00309,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00437,LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-BC51FF8A7106CA52,assets/images/hotels/hotels-LY-HOTELS-00169-02.webp,gallery,true,true,thumbnail_only,IMG-DA4FBA47F1C78B9C,DUP-00286,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00438,LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-84CFC3DA9C2D9AF2,assets/images/hotels/hotels-LY-HOTELS-00169-03.webp,gallery,true,true,thumbnail_only,IMG-86FFB173AD2107C2,DUP-00107,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00439,LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-2CEA967A4108758C,assets/images/hotels/hotels-LY-HOTELS-00169-04.webp,gallery,true,true,thumbnail_only,IMG-943C7911E5D73ADE,DUP-00027,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00440,LY-HOT-000169,hotels,فندق النخلة السياحي,hotel,IMG-F8CBBCBADF91E968,assets/images/hotels/hotels-LY-HOTELS-00169-05.webp,gallery,true,true,thumbnail_only,IMG-64FA839D93DA84DE,DUP-00786,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00441,LY-HOT-000171,hotels,فندق النوران,hotel,IMG-1DBC5EAF16A5E4BE,assets/images/hotels/hotels-LY-HOTELS-00171-01.webp,gallery,true,true,thumbnail_only,IMG-2289A7A09D4A8335,DUP-01081,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00442,LY-HOT-000171,hotels,فندق النوران,hotel,IMG-E689FE842777AF4E,assets/images/hotels/hotels-LY-HOTELS-00171-02.webp,gallery,true,true,thumbnail_only,IMG-7FBF81211AB31466,DUP-00114,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00443,LY-HOT-000171,hotels,فندق النوران,hotel,IMG-33215DBB663FC363,assets/images/hotels/hotels-LY-HOTELS-00171-03.webp,gallery,true,true,thumbnail_only,IMG-6F46CB2C8FE0926F,DUP-00894,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00444,LY-HOT-000171,hotels,فندق النوران,hotel,IMG-0994C45175894B1D,assets/images/hotels/hotels-LY-HOTELS-00171-04.webp,gallery,true,true,thumbnail_only,IMG-B6764C63C163440D,DUP-01165,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00445,LY-HOT-000171,hotels,فندق النوران,hotel,IMG-9620FD1B4F1D77C3,assets/images/hotels/hotels-LY-HOTELS-00171-05.webp,gallery,true,true,thumbnail_only,IMG-6822BFBFC1F7E7DB,DUP-00859,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00446,LY-HOT-000181,hotels,فندق اليمامة,hotel,IMG-ED94159E9BC6C717,assets/images/hotels/hotels-LY-HOTELS-00181-01.webp,gallery,true,true,thumbnail_only,IMG-A477669901497B22,DUP-00681,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00447,LY-HOT-000181,hotels,فندق اليمامة,hotel,IMG-23B190B4511A2392,assets/images/hotels/hotels-LY-HOTELS-00181-02.webp,gallery,true,true,thumbnail_only,IMG-982838E713EBD14F,DUP-00283,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00448,LY-HOT-000187,hotels,فندق أفريقيا,hotel,IMG-3B56150C8DAA5F16,assets/images/hotels/hotels-LY-HOTELS-00187-01.webp,gallery,true,true,thumbnail_only,IMG-424BD318FC8C835A,DUP-01224,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00449,LY-HOT-000187,hotels,فندق أفريقيا,hotel,IMG-ACEF26F38476CA48,assets/images/hotels/hotels-LY-HOTELS-00187-02.webp,gallery,true,true,thumbnail_only,IMG-AF69A0E49A617334,DUP-00665,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00450,LY-HOT-000187,hotels,فندق أفريقيا,hotel,IMG-384CF3E5D620D13B,assets/images/hotels/hotels-LY-HOTELS-00187-03.webp,gallery,true,true,thumbnail_only,IMG-1E1AD151E679A094,DUP-01262,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00451,LY-HOT-000190,hotels,فندق أمال ليبيا,hotel,IMG-2F048837E230F91F,assets/images/hotels/hotels-LY-HOTELS-00190-01.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00452,LY-HOT-000190,hotels,فندق أمال ليبيا,hotel,IMG-384CF3E5D620D13B,assets/images/hotels/hotels-LY-HOTELS-00187-03.webp,gallery,true,true,thumbnail_only,IMG-1E1AD151E679A094,DUP-01262,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00453,LY-HOT-000190,hotels,فندق أمال ليبيا,hotel,IMG-4945216852B0CB37,assets/images/hotels/hotels-LY-HOTELS-00190-03.webp,gallery,true,true,thumbnail_only,IMG-8647BBA06102B03E,DUP-00023,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00454,LY-HOT-000193,hotels,فندق باب البحر,hotel,IMG-A3170ECA96244672,assets/images/hotels/hotels-LY-HOTELS-00193-01.webp,gallery,true,true,high,IMG-5CA2B4E101C57B5C,DUP-00739,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00455,LY-HOT-000193,hotels,فندق باب البحر,hotel,IMG-18B61D08CB44FB2A,assets/images/hotels/hotels-LY-HOTELS-00193-02.webp,gallery,true,true,high,IMG-D4037515DC5CA51D,DUP-00897,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00456,LY-HOT-000193,hotels,فندق باب البحر,hotel,IMG-D14392A917A60DE0,assets/images/hotels/hotels-LY-HOTELS-00193-03.webp,gallery,true,true,acceptable,IMG-79E464A2604D11E5,DUP-00745,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00457,LY-HOT-000193,hotels,فندق باب البحر,hotel,IMG-CCB3E7C0A221B706,assets/images/hotels/hotels-LY-HOTELS-00193-04.webp,gallery,true,true,high,IMG-39FEDC753A6A6C49,DUP-00267,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00458,LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-5FE1ABA6DADBA795,assets/images/hotels/hotels-LY-HOTELS-00196-01.webp,gallery,true,true,acceptable,IMG-133A23B4A668D9F5,DUP-00804,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00459,LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-9CC0FCCAD56E1E45,assets/images/hotels/hotels-LY-HOTELS-00196-02.webp,gallery,true,true,high,IMG-122900D343C3F390,DUP-01376,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00460,LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-398D6105B38199A4,assets/images/hotels/hotels-LY-HOTELS-00196-03.webp,gallery,true,true,high,IMG-D7C9FF1B1771DCD9,DUP-00151,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00461,LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-14190C4F60355635,assets/images/hotels/hotels-LY-HOTELS-00196-04.webp,gallery,true,true,high,IMG-3E00629B579DCE2C,DUP-00337,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00462,LY-HOT-000196,hotels,فندق بلازما,hotel,IMG-9DCD9E3C9365DD1A,assets/images/hotels/hotels-LY-HOTELS-00196-05.webp,gallery,true,true,acceptable,IMG-5E61C715854ACDB6,DUP-00701,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00463,LY-HOT-000201,hotels,فندق توباكتس,hotel,IMG-00D26D8EDC613DDE,assets/images/hotels/hotels-LY-HOTELS-00201-01.webp,gallery,true,true,high,IMG-6FA829EB83A8FCAC,DUP-00740,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00464,LY-HOT-000201,hotels,فندق توباكتس,hotel,IMG-1084184F8EC45760,assets/images/hotels/hotels-LY-HOTELS-00201-02.webp,gallery,true,true,high,IMG-C875C4360B220CA5,DUP-00439,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00465,LY-HOT-000201,hotels,فندق توباكتس,hotel,IMG-77BA160C04733500,assets/images/hotels/hotels-LY-HOTELS-00201-03.webp,gallery,true,true,acceptable,IMG-30A9855976938FE1,DUP-00033,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00466,LY-HOT-000201,hotels,فندق توباكتس,hotel,IMG-58597378CF1C8CF5,assets/images/hotels/hotels-LY-HOTELS-00201-04.webp,gallery,true,true,high,IMG-357841B409934CA4,DUP-00193,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00467,LY-HOT-000209,hotels,فندق ديار الهناء,hotel,IMG-23AE35FD4B853F4A,assets/images/hotels/hotels-LY-HOTELS-00209-01.webp,gallery,true,true,thumbnail_only,IMG-183CEDE059F1A189,DUP-00256,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00468,LY-HOT-000221,hotels,فندق سفيروس الخمس,hotel,IMG-7D1036F871E7B856,assets/images/hotels/hotels-LY-HOTELS-00221-01.webp,gallery,true,true,thumbnail_only,IMG-65266F5F116CC5BF,DUP-00177,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00469,LY-HOT-000221,hotels,فندق سفيروس الخمس,hotel,IMG-677EB6B3BDFA6CD1,assets/images/hotels/hotels-LY-HOTELS-00221-02.webp,gallery,true,true,thumbnail_only,IMG-21817EDDF83300D9,DUP-00081,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00470,LY-HOT-000221,hotels,فندق سفيروس الخمس,hotel,IMG-0A0C8148BA1BD068,assets/images/hotels/hotels-LY-HOTELS-00221-03.webp,gallery,true,true,thumbnail_only,IMG-F3A2913163058D9A,DUP-00571,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00471,LY-HOT-000221,hotels,فندق سفيروس الخمس,hotel,IMG-B6E5ADBDA539A7B7,assets/images/hotels/hotels-LY-HOTELS-00221-04.webp,gallery,true,true,thumbnail_only,IMG-6CB09A8CBEE299F3,DUP-01062,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00472,LY-HOT-000223,hotels,فندق صحارى ليبيا,hotel,IMG-5255F49255B9CDBC,assets/images/hotels/hotels-LY-HOTELS-00223-01.webp,gallery,true,true,acceptable,IMG-597BB54E378E3D06,DUP-00226,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00473,LY-HOT-000223,hotels,فندق صحارى ليبيا,hotel,IMG-9F4EB60D93580A35,assets/images/hotels/hotels-LY-HOTELS-00223-02.webp,gallery,true,true,high,IMG-EE6BE49D683316BC,DUP-00872,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00474,LY-HOT-000223,hotels,فندق صحارى ليبيا,hotel,IMG-B49F9BF137D83D02,assets/images/hotels/hotels-LY-HOTELS-00223-03.webp,gallery,true,true,high,IMG-1E91C9036A281BAD,DUP-01175,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00475,LY-HOT-000268,hotels,فندق الفصول الاربعة 3,hotel,IMG-674C0626690A6B84,assets/images/hotels/hotels-LY-HOTELS-00268-01.webp,gallery,true,true,thumbnail_only,IMG-F4B773F3F5826691,DUP-00579,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00476,LY-HOT-000273,hotels,فندق النعيم,hostel,IMG-07823DE59E73877A,assets/images/hotels/hotels-LY-HOTELS-00273-01.webp,gallery,true,true,high,IMG-A8A2FE6C77946B50,DUP-00867,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00477,LY-HOT-000273,hotels,فندق النعيم,hostel,IMG-1F56A7D14EBE52D8,assets/images/hotels/hotels-LY-HOTELS-00273-02.webp,gallery,true,true,acceptable,IMG-A543480E5E15A350,DUP-01045,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
