feature_id,layer_id,name_ar,review_priority,candidate_count,recommended_action,notes
LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,PRIORITY_A,4,manual_visual_review,
LY-HOT-000347,hotels,فندق قصر البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000348,hotels,فندق القاهرة البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000350,hotels,مكة للشقق الفندقية البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000351,hotels,برج المدينة للشقق الفندقية البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000352,hotels,فندق اية الجبل البيضاء,PRIORITY_A,3,manual_visual_review,
LY-HOT-000353,hotels,فندق برقة السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000354,hotels,فندق افريقيا البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000355,hotels,فندق برونتو البيضاء,PRIORITY_A,2,manual_visual_review,
LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,PRIORITY_A,3,manual_visual_review,
LY-HOT-000357,hotels,فندق العنود البيضاء,PRIORITY_A,7,manual_visual_review,
LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000359,hotels,فندق قصر الضيافة للشقق الفندقية البيضاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,PRIORITY_A,4,manual_visual_review,
LY-HOT-000362,hotels,فندق الاندلس السياحي الخمس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,PRIORITY_A,2,manual_visual_review,
LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,PRIORITY_A,5,manual_visual_review,
LY-HOT-000365,hotels,فندق بيت سباب الخمس,PRIORITY_A,1,manual_visual_review,
LY-HOT-000366,hotels,فندق الاخوة السياحي الخمس,PRIORITY_A,3,manual_visual_review,
LY-HOT-000367,hotels,فندق الليلك ALlilac hotel,PRIORITY_C,0,no_local_candidate,
LY-HOT-000368,hotels,فندق البحيرات السبعة السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000369,hotels,فندق برنيتشي السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000370,hotels,Sabratha youth hostel _بيت شباب صبراتة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000371,hotels,Lancaster Al Salam Resort - منتجع لانكستر السلام,PRIORITY_C,0,no_local_candidate,
LY-HOT-000372,hotels,فندق الساحل,PRIORITY_C,0,no_local_candidate,
LY-HOT-000373,hotels,المعهد القومي العلاج الأورام صبراتة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000374,hotels,السيلفيوم للشقق المفروشة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000375,hotels,فندق الخليج,PRIORITY_A,2,manual_visual_review,
LY-HOT-000376,hotels,فندق أضواء قرطاج,PRIORITY_A,3,manual_visual_review,
LY-HOT-000377,hotels,فندق اجنحة قرطاج,PRIORITY_A,2,manual_visual_review,
LY-HOT-000378,hotels,فندق الباشا,PRIORITY_A,4,manual_visual_review,
LY-HOT-000379,hotels,دار السلام للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000380,hotels,فندق نيو سيتي,PRIORITY_A,3,manual_visual_review,
LY-HOT-000381,hotels,فندق الهانى,PRIORITY_C,0,no_local_candidate,
LY-HOT-000382,hotels,فندق اليسر,PRIORITY_C,0,no_local_candidate,
LY-HOT-000383,hotels,فندق جنان النوار,PRIORITY_C,0,no_local_candidate,
LY-HOT-000384,hotels,فندق جولف,PRIORITY_A,4,manual_visual_review,
LY-HOT-000385,hotels,فندق زهرة الشمس,PRIORITY_A,2,manual_visual_review,
LY-HOT-000386,hotels,فندق سنترو,PRIORITY_A,2,manual_visual_review,
LY-HOT-000387,hotels,فندق صبراتة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000388,hotels,فندق كيان 2,PRIORITY_A,3,manual_visual_review,
LY-HOT-000389,hotels,فندق نور الثريا السياحى,PRIORITY_A,4,manual_visual_review,
LY-HOT-000390,hotels,فندق أويا,PRIORITY_A,4,manual_visual_review,
LY-HOT-000391,hotels,فندق منتجع الطاووس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,PRIORITY_A,3,manual_visual_review,
LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,PRIORITY_A,3,manual_visual_review,
LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,PRIORITY_A,4,manual_visual_review,
LY-HOT-000395,hotels,الشاطي الذهبي,PRIORITY_A,4,manual_visual_review,
LY-HOT-000396,hotels,العنوان للشقق الفندقيه,PRIORITY_A,4,manual_visual_review,
LY-HOT-000397,hotels,تحت الصيانة الفندق الكبير,PRIORITY_C,0,no_local_candidate,
LY-HOT-000398,hotels,القبس لشقق الفندقيه,PRIORITY_A,3,manual_visual_review,
LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000400,hotels,المجرة للشقق الفندقية,PRIORITY_A,3,manual_visual_review,
LY-HOT-000401,hotels,المكان للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,PRIORITY_A,5,manual_visual_review,
LY-HOT-000403,hotels,إقامة إيفا للشق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000404,hotels,إقامة قورينا الفاخرة,PRIORITY_A,5,manual_visual_review,
LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000408,hotels,جواهر العاصمة للشقق الفندقية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000409,hotels,جولايا للشقق الفندقية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000410,hotels,جوهرة السلام للشقق الفندقية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000411,hotels,حدائق المشتل للشقق الفندقية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000412,hotels,دار الضيافة 2 للشقق الفندقية,PRIORITY_A,5,manual_visual_review,
LY-HOT-000413,hotels,شركة العميد لايجار الشقق الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000414,hotels,شقق البرنس,PRIORITY_A,3,manual_visual_review,
LY-HOT-000415,hotels,شقق الرواد المفروشة,PRIORITY_A,3,manual_visual_review,
LY-HOT-000416,hotels,شقق فيلا ليبيا الفندقية,PRIORITY_A,4,manual_visual_review,
LY-HOT-000417,hotels,فندق اكاكوس,PRIORITY_A,3,manual_visual_review,
LY-HOT-000418,hotels,فندق الاخوة,PRIORITY_A,3,manual_visual_review,
LY-HOT-000419,hotels,فندق الاصالة,PRIORITY_A,3,manual_visual_review,
LY-HOT-000420,hotels,فندق الاندلس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000421,hotels,فندق البتراء,PRIORITY_A,4,manual_visual_review,
LY-HOT-000422,hotels,فندق البشير,PRIORITY_C,0,no_local_candidate,
LY-HOT-000423,hotels,فندق البيت الراقي للشقق الفندقية,PRIORITY_A,1,manual_visual_review,
LY-HOT-000424,hotels,فندق التاج,PRIORITY_A,4,manual_visual_review,
LY-HOT-000425,hotels,فندق التوفيق بلازا,PRIORITY_A,4,manual_visual_review,
LY-HOT-000426,hotels,فندق الجبل الأخضر,PRIORITY_C,0,no_local_candidate,
LY-HOT-000427,hotels,فندق الجرات,PRIORITY_C,0,no_local_candidate,
LY-HOT-000428,hotels,فندق الخان الطرابلسي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000429,hotels,فندق الخليج,PRIORITY_C,0,no_local_candidate,
LY-HOT-000430,hotels,فندق الخيام العربية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000431,hotels,فندق الدالي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000432,hotels,فندق الدبلوماسي,PRIORITY_A,2,manual_visual_review,
LY-HOT-000433,hotels,فندق الدوحة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000434,hotels,فندق الديار,PRIORITY_A,3,manual_visual_review,
LY-HOT-000435,hotels,فندق الديوان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000436,hotels,فندق الديوان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000439,hotels,فندق الرحاب,PRIORITY_C,0,no_local_candidate,
LY-HOT-000440,hotels,فندق الرحاب 1,PRIORITY_C,0,no_local_candidate,
LY-HOT-000441,hotels,فندق الرحاب 2,PRIORITY_C,0,no_local_candidate,
LY-HOT-000442,hotels,فندق الرفيع,PRIORITY_C,0,no_local_candidate,
LY-HOT-000443,hotels,فندق الرواد,PRIORITY_C,0,no_local_candidate,
LY-HOT-000444,hotels,فندق الريان,PRIORITY_A,3,manual_visual_review,
LY-HOT-000445,hotels,فندق الزيتونة,PRIORITY_A,4,manual_visual_review,
LY-HOT-000446,hotels,فندق السرايا,PRIORITY_A,4,manual_visual_review,
LY-HOT-000447,hotels,فندق السرايا السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000448,hotels,فندق السفير,PRIORITY_C,0,no_local_candidate,
LY-HOT-000449,hotels,فندق السفينة الزرقاء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000450,hotels,فندق السلاسل الذهبية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000451,hotels,فندق السلطان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000452,hotels,فندق السلطان داون تاون,PRIORITY_C,0,no_local_candidate,
LY-HOT-000453,hotels,فندق السندباد,PRIORITY_C,0,no_local_candidate,
LY-HOT-000454,hotels,فندق الشاطئ الذهبي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000455,hotels,فندق الشجرة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000456,hotels,فندق الشمس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000457,hotels,فندق الصافي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000458,hotels,فندق الصفوة للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000459,hotels,فندق الصولجان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000460,hotels,فندق الضيافة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000461,hotels,فندق الطريق,PRIORITY_C,0,no_local_candidate,
LY-HOT-000462,hotels,فندق العاصمة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000463,hotels,فندق الفتح,PRIORITY_C,0,no_local_candidate,
LY-HOT-000464,hotels,فندق الفردوس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000465,hotels,فندق الفصول الأربعة ( 1 ),PRIORITY_C,0,no_local_candidate,
LY-HOT-000466,hotels,فندق الفصول الأربعة ( 2 ),PRIORITY_C,0,no_local_candidate,
LY-HOT-000467,hotels,فندق الفصول الأربعة ( 3 ),PRIORITY_C,0,no_local_candidate,
LY-HOT-000468,hotels,فندق القلعة السياحي للشقق المفروشة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000469,hotels,فندق القنصل,PRIORITY_C,0,no_local_candidate,
LY-HOT-000470,hotels,فندق القوس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000471,hotels,فندق الكندي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000472,hotels,فندق الكنوز الدهبية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000473,hotels,فندق اللؤلؤة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000474,hotels,فندق الليلك,PRIORITY_C,0,no_local_candidate,
LY-HOT-000475,hotels,فندق المأمون,PRIORITY_C,0,no_local_candidate,
LY-HOT-000476,hotels,فندق المبروك,PRIORITY_C,0,no_local_candidate,
LY-HOT-000477,hotels,فندق المتوسط,PRIORITY_C,0,no_local_candidate,
LY-HOT-000478,hotels,فندق المتوسط,PRIORITY_C,0,no_local_candidate,
LY-HOT-000481,hotels,فندق المختار,PRIORITY_C,0,no_local_candidate,
LY-HOT-000482,hotels,فندق المشكاة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000483,hotels,فندق المنامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000484,hotels,فندق المهاري رادسون بلو,PRIORITY_A,2,manual_visual_review,
LY-HOT-000485,hotels,فندق النخلة السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000486,hotels,فندق النهر,PRIORITY_C,0,no_local_candidate,
LY-HOT-000487,hotels,فندق النورس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000488,hotels,فندق الهاني,PRIORITY_C,0,no_local_candidate,
LY-HOT-000489,hotels,فندق الهناء,PRIORITY_C,0,no_local_candidate,
LY-HOT-000490,hotels,فندق الواحات,PRIORITY_C,0,no_local_candidate,
LY-HOT-000491,hotels,فندق الوادي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000492,hotels,فندق الودان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000493,hotels,فندق الياسمينة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000494,hotels,فندق الياقوتة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000495,hotels,فندق اليقين,PRIORITY_C,0,no_local_candidate,
LY-HOT-000496,hotels,فندق اوال,PRIORITY_A,3,manual_visual_review,
LY-HOT-000497,hotels,فندق أجنحة الوليد,PRIORITY_C,0,no_local_candidate,
LY-HOT-000498,hotels,فندق أسامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000499,hotels,فندق أسامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000500,hotels,فندق أسامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000501,hotels,فندق أسامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000502,hotels,فندق باب البحر,PRIORITY_C,0,no_local_candidate,
LY-HOT-000503,hotels,فندق باب طرابلس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000504,hotels,فندق برج المدينة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000505,hotels,فندق برج كورنثيا باب أفريقيا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000506,hotels,فندق بلازما,PRIORITY_C,0,no_local_candidate,
LY-HOT-000507,hotels,فندق بلخير,PRIORITY_C,0,no_local_candidate,
LY-HOT-000508,hotels,فندق بلخير السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000509,hotels,فندق بيت الامان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000510,hotels,فندق بيت الشرق,PRIORITY_C,0,no_local_candidate,
LY-HOT-000511,hotels,فندق بيت الضيافة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000512,hotels,فندق بيروت,PRIORITY_C,0,no_local_candidate,
LY-HOT-000513,hotels,فندق تاج دبي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000514,hotels,فندق توباكتس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000515,hotels,فندق جاكرتا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000516,hotels,فندق جي دبليو ماروت,PRIORITY_C,0,no_local_candidate,
LY-HOT-000517,hotels,فندق دار طرابلس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000518,hotels,فندق ديكنة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000519,hotels,فندق ذا ريسدنس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000520,hotels,فندق رويال جاردنس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000521,hotels,فندق ريزيدينس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000522,hotels,فندق زميت الأثري,PRIORITY_C,0,no_local_candidate,
LY-HOT-000523,hotels,فندق زهرة الخليج,PRIORITY_C,0,no_local_candidate,
LY-HOT-000524,hotels,فندق سارة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000525,hotels,فندق سبراتا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000526,hotels,فندق سفارى,PRIORITY_C,0,no_local_candidate,
LY-HOT-000527,hotels,فندق سما و بلقيس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000528,hotels,فندق سما وبلقيس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000529,hotels,فندق صحراء ليبيا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000530,hotels,فندق ضيافة ونيس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000531,hotels,فندق طرابلس الدولى,PRIORITY_C,0,no_local_candidate,
LY-HOT-000532,hotels,فندق طليطلة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000533,hotels,فندق طيبة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000534,hotels,فندق عمير,PRIORITY_C,0,no_local_candidate,
LY-HOT-000535,hotels,فندق غصن الذهب,PRIORITY_C,0,no_local_candidate,
LY-HOT-000536,hotels,فندق فكتوريا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000537,hotels,فندق الاندلس /فندق فوربوينتس شيرتون,PRIORITY_C,0,no_local_candidate,
LY-HOT-000538,hotels,فندق قرطاج,PRIORITY_C,0,no_local_candidate,
LY-HOT-000539,hotels,فندق قصر الظهرة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000540,hotels,فندق قصر الياقوت,PRIORITY_C,0,no_local_candidate,
LY-HOT-000541,hotels,فندق قصر ليبيا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000542,hotels,فندق قلعة صفيت,PRIORITY_C,0,no_local_candidate,
LY-HOT-000543,hotels,فندق هارون,PRIORITY_C,0,no_local_candidate,
LY-HOT-000544,hotels,فندق قورينا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000545,hotels,فندق كريستال,PRIORITY_C,0,no_local_candidate,
LY-HOT-000546,hotels,فندق كليوباترا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000547,hotels,فندق كيان,PRIORITY_C,0,no_local_candidate,
LY-HOT-000548,hotels,فندق كيفالاي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000549,hotels,فندق كيلو بترا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000550,hotels,فندق ليبوس,PRIORITY_C,0,no_local_candidate,
LY-HOT-000551,hotels,فندق ليبيا السياحي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000552,hotels,فندق ماريقولد,PRIORITY_C,0,no_local_candidate,
LY-HOT-000553,hotels,فندق مجد الضيافة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000554,hotels,فندق مرحبا,PRIORITY_C,0,no_local_candidate,
LY-HOT-000555,hotels,فندق ناريـز ( NARIZ HOTEL),PRIORITY_C,0,no_local_candidate,
LY-HOT-000556,hotels,فندق نزهة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000557,hotels,فندق نيو ستي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000558,hotels,فندق هايتي,PRIORITY_C,0,no_local_candidate,
LY-HOT-000559,hotels,قرية تاجوراء السياحية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000560,hotels,قصر العائلة للشقق الفندقية الفرع الثاني,PRIORITY_C,0,no_local_candidate,
LY-HOT-000561,hotels,لبدة إفريقيا للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000562,hotels,لمسة للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000563,hotels,مساكن القدس للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000564,hotels,مساكن القدس للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000567,hotels,منازل الشط للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000568,hotels,والي للشقق الفندقية,PRIORITY_C,0,no_local_candidate,
LY-HOT-000569,hotels,لانكاستر برج الحياة (ماريوت سابقا),PRIORITY_A,4,manual_visual_review,
LY-HOT-000571,hotels,فندق اليمامة,PRIORITY_C,0,no_local_candidate,
LY-HOT-000572,hotels,فندق الصفوة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00001,resorts,قرية إدوس السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-TRI-00001,resorts,قرية مرمرة السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00002,resorts,قرية فيرونا السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00003,resorts,قرية البرتقالة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00004,resorts,قرية شط النخيل زوارة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00005,resorts,قرية أوليڤيا السياحية - زوارة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00006,resorts,منتجع تايتانيك,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00007,resorts,إقامة تولين السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00008,resorts,VILLA HAYA,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00009,resorts,منتجع زين السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00010,resorts,قرية تيبودا السياحيه,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZUW-00011,resorts,منتجع سيتي بارك زوارة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-SAB-00001,resorts,قرية جوهرة صبراتة السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-SAB-00002,resorts,قرية المغرب العربي صبراتة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-SAB-00003,resorts,مركب تليل السياحي_صبراتة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00001,resorts,القرية السياحية جنزور,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-TRI-00002,resorts,قرية بالم سيتي/قرية النخيل السياحية طرابلس,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-TRI-00003,resorts,القرية السياحية الريقاتة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-TRI-00004,resorts,مركب شيراتون - النقاط الأربعة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00002,resorts,القرية السياحية تاجوراء,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00003,resorts,منتجع سمرلاند المائي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00001,resorts,مصيف قرية مارينا السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00002,resorts,قرية قصر سيلين العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00003,resorts,قرية حدائق غنيمة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00004,resorts,إستراحة شط غنيمة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-TRI-00005,resorts,قرية المتوسط العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00005,resorts,قرية قوس غنيمة السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00006,resorts,قرية لؤلؤة غنيمة العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00007,resorts,قرية شمس البحر,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00008,resorts,قرية الشاطيء الذهبي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00009,resorts,منتجع سي شيلز,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00010,resorts,منتجع حوض البحر Seapool Resort,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00011,resorts,قرية الخمس السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00012,resorts,قريه غنيمه العائليه,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00013,resorts,قرية اكوا مارين السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00014,resorts,قرية جنيف العائلية غنيمة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00015,resorts,منتجع شاطئ غنيمة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00016,resorts,شاليهات بن حمودة العائلي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00004,resorts,منتجع كريستال السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00005,resorts,منتجع رويال السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00006,resorts,القويعة,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00007,resorts,منتجع فيلا دريم هاوس,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00008,resorts,منتجع شط مريم,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00009,resorts,استراحة الجود القويعه,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00010,resorts,منتجع اتش تي السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00011,resorts,منتجع اتش تي 3,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00012,resorts,منتجع شاليهات للاجار,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00013,resorts,قرية العطايا العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00014,resorts,منتجع برستيج,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00015,resorts,قرية القويعة السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00016,resorts,شاليهات بن بية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00017,resorts,قرية ميار البحر العائليه,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00018,resorts,قرية أغيث السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00019,resorts,قرية الخلة السياحية العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00020,resorts,مجمع جواهر لاند,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00021,resorts,منتجع دار البحر,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00022,resorts,منتجع وادي بالنور,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00023,resorts,منتجع بيتش هاوس,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00024,resorts,قرية قوس غنيمة السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00025,resorts,منتجع ايليت السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00026,resorts,قرية شمس البحر,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00017,resorts,قرية لؤلؤة غنيمة العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00027,resorts,شاليهات ركن النيروز,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-NAT-00028,resorts,قرية رأس الحمراء العائلية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-KHO-00018,resorts,قرية شاطئ النخيل الذهبي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZLI-00001,resorts,قرية أصيل السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-ZLI-00002,resorts,قرية الهُزم السياحية,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-MIS-00001,resorts,منتجع الأمان السياحي,PRIORITY_C,0,no_local_candidate,
LY-ACC-RES-MIS-00002,resorts,منتجع مصراتة,PRIORITY_C,0,no_local_candidate,
