feature_id,image_id,gallery_order,gallery_role,master_image_id,visual_match_status,rights_status,publication_permission,manual_review_completed,notes
LY-HOT-000061,IMG-1FEA6DD92699F439,1,candidate,IMG-D811C87C391D5766,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000062,IMG-20030B09B95C21F0,1,candidate,IMG-096DC0A326F5DF45,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000062,IMG-BF94B5AA6DFDB356,1,candidate,IMG-540E4FF45A3999F7,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000064,IMG-301D258252D7F3D2,1,candidate,IMG-B6E928DEACBB4687,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000064,IMG-C209D88A4ACD3962,1,candidate,IMG-E21CA291269592E7,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000064,IMG-39B58BD772BA639A,1,candidate,IMG-7362E0B0EA9E5EA3,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000064,IMG-A2653827CCDE7F89,1,candidate,IMG-9CB3E8A0796C5CBC,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000065,IMG-FC2F7E0A509C8E80,1,candidate,IMG-C5613AE16E174C4C,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000065,IMG-32D8CBC162306166,1,candidate,IMG-86A538F2027FAA05,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000065,IMG-C9918EBFCCF721C5,1,candidate,IMG-B3E99A352F425E21,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000065,IMG-4F4222992CCCA652,1,candidate,IMG-AB32B828CC68C811,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000066,IMG-07D179D8F1F3B4C8,1,candidate,IMG-67013592F955DB61,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000066,IMG-C79E0CB33BEF336D,1,candidate,IMG-32C6498D1B24D0F9,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000066,IMG-8A160C24C5814584,1,candidate,IMG-B25126CC006F8CA8,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000066,IMG-5FE9D1C44E35D3F6,1,candidate,IMG-5D6B66F406C99305,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000066,IMG-F7425ECB148F7AB5,1,candidate,IMG-AA207F93707D6D21,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000067,IMG-506CFAE19599447E,1,candidate,IMG-214CCC8E1E22A28F,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000067,IMG-991BCEB7B6AEAE0E,1,candidate,IMG-FF76671C87C3E7E7,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000068,IMG-2754AC0FDB2BC23D,1,candidate,IMG-2DF881E5E9936D8A,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000068,IMG-B76601CDE905F5C3,1,candidate,IMG-ADBF0C854015F8CE,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000068,IMG-88184E5F0D06C05C,1,candidate,IMG-EC8E01B6E9F5736C,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000071,IMG-8F2297D7FBB16C96,1,candidate,IMG-4C4A7EF4E59E1C56,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000071,IMG-28FC6BDA338A11F8,1,candidate,IMG-65C5523B47F6526F,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000071,IMG-27EBB5D1811A6D8C,1,candidate,IMG-4CF058E13C18A209,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000071,IMG-423E63AF0FAE65B8,1,candidate,IMG-013382A62B178BC1,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000071,IMG-E6A4B9EEFC8601EA,1,candidate,IMG-4ACA6B83BEAC8FB2,not_individually_verified,unknown,pending_institutional_approval,false,
LY-HOT-000072,IMG-0FA01A3B05B019A0,1,candidate,IMG-50D31F0B8DD20094,not_individually_verified,unknown,pending_institutional_approval,false,
