duplicate_group_id,image_a_id,image_a_path,image_b_id,image_b_path,sha256_match,perceptual_distance,dimension_relationship,duplicate_classification,recommended_master_image_id,recommended_action,confidence,notes
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-008.jpeg,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-008.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00194,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-008.jpeg,IMG-72B85AFA6CA0250D,libtes/WhatsApp Image 2026-08-05 at 17.59.49.jpeg,true,0,same_dimensions,exact_duplicate,IMG-72B85AFA6CA0250D,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00684,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-009.jpeg,IMG-A3C461DB57C74A23,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (1).jpeg,true,0,same_dimensions,exact_duplicate,IMG-A3C461DB57C74A23,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00101,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-010.jpeg,IMG-3CDE9251AE52D7C7,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (2).jpeg,true,0,same_dimensions,exact_duplicate,IMG-3CDE9251AE52D7C7,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/official/leptis-official-011.jpeg,IMG-124B33A5F5D5F40B,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (3).jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,libtes/WhatsApp Image 2026-08-05 at 17.59.50 (3).jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/review-required/official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
DUP-00624,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-011.jpeg,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-011.jpeg,true,0,same_dimensions,exact_duplicate,IMG-124B33A5F5D5F40B,retain_all_originals_use_master_reference,high,Master selected by resolution and path clarity; no deletion.
