link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000811,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-52F0FA01105E904F,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-027.jpeg,gallery,true,acceptable,cannot_determine,DUP-00162,IMG-52F0FA01105E904F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000812,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-EC977CC881363B23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-028.jpeg,gallery,true,acceptable,cannot_determine,DUP-00059,IMG-EC977CC881363B23,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000813,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-9BE7B92905242AEB,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-029.jpeg,gallery,true,acceptable,cannot_determine,DUP-00776,IMG-9BE7B92905242AEB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000814,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-6A770FED97FB7B2C,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-030.jpeg,gallery,true,acceptable,cannot_determine,DUP-00725,IMG-6A770FED97FB7B2C,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000815,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-6B42697D83FE65B8,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-magna-official-031.jpeg,gallery,true,acceptable,cannot_determine,DUP-00291,IMG-6B42697D83FE65B8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000816,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-02558E0EC9D8A4C4,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-001.jpeg,gallery,true,acceptable,cannot_determine,DUP-00460,IMG-02558E0EC9D8A4C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000817,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-D5179154990536A1,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-002.jpeg,gallery,true,acceptable,cannot_determine,DUP-00278,IMG-D5179154990536A1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000818,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-57D62DF802AD2C65,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-003.jpeg,gallery,true,acceptable,cannot_determine,DUP-00133,IMG-57D62DF802AD2C65,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000819,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-D5179154990536A1,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-004.jpeg,gallery,true,acceptable,cannot_determine,DUP-00278,IMG-D5179154990536A1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000820,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-C8C4ADD5E99E03A9,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-005.jpeg,gallery,true,acceptable,cannot_determine,DUP-00207,IMG-C8C4ADD5E99E03A9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000821,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-30524AC72571041E,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-006.jpeg,gallery,true,acceptable,cannot_determine,DUP-00394,IMG-30524AC72571041E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000822,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-4E78CAD5E554177F,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-007.jpeg,gallery,true,acceptable,cannot_determine,DUP-00188,IMG-4E78CAD5E554177F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000823,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-72B85AFA6CA0250D,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-008.jpeg,gallery,true,acceptable,cannot_determine,DUP-00194,IMG-72B85AFA6CA0250D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000824,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-A3C461DB57C74A23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-009.jpeg,gallery,true,acceptable,cannot_determine,DUP-00684,IMG-A3C461DB57C74A23,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000825,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-3CDE9251AE52D7C7,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-010.jpeg,gallery,true,acceptable,cannot_determine,DUP-00101,IMG-3CDE9251AE52D7C7,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000826,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-124B33A5F5D5F40B,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-011.jpeg,gallery,true,acceptable,cannot_determine,DUP-00624,IMG-124B33A5F5D5F40B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000827,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-A921BDB1470142C4,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-012.jpeg,gallery,true,acceptable,cannot_determine,DUP-00083,IMG-A921BDB1470142C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000828,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-3D2566CF42357128,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-013.jpeg,gallery,true,acceptable,cannot_determine,DUP-00622,IMG-3D2566CF42357128,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000829,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-D7DF4A3E27FA5969,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-014.jpeg,gallery,true,acceptable,cannot_determine,DUP-00335,IMG-D7DF4A3E27FA5969,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000830,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-23CE781AE35FECBC,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-015.jpeg,gallery,true,acceptable,cannot_determine,DUP-00261,IMG-23CE781AE35FECBC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000831,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-5F35D97208234680,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-016.jpeg,gallery,true,acceptable,cannot_determine,DUP-00696,IMG-5F35D97208234680,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000832,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-342EB5DEB4B9E970,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-017.jpeg,gallery,true,acceptable,cannot_determine,DUP-00924,IMG-342EB5DEB4B9E970,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000833,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-89026CB82167FEC9,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-018.jpeg,gallery,true,acceptable,cannot_determine,DUP-00108,IMG-89026CB82167FEC9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000834,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-25FE3997B35164F5,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-019.jpeg,gallery,true,acceptable,cannot_determine,DUP-00141,IMG-25FE3997B35164F5,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000835,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-CE9DE34B394856C2,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-020.jpeg,gallery,true,acceptable,cannot_determine,DUP-00351,IMG-CE9DE34B394856C2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000836,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-18D4E02BB5FB34AC,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-021.jpeg,gallery,true,acceptable,cannot_determine,DUP-00533,IMG-18D4E02BB5FB34AC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000837,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-3D16B05BDBC1B66A,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-022.jpeg,gallery,true,acceptable,cannot_determine,DUP-00130,IMG-3D16B05BDBC1B66A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000838,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-1FE0ECFF517687D8,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-023.jpeg,gallery,true,acceptable,cannot_determine,DUP-01156,IMG-1FE0ECFF517687D8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000839,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-14D05C672B535953,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-024.jpeg,gallery,true,acceptable,cannot_determine,DUP-00204,IMG-14D05C672B535953,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000840,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-C9D193F2B583E40F,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-025.jpeg,gallery,true,acceptable,cannot_determine,DUP-00121,IMG-C9D193F2B583E40F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000841,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-52F0FA01105E904F,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-026.jpeg,gallery,true,acceptable,cannot_determine,DUP-00162,IMG-52F0FA01105E904F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000842,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-52F0FA01105E904F,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-027.jpeg,gallery,true,acceptable,cannot_determine,DUP-00162,IMG-52F0FA01105E904F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000843,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-EC977CC881363B23,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-028.jpeg,gallery,true,acceptable,cannot_determine,DUP-00059,IMG-EC977CC881363B23,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000844,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-9BE7B92905242AEB,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-029.jpeg,gallery,true,acceptable,cannot_determine,DUP-00776,IMG-9BE7B92905242AEB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000845,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-6A770FED97FB7B2C,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-030.jpeg,gallery,true,acceptable,cannot_determine,DUP-00725,IMG-6A770FED97FB7B2C,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000846,WH-MAIN-001,world-heritage,موقع لبدة الأثري – لبدة الكبرى – لبتس ماغنا,IMG-6B42697D83FE65B8,assets/media/LIBYA/heritage/leptis-magna/published/main-site/leptis-official-031.jpeg,gallery,true,acceptable,cannot_determine,DUP-00291,IMG-6B42697D83FE65B8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000847,WH-WORLD-C0001,world-heritage,موقع صبراتة الأثري,IMG-EB3970495DD0618E,assets/media/LIBYA/Sabratha/published/main-site/sabratha-main-aerial-001.JPG,gallery,true,high,cannot_determine,DUP-00982,IMG-EB3970495DD0618E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000848,WH-WORLD-C0001,world-heritage,موقع صبراتة الأثري,IMG-E40FC1FCCE86B63F,assets/media/LIBYA/Sabratha/published/main-site/sabratha-main-site-001.jpg,gallery,true,acceptable,cannot_determine,DUP-00089,IMG-E40FC1FCCE86B63F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000849,WH-WORLD-C0001,world-heritage,موقع صبراتة الأثري,IMG-9B279CAB28E91261,assets/media/LIBYA/Sabratha/published/main-site/sabratha-main-site-002.jpg,gallery,true,acceptable,cannot_determine,DUP-00053,IMG-9B279CAB28E91261,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000850,WH-WORLD-C0001,world-heritage,موقع صبراتة الأثري,IMG-222DBF8022824242,assets/media/LIBYA/Sabratha/published/main-site/sabratha-main-site-old-001.jpg,gallery,true,acceptable,cannot_determine,DUP-00522,IMG-222DBF8022824242,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000851,WH-WORLD-C0002,world-heritage,موقع قورينا الأثري – شحات,IMG-78BA295438D199F4,assets/media/LIBYA/heritage/cyrene/published/main-site/cyrene-main-aerial-001.JPG,gallery,true,high,cannot_determine,DUP-00408,IMG-78BA295438D199F4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000852,WH-WORLD-C0002,world-heritage,موقع قورينا الأثري – شحات,IMG-99899EC2678C9DF4,assets/media/LIBYA/heritage/cyrene/published/main-site/cyrene-main-aerial-002.JPG,gallery,true,high,cannot_determine,DUP-00268,IMG-99899EC2678C9DF4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000853,WH-WORLD-C0004,world-heritage,مدينة غدامس القديمة,IMG-7AAB1B4E10933E9D,assets/media/LIBYA/heritage/ghadames/published/main-site/ghadames-main-site-001.jpg,gallery,true,thumbnail_only,cannot_determine,DUP-00927,IMG-74E23D6FCED45CCF,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000854,WH-WORLD-C0004,world-heritage,مدينة غدامس القديمة,IMG-34513B16D682E793,assets/media/LIBYA/heritage/ghadames/published/main-site/ghadames-main-site-002.jpg,gallery,true,thumbnail_only,cannot_determine,DUP-00567,IMG-34513B16D682E793,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000855,WH-WORLD-C0004,world-heritage,مدينة غدامس القديمة,IMG-CE660462B54E52FF,assets/media/LIBYA/heritage/ghadames/published/main-site/ghadames-main-site-003.jpg,gallery,true,thumbnail_only,cannot_determine,DUP-00843,IMG-CE660462B54E52FF,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000856,WH-WORLD-C0004,world-heritage,مدينة غدامس القديمة,IMG-B4F82929B52590FA,assets/media/LIBYA/heritage/ghadames/published/main-site/ghadames-main-site-004.jpg,gallery,true,thumbnail_only,cannot_determine,DUP-00198,IMG-B4F82929B52590FA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000857,WH-LY-001-0026,world-heritage,المسرح,IMG-FAA17FD560A029DB,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-stage-wide.jpg,gallery,true,high,cannot_determine,DUP-00672,IMG-FAA17FD560A029DB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000858,WH-LY-001-0026,world-heritage,المسرح,IMG-EA523B86514BFF39,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-stage-front.jpg,gallery,true,acceptable,cannot_determine,DUP-00438,IMG-EA523B86514BFF39,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000859,WH-LY-001-0026,world-heritage,المسرح,IMG-329E6F036C58F524,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-panorama.jpg,gallery,true,high,cannot_determine,DUP-00058,IMG-329E6F036C58F524,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000860,WH-LY-001-0026,world-heritage,المسرح,IMG-CDBD255F1EDFB047,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-overview.jpg,gallery,true,acceptable,cannot_determine,DUP-00317,IMG-CDBD255F1EDFB047,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000861,WH-LY-001-0026,world-heritage,المسرح,IMG-02558E0EC9D8A4C4,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-official-001.jpeg,gallery,true,acceptable,cannot_determine,DUP-00460,IMG-02558E0EC9D8A4C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000862,WH-LY-001-0026,world-heritage,المسرح,IMG-A921BDB1470142C4,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-official-012.jpeg,gallery,true,acceptable,cannot_determine,DUP-00083,IMG-A921BDB1470142C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000863,WH-LY-001-0026,world-heritage,المسرح,IMG-3D2566CF42357128,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-official-013.jpeg,gallery,true,acceptable,cannot_determine,DUP-00622,IMG-3D2566CF42357128,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000864,WH-LY-001-0026,world-heritage,المسرح,IMG-D7DF4A3E27FA5969,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-official-014.jpeg,gallery,true,acceptable,cannot_determine,DUP-00335,IMG-D7DF4A3E27FA5969,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000865,WH-LY-001-0026,world-heritage,المسرح,IMG-23CE781AE35FECBC,assets/media/LIBYA/heritage/leptis-magna/published/theatre/theatre-official-015.jpeg,gallery,true,acceptable,cannot_determine,DUP-00261,IMG-23CE781AE35FECBC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000866,WH-LY-001-0026,world-heritage,المسرح,IMG-02558E0EC9D8A4C4,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-001.jpeg,gallery,true,acceptable,cannot_determine,DUP-00460,IMG-02558E0EC9D8A4C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000867,WH-LY-001-0026,world-heritage,المسرح,IMG-A921BDB1470142C4,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-012.jpeg,gallery,true,acceptable,cannot_determine,DUP-00083,IMG-A921BDB1470142C4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000868,WH-LY-001-0026,world-heritage,المسرح,IMG-3D2566CF42357128,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-013.jpeg,gallery,true,acceptable,cannot_determine,DUP-00622,IMG-3D2566CF42357128,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000869,WH-LY-001-0026,world-heritage,المسرح,IMG-D7DF4A3E27FA5969,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-014.jpeg,gallery,true,acceptable,cannot_determine,DUP-00335,IMG-D7DF4A3E27FA5969,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000870,WH-LY-001-0026,world-heritage,المسرح,IMG-23CE781AE35FECBC,assets/media/LIBYA/heritage/leptis-magna/published/theatre/leptis-official-015.jpeg,gallery,true,acceptable,cannot_determine,DUP-00261,IMG-23CE781AE35FECBC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000871,WH-LY-001-0001,world-heritage,قوس سبتيموس سفيروس,IMG-D54648CB1ECABCD0,assets/media/LIBYA/heritage/leptis-magna/published/septimius-severus-arch/septimius-severus-arch-wide.jpg,gallery,true,high,cannot_determine,DUP-00186,IMG-D54648CB1ECABCD0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
