review_id,image_id,thumbnail_path,file_name,possible_destination,possible_layer,possible_feature_id,review_reason,technical_quality,duplicate_group_id,rights_status,recommended_action,reviewer_decision,verified_feature_id,verified_role,verified_rights_status,reviewer_name,review_date,notes
IMGREV-000042,IMG-72DEF054B277BD9C,,akakus-LY-AKAKUS-00022-01.webp,akakus,akakus,LY-AKAKUS-00022-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00757,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000043,IMG-E18F2DAE0868EC75,,akakus-LY-AKAKUS-00023-01.png,akakus,akakus,LY-AKAKUS-00023-01,rights_unknown|duplicate_review,high,DUP-00106,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000044,IMG-B7DBCB02F2C1F899,,akakus-LY-AKAKUS-00023-01.webp,akakus,akakus,LY-AKAKUS-00023-01,rights_unknown|duplicate_review,high,DUP-00106,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000045,IMG-7B82F05348DEFDD5,,akakus-LY-AKAKUS-00028-01.png,akakus,akakus,LY-AKAKUS-00028-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01325,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000046,IMG-A804CB0C1113807F,,akakus-LY-AKAKUS-00028-01.webp,akakus,akakus,LY-AKAKUS-00028-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01325,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000047,IMG-5FDD5A2FFBF59DBF,,akakus-LY-AKAKUS-00028-02.png,akakus,akakus,LY-AKAKUS-00028-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01158,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000048,IMG-43E5D7C28F80D864,,akakus-LY-AKAKUS-00028-02.webp,akakus,akakus,LY-AKAKUS-00028-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01158,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000049,IMG-AC89DDC21CE84AE0,,akakus-LY-AKAKUS-00029-01.png,akakus,akakus,LY-AKAKUS-00029-01,rights_unknown|duplicate_review,acceptable,DUP-00987,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000050,IMG-D52E10EE98F1156C,,akakus-LY-AKAKUS-00029-01.webp,akakus,akakus,LY-AKAKUS-00029-01,rights_unknown|duplicate_review,acceptable,DUP-00987,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000051,IMG-3A5DE817DBAE2AD4,,akakus-LY-AKAKUS-00030-01.png,akakus,akakus,LY-AKAKUS-00030-01,rights_unknown|duplicate_review,high,DUP-01278,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000052,IMG-535DA87DC202F119,,akakus-LY-AKAKUS-00030-01.webp,akakus,akakus,LY-AKAKUS-00030-01,rights_unknown|duplicate_review,high,DUP-01278,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000053,IMG-B7FA7495843EC68C,,akakus-LY-AKAKUS-00031-01.png,akakus,akakus,LY-AKAKUS-00031-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01297,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000054,IMG-5EA11A80C94E682F,,akakus-LY-AKAKUS-00031-01.webp,akakus,akakus,LY-AKAKUS-00031-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01297,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000055,IMG-1B31D51FCAA1AFD4,,akakus-LY-AKAKUS-00032-01.png,akakus,akakus,LY-AKAKUS-00032-01,rights_unknown|duplicate_review,high,DUP-01240,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000056,IMG-828F955698E0AF41,,akakus-LY-AKAKUS-00032-01.webp,akakus,akakus,LY-AKAKUS-00032-01,rights_unknown|duplicate_review,high,DUP-01240,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000057,IMG-AD1BBA82C39EE092,,akakus-LY-AKAKUS-00035-01.png,akakus,akakus,LY-AKAKUS-00035-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01306,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000058,IMG-735BFF9D2EF1E739,,akakus-LY-AKAKUS-00035-01.webp,akakus,akakus,LY-AKAKUS-00035-01,rights_unknown|thumbnail_only,thumbnail_only,,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000059,IMG-AF6A7473582953C1,,akakus-LY-AKAKUS-00035-02.png,akakus,akakus,LY-AKAKUS-00035-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01053,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000060,IMG-794F968B8A93D36D,,akakus-LY-AKAKUS-00035-02.webp,akakus,akakus,LY-AKAKUS-00035-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01053,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000061,IMG-59BD0D3A8231D05C,,akakus-LY-AKAKUS-00037-01.png,akakus,akakus,LY-AKAKUS-00037-01,rights_unknown|duplicate_review,high,DUP-01352,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000062,IMG-38E67ACEE9E21ECC,,akakus-LY-AKAKUS-00037-01.webp,akakus,akakus,LY-AKAKUS-00037-01,rights_unknown|duplicate_review,high,DUP-01352,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000063,IMG-C7416BED2AF2267C,,akakus-LY-AKAKUS-00037-02.png,akakus,akakus,LY-AKAKUS-00037-02,rights_unknown|duplicate_review,high,DUP-01091,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000064,IMG-02A79C9AE3EE7189,,akakus-LY-AKAKUS-00037-02.webp,akakus,akakus,LY-AKAKUS-00037-02,rights_unknown|duplicate_review,high,DUP-01091,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000065,IMG-26ADEB0254C1DEB2,,akakus-LY-AKAKUS-00039-01.png,akakus,akakus,LY-AKAKUS-00039-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01255,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000066,IMG-3B00131BE0EA1D4F,,akakus-LY-AKAKUS-00039-01.webp,akakus,akakus,LY-AKAKUS-00039-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01255,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000067,IMG-7FFC0456721AEB45,,akakus-LY-AKAKUS-00040-01.png,akakus,akakus,LY-AKAKUS-00040-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00004,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000068,IMG-84CCF451CA28025F,,akakus-LY-AKAKUS-00040-01.webp,akakus,akakus,LY-AKAKUS-00040-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00004,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000069,IMG-10EFC2ADB35883A3,,akakus-LY-AKAKUS-00041-01.png,akakus,akakus,LY-AKAKUS-00041-01,rights_unknown|low|duplicate_review,low,DUP-00425,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000070,IMG-B2789EEAC82A75EB,,akakus-LY-AKAKUS-00041-01.webp,akakus,akakus,LY-AKAKUS-00041-01,rights_unknown|low|duplicate_review,low,DUP-00425,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000071,IMG-7D169C39C268165D,,akakus-LY-AKAKUS-00043-01.png,akakus,akakus,LY-AKAKUS-00043-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00549,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000072,IMG-774DCB5D58949930,,akakus-LY-AKAKUS-00043-01.webp,akakus,akakus,LY-AKAKUS-00043-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00549,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000073,IMG-7081075BA4E2C8AE,,akakus-LY-AKAKUS-00043-02.png,akakus,akakus,LY-AKAKUS-00043-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00511,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
