library_name,installed_version,npm_package,npm_registry,source_file,vendored_file,sha256,license_file,installation_date,runtime_required,notes
leaflet,1.9.4,leaflet,https://registry.npmjs.org,node_modules/leaflet/dist/leaflet.js,assets/vendor/leaflet/leaflet.js,db49d009c841f5ca34a888c96511ae936fd9f5533e90d8b2c4d57596f4e5641a,assets/vendor/licenses/leaflet-license.txt,2026-08-07,true,Exact npm package; vendored for offline runtime.
leaflet,1.9.4,leaflet,https://registry.npmjs.org,node_modules/leaflet/dist/leaflet.css,assets/vendor/leaflet/leaflet.css,a7837102824184820dfa198d1ebcd109ff6d0ff9a2672a074b9a1b4d147d04c6,assets/vendor/licenses/leaflet-license.txt,2026-08-07,true,Exact npm package; vendored for offline runtime.
leaflet.markercluster,1.5.3,leaflet.markercluster,https://registry.npmjs.org,node_modules/leaflet.markercluster/dist/leaflet.markercluster.js,assets/vendor/leaflet-markercluster/leaflet.markercluster.js,1e4e1d22972a3926f48598e0caf14e3fe7049835d428a344fed4f9e3665b3508,assets/vendor/licenses/leaflet-markercluster-license.txt,2026-08-07,true,Exact npm package; vendored for offline runtime.
leaflet.markercluster,1.5.3,leaflet.markercluster,https://registry.npmjs.org,node_modules/leaflet.markercluster/dist/MarkerCluster.css,assets/vendor/leaflet-markercluster/MarkerCluster.css,614dea0a98ff3f4ead74f04918f6b1d1b9ba435c25b5fc23b21a394d1e3e4d87,assets/vendor/licenses/leaflet-markercluster-license.txt,2026-08-07,true,Exact npm package; vendored for offline runtime.
leaflet.markercluster,1.5.3,leaflet.markercluster,https://registry.npmjs.org,node_modules/leaflet.markercluster/dist/MarkerCluster.Default.css,assets/vendor/leaflet-markercluster/MarkerCluster.Default.css,61258232d98d64dc2a7b1e02130d67421bc5b9bda5994eef70228ff97570c170,assets/vendor/licenses/leaflet-markercluster-license.txt,2026-08-07,true,Exact npm package; vendored for offline runtime.
