feature_id,image_id,technical_quality,resolution,aspect_ratio,sharpness_available,brightness_available,file_health,master_status,watermark_detectable_if_metadata_or_visual_review,duplicate_status,notes
LY-HOT-000190,IMG-2F048837E230F91F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,distinct_candidate,requires_manual_review,candidate_only,
LY-HOT-000193,IMG-A3170ECA96244672,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000196,IMG-5FE1ABA6DADBA795,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000201,IMG-00D26D8EDC613DDE,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000209,IMG-23AE35FD4B853F4A,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000221,IMG-7D1036F871E7B856,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000223,IMG-5255F49255B9CDBC,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000268,IMG-674C0626690A6B84,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000273,IMG-07823DE59E73877A,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000275,IMG-AB2F785A48F45260,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000276,IMG-E240158CEC65F3C9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000277,IMG-4D715E6F645A91E4,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000278,IMG-3143393C3BB12C6B,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000279,IMG-D58DFEE97D5305FF,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000281,IMG-D0E4C14FEF216C2C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000282,IMG-BED506EA5E4A268B,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000283,IMG-F3E648AD7CE0F676,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000284,IMG-FD63377BEAD728F4,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000295,IMG-AB22C6D40D93616F,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000297,IMG-4B501E6BBD73EAFE,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000305,IMG-23317BED444CE147,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000307,IMG-B957081BDFD31AD9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000314,IMG-B9573C8C7FB931A8,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000318,IMG-C342E390F07568AB,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000319,IMG-FB95B3497C1F55CA,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000320,IMG-007802D9BC5D755F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000321,IMG-6114B601BF0B1A8C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000322,IMG-8E4486514CFFA7F7,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000323,IMG-7C37736A8EF80145,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000324,IMG-F11E4A59FEBF8315,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000331,IMG-844AB3082A456BFB,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000332,IMG-C1AE737C120905FA,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000333,IMG-D93EABF8C6526D6E,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000334,IMG-35322FD32CA106B6,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000335,IMG-C99CB2EDA0546E4A,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000336,IMG-9B0A5BE0E41F60DC,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000337,IMG-8965EEC8E5FF047F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000338,IMG-500722E7A72A0CB8,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000339,IMG-85FF2A28B63234FE,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000340,IMG-BD20E72787241A92,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000342,IMG-4B76AA9E191EC586,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000343,IMG-B2F0F8C95D27D07E,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000344,IMG-A99658DB11939621,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000345,IMG-C1997F4EB6ECAB93,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000346,IMG-5875E6DDBB7440C2,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000349,IMG-65F952AC1826FCC9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000352,IMG-2986C5A66BB26BE3,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000355,IMG-CCB429063BDA2EAE,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000356,IMG-17E2B625E5E1BCA6,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000357,IMG-819089A3F33FB55C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000358,IMG-14245C39708E3BCD,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000360,IMG-BACA013556C590D9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000361,IMG-9BF85753F3D4472A,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000363,IMG-0457C54827D282C9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000364,IMG-BDD22CBAB3D84BB7,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000365,IMG-6DE54E582E1827F9,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000366,IMG-0AD416076AE4E41A,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000375,IMG-3689B35FCE5A7ED0,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000376,IMG-1BD693AB20394DC5,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000377,IMG-6569E1B0BB8E0782,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000378,IMG-ED83FCE5201AF85C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000379,IMG-65EB7AC18CE64A22,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000380,IMG-E9E5D5D57BE0E74A,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000384,IMG-666F1656E7D3A85E,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000385,IMG-D7133115A485D29B,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000386,IMG-BB1EDEC4DA9BCC9F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000388,IMG-A1754166EF9651FE,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000389,IMG-F19D53660A0C5316,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000390,IMG-DD01B3202625761C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000392,IMG-9B12B9937D7300CA,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000393,IMG-FEB66814946A0C34,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000394,IMG-646D87B3751258C3,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000395,IMG-3F3998976A1F9DD4,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000396,IMG-4A9145DFE8B3BDD1,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000398,IMG-8463F4C0B4C523C4,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,distinct_candidate,requires_manual_review,candidate_only,
LY-HOT-000399,IMG-A3238C4AC13F9C7F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000400,IMG-9067216E5A3805E8,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000401,IMG-071FE7CDBF486A2C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000402,IMG-62556205882AEEA0,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000404,IMG-1CE1F1A994793506,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000405,IMG-04F9E0CDB205B35F,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000406,IMG-62C4E7036D00D879,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000407,IMG-D9EDED0098CA6015,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000408,IMG-1841627598673B86,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000409,IMG-DE13875E15FF98C7,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000410,IMG-B72D016B90536F00,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000411,IMG-176798488A35C25B,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000412,IMG-8C23E869CDE883F2,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,distinct_candidate,requires_manual_review,candidate_only,
LY-HOT-000413,IMG-FD41C8ED19ACA6CA,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000414,IMG-3859DF30E43751C6,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000415,IMG-7053C4C6903C739C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000416,IMG-7A112E81106A3622,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000417,IMG-71F0147F76EA876C,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000418,IMG-0369D2CCBFEBB36D,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000419,IMG-DC8036C639747547,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000421,IMG-D5C7DDCCE12EA1FE,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000423,IMG-CEB56CEBA46AE29E,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000424,IMG-46821D9B585FFE64,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000425,IMG-622D25A255534D5F,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000432,IMG-1B3C9820F53BEE88,low,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000434,IMG-9D2B03FE06D8CF71,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000444,IMG-4CAA6944989EC466,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000445,IMG-C2390CB8BDA7A88F,acceptable,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000446,IMG-5F0B87CC56980023,high,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000484,IMG-5907F4EB5DA0B991,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000496,IMG-D2C42BD4A4895D81,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
LY-HOT-000569,IMG-C73E517BCA650C42,thumbnail_only,recorded_in_phase_1_inventory,recorded_in_phase_1_inventory,not_recomputed,not_recomputed,valid_linkage_record,master_candidate,requires_manual_review,candidate_only,
