feature_id,current_layer_id,name_ar,name_en,current_facility_type,proposed_facility_type,classification_basis,confidence,manual_confirmation_required,notes
LY-HOT-000552,hotels,فندق ماريقولد,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000553,hotels,فندق مجد الضيافة,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000554,hotels,فندق مرحبا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000555,hotels,فندق ناريـز ( NARIZ HOTEL),,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000556,hotels,فندق نزهة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000557,hotels,فندق نيو ستي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000558,hotels,فندق هايتي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000559,hotels,قرية تاجوراء السياحية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000560,hotels,قصر العائلة للشقق الفندقية الفرع الثاني,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000561,hotels,لبدة إفريقيا للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000562,hotels,لمسة للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000563,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000564,hotels,مساكن القدس للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000567,hotels,منازل الشط للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000568,hotels,والي للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000569,hotels,لانكاستر برج الحياة (ماريوت سابقا),Lancaster Burj Al Hayat,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000571,hotels,فندق اليمامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000572,hotels,فندق الصفوة,,hotel,hotel,runtime layer hotels,high,false,
LY-ACC-RES-ZUW-00001,resorts,قرية إدوس السياحية,Edos Sea resorts,beach_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-TRI-00001,resorts,قرية مرمرة السياحية,marmara resorts,tourist_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00002,resorts,قرية فيرونا السياحية,verona resort,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00003,resorts,قرية البرتقالة,قرية البرتقالة - Orange Resort,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00004,resorts,قرية شط النخيل زوارة,Palm beach / قرية شط النخيل زوارة,accommodation_resort_other,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00005,resorts,قرية أوليڤيا السياحية - زوارة,Olivia Zwara resort قرية أوليڤيا السياحية,tourist_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00006,resorts,منتجع تايتانيك,Titanix Resort Zuwara,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00007,resorts,إقامة تولين السياحية,إقامة تولين - Tuline residence,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00008,resorts,VILLA HAYA,VILLA HAYA,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00009,resorts,منتجع زين السياحي,منتجع زين غاردن السياحي,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00010,resorts,قرية تيبودا السياحيه,قرية تيبودا السياحيه Teboda resort,tourist_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00011,resorts,منتجع سيتي بارك زوارة,City Park Zuwara - سيتي بارك زوارة,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SAB-00001,resorts,قرية جوهرة صبراتة السياحية,قرية جوهرة صبراتة السياحية Goharat sabratha,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-SAB-00002,resorts,قرية المغرب العربي صبراتة,فندق المغرب العربي للشقق المفروشة,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-SAB-00003,resorts,مركب تليل السياحي_صبراتة,Tellel resorts مركب تليل السياحي,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00001,resorts,القرية السياحية جنزور,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-TRI-00002,resorts,قرية بالم سيتي/قرية النخيل السياحية طرابلس,Palm city residences janzour libya,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-TRI-00003,resorts,القرية السياحية الريقاتة,قرية المغرب العربي السكنية -Regata village,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-TRI-00004,resorts,مركب شيراتون - النقاط الأربعة,Four Points Hotel - Tripoli,tourist_complex,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00002,resorts,القرية السياحية تاجوراء,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00003,resorts,منتجع سمرلاند المائي,SummerLand Waterpark & Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-KHO-00001,resorts,مصيف قرية مارينا السياحية,مصيف قرية مارينا السياحية الخمس -Marina Villages,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00002,resorts,قرية قصر سيلين العائلية,قرية قصر سيلين العائلية - QASR SILIN FAMILY RESORTS,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00003,resorts,قرية حدائق غنيمة,قرية حدائق غنيمة - GHANIMA GARDENS VILLAGES,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00004,resorts,إستراحة شط غنيمة,العنوان/المدينة: شارع الاربعين 40 غنيمة، الخمس,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-TRI-00005,resorts,قرية المتوسط العائلية,Almotawaset resorts,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00005,resorts,قرية قوس غنيمة السياحية,qous ghanima village,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00006,resorts,قرية لؤلؤة غنيمة العائلية,العنوان/المدينة:,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00007,resorts,قرية شمس البحر,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00008,resorts,قرية الشاطيء الذهبي,Golden Beach Village,tourist_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00009,resorts,منتجع سي شيلز,SeaShells Beach Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-KHO-00010,resorts,منتجع حوض البحر Seapool Resort,Seapool Resort (منتجع حوض البحر),tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00011,resorts,قرية الخمس السياحية,العنوان/المدينة:,accommodation_resort_other,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00012,resorts,قريه غنيمه العائليه,منتجع غنيمة السياحي Ghanima Resort&spa,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-KHO-00013,resorts,قرية اكوا مارين السياحية,قرية أكوامارين السياحية - Aquamarine,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00014,resorts,قرية جنيف العائلية غنيمة,قرية جنيف السياحية غنيمة Geneve,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00015,resorts,منتجع شاطئ غنيمة,Ghanima beach resort & spa منتجع وشاطيء غنيمه,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00016,resorts,شاليهات بن حمودة العائلي,شاليهات بن حمودة العائلي - Shalehat ben hammoda,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00004,resorts,منتجع كريستال السياحي,منتجع كريستال 2 السياحي,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00005,resorts,منتجع رويال السياحي,منتجع رويال السياحي villa 34,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00006,resorts,القويعة,Goweea sea resorts,beach_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00007,resorts,منتجع فيلا دريم هاوس,فيلا دريم هاوس Dream house,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00008,resorts,منتجع شط مريم,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00009,resorts,استراحة الجود القويعه,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00010,resorts,منتجع اتش تي السياحي,منتجع اتش تي السياحي -HT,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00011,resorts,منتجع اتش تي 3,HT3 Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00012,resorts,منتجع شاليهات للاجار,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00013,resorts,قرية العطايا العائلية,قرية العطايا العائلية AtAYA,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00014,resorts,منتجع برستيج,منتجع برستيج السياحي PRESTIGE RESORT,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00015,resorts,قرية القويعة السياحية,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00016,resorts,شاليهات بن بية,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00017,resorts,قرية ميار البحر العائليه,قرية ميار البحر العائلية - القره بولي MAYAR AL BAHR VILLAGE,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00018,resorts,قرية أغيث السياحية,منتجع أغيث - Agith Resort,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00019,resorts,قرية الخلة السياحية العائلية,العنوان/المدينة:,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00020,resorts,مجمع جواهر لاند,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00021,resorts,منتجع دار البحر,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00022,resorts,منتجع وادي بالنور,منتجع وادي بنور WBR,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00023,resorts,منتجع بيتش هاوس,إستراحات بيتش هاوس Beach house,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00024,resorts,قرية قوس غنيمة السياحية,قرية قوس غنيمة السياحية,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00025,resorts,منتجع ايليت السياحي,منتجع ايليت السياحي Elite Resorts,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00026,resorts,قرية شمس البحر,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00017,resorts,قرية لؤلؤة غنيمة العائلية,استراحة لؤلؤة - غنيمة الخمس,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00027,resorts,شاليهات ركن النيروز,استراحة النيروز 2,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00028,resorts,قرية رأس الحمراء العائلية,Ras Al hamra resorts,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-KHO-00018,resorts,قرية شاطئ النخيل الذهبي,Palm Beach,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZLI-00001,resorts,قرية أصيل السياحية,قرية أصيل السياحية Aseel Tourist Village,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZLI-00002,resorts,قرية الهُزم السياحية,منتجع الهُزم السياحي Alhozm resorts,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-MIS-00001,resorts,منتجع الأمان السياحي,منتجع الأمان السياحي - Aman Tourist Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-MIS-00002,resorts,منتجع مصراتة,منتجع مصراتة - Misurata Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-MIS-00003,resorts,منتجع فينيسيا/مصراتة,قرية فينيسيا السياحية مصراتة,tourist_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-MIS-00004,resorts,قرية زريق السياحية,قرية زريق للإستثمار السياحي / مصراتة,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00029,resorts,حي قصور الضيافة_سرت,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00001,resorts,شاليهات ريماس,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-BEN-00002,resorts,قرية شاطيء النخيل,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00003,resorts,منتجع مارينا بنغازي السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00004,resorts,منتجع الصفوة السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00005,resorts,منتجع ماربيلا السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00006,resorts,مجمع الاصالة السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00007,resorts,قرية الفاضل,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00008,resorts,منتجع الأسيل,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00009,resorts,منتجع الماسة السياحي,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-BEN-00010,resorts,منتجع قاريونس العائلي,العنوان/المدينة:,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-BEN-00011,resorts,منتجع النخلة الذهبية,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00012,resorts,منتجع فايا لارجو,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BEN-00013,resorts,قرية قمرت السياحية,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00030,resorts,منتجع التلال الحمامة,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00031,resorts,منتجع الجراري السياحي - للعائلات,العنوان/المدينة:,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00032,resorts,منتجع ومصيف الحمامة,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00033,resorts,قرية إيلاف السياحية,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-BAY-00001,resorts,شاليهات الحدائق الملكية,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-BAY-00002,resorts,منتجع وادي الكوف,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00034,resorts,منتجع إيلاند السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00035,resorts,منتجع كنزي السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00036,resorts,منتجع سوسه,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00037,resorts,مصيف القريه/رأس الهلال,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00038,resorts,منتجع الينابيع السياحي,العنوان/المدينة:,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00039,resorts,منتجع الاثرون السياحي,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-DER-00001,resorts,منتجع إيميليا السياحي,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-DER-00002,resorts,مصيف 1805,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00040,resorts,منتجع الابرق السياحي,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00001,resorts,منتج شحات السياحي,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00002,resorts,منتجع وموتيل الأمان 1,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00003,resorts,منتجع وموتيل الأمان 3,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00004,resorts,شاليهات بوعطية,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00005,resorts,منتجع جود السياحي,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-KHO-00019,resorts,إستراحات فردية درجة أولى,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00006,resorts,إستراحات فردية,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00007,resorts,منتجع الاسرة السعيدة,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00008,resorts,شاليهات بومؤمن,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SHA-00009,resorts,منتجع سيف للسياحه ولاستثمار,العنوان/المدينة:,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-TOB-00001,resorts,منتجع وفندق ريفان السياحي,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00012,resorts,قرية سبتيموس السياحية - زوارة,قرية سبتموس السياحية زوارة Septimus city resort,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00013,resorts,قرية سيمو السياحية - زوارة,قرية سيمو السياحية/Simo Beach Village,accommodation_resort_other,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZLI-00003,resorts,منتجع الهادريان زليتن,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00041,resorts,منتجع سفارى السياحى,العنوان/المدينة:,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00014,resorts,قرية اوديسا السياحية,Odessa tourist village قرية أوديسا السياحية (Odessa resort),tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00015,resorts,Azul house استراحة ازول,Azul house استراحة ازول,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-ZUW-00016,resorts,DiVano Resort,DiVano Resort,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00017,resorts,منتجع لاجون Lagoon Resort,Lagoon Resort منتجع لاجون,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-ZUW-00018,resorts,Barracuda Village - منتجع باراكودا,Barracuda Village,accommodation_resort_other,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00042,resorts,Oea Village - Diar Al Bahr,Oea Village - Diar Al Bahr,tourist_village,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00043,resorts,قرية قوس غنيمة السياحية,العنوان/المدينة:,accommodation_resort_other,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00044,resorts,La Vida Resort & Beach Club,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00045,resorts,استراحة اونان,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00046,resorts,Resort Zuwara,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00047,resorts,Beach House,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00019,resorts,استراحة سيليا زوارة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00048,resorts,استراحة نبض الحياة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00049,resorts,Villa Helena,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00050,resorts,Crystal House إستراحة كريستال,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00051,resorts,استرحات انيار المميزة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00052,resorts,اقامة لونا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00053,resorts,استراحة LAREN,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00020,resorts,منتجع بالي زوارة/Bali village,,review_required,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00054,resorts,Sea room,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00055,resorts,Guest house,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00056,resorts,منتجع الملّاحة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00021,resorts,مصيف أبناء الغالي العائلي-زوارة,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00057,resorts,استراحة فايق بكه,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00022,resorts,قصر الضيافة زوارة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00058,resorts,استراحة الشاطئ,,beach_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00059,resorts,استراحة دار الضيافة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00023,resorts,استراحة فيرونا زوارة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00060,resorts,استراحة نوفل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-ZUW-00024,resorts,شاطئ بحر زوارة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00061,resorts,المصيف المفتوح تليل,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00062,resorts,مصيف مارينا تليل العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00063,resorts,Lancaster Al Salam Resort - منتجع لانكستر السلام,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SAB-00004,resorts,مصيف اللوتس العائلي صبراتة,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00064,resorts,شاطئ تليل السياحي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00065,resorts,مصيف اللؤلؤة تليل,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-SAB-00005,resorts,مصيف النادي البحري العائلي صبراتة,,beach_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00066,resorts,استراحات الفخامة صبراته,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00067,resorts,إستراحة الجوهرة - تليل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00068,resorts,استراحة رويال,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00069,resorts,استراحة تليل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00070,resorts,استراحة روندا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-BAY-00003,resorts,استراحة البيضاء,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00071,resorts,إستراحة المنتزه تليل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-SAB-00006,resorts,استراحة القمر المضيء صبراتة تليل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00072,resorts,استراحه مرجان,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00073,resorts,استراحة ليالي تليل,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00074,resorts,استراحة ادم,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00075,resorts,إستراحة أبان,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00076,resorts,منتجع الفنار السياحي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00077,resorts,مجموعة استراحات الجرف,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00078,resorts,إستراحة بيت الفخامه,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00079,resorts,استراحة قورينا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00080,resorts,استراحة اتار صبراته,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00081,resorts,استراحة ميار,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00082,resorts,استراحه فينيسيا صبراته,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00083,resorts,استراحة الزيتونة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-SAB-00007,resorts,Sabratha youth hostel _بيت شباب صبراتة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00084,resorts,استراحة ومصيف باب البحر,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00085,resorts,مقسم استراحات بن سالم,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00086,resorts,إستراحة سوفانا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00087,resorts,استراحة لازورد صبراته,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00088,resorts,استراحة مرجانة (الحرابي),,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00089,resorts,مصيف ليبيا العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00090,resorts,مصيف صرمان العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00091,resorts,استراحة مرمرة جوددائم,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00092,resorts,استراحة البحر الابيض. JUDDIAM,,review_required,unknown,insufficient internal classification evidence,low,true,
