feature_id,current_layer_id,name_ar,name_en,current_facility_type,proposed_facility_type,classification_basis,confidence,manual_confirmation_required,notes
LY-HOT-000291,hotels,فندق الزيتونة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000292,hotels,فندق ريباس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000293,hotels,فندق طليطلة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000294,hotels,فندق صبراتة,Sabratha Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000295,hotels,فندق تاج,Hotel TAJ),hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000296,hotels,فندق الكندي,Al-Kindi Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000297,hotels,فندق أضواء قرطاج,Adwaa Carthage Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000298,hotels,فندق البشير,Al-Basheer Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000299,hotels,فندق الهاني,Al-Hani Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000300,hotels,فندق القنصل فندق القنصل,El Consul Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000301,hotels,فندق الجبل الاخضر,Al-Jebel Al-Akhdar Hotel),hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000302,hotels,الفتح,مغلق,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000303,hotels,فندق قصر ليبيا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000304,hotels,Hotel Haroun 2,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000305,hotels,فندق الغزالة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000306,hotels,فندق كيان طرابلس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000307,hotels,فندق الديوان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000308,hotels,فندق نيو ستي New City hotel,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000309,hotels,فندق الدالي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000310,hotels,زهرة الشمس,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000311,hotels,فندق ضيافة طرابلس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000312,hotels,فندق الفتح شارع الرشيد,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000313,hotels,فندق بلخير,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000314,hotels,فندق السرايا,Assaraya Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000315,hotels,فندق الوحدة العربية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000316,hotels,فندق الكنوز الذهبية,,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000317,hotels,فندق الشراع,لا يوجد معلومات متوافرة,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000318,hotels,الحبايب,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000319,hotels,هوم بلازا_للشقق الفندقية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000320,hotels,فندق الرحال,Al Rahal Hotel),apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000321,hotels,الوادي 2 للشقق الفندقية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000322,hotels,الأطلس للشقق الفندقية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000323,hotels,فندق بيزا السياحي,Piza Tourist Hotel & Park,resort,hotel,runtime layer hotels,high,false,
LY-HOT-000324,hotels,فندق قوز التيك,مقفل بشكل مؤقت,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000325,hotels,النجمة الذهبية لشقق الفندقية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000326,hotels,الفخامه للشقق المفروشه,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000327,hotels,اوس لشقق المفروشه,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000328,hotels,فندق الساحل,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000329,hotels,الجوهرة للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000330,hotels,فندق اجدابيا السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000331,hotels,فندق الراحة اجدابيا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000333,hotels,فندق مزايا اجدابيا,,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000334,hotels,فندق التوجان السياحي,,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000335,hotels,نزل وقاعة الهاشمي,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000337,hotels,الهضبة للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000338,hotels,الامان للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000339,hotels,نزل ماريا MARIYA,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000340,hotels,فندق الرابطة,Al-Rabitah Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000341,hotels,فندق سمر قند,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000342,hotels,فندق غريان السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000343,hotels,فندق روايال غريان,,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000344,hotels,فندق حوش بوغنوش,Hosh bou ghanoush,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,Pearl Tourist Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,LOLOAT ALKHALIG HOTEL,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000347,hotels,فندق قصر البيضاء,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000348,hotels,فندق القاهرة البيضاء,مغلقا حاليا,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,Al Noran Hotel Apartments,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000350,hotels,مكة للشقق الفندقية البيضاء,Makkah Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000351,hotels,برج المدينة للشقق الفندقية البيضاء,City Tower Hotel Apartments,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000352,hotels,فندق اية الجبل البيضاء,AYA HOTEL,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000353,hotels,فندق برقة السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000354,hotels,فندق افريقيا البيضاء,Africa Hotel - El Beyda,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000355,hotels,فندق برونتو البيضاء,Pronto Hotel,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,Al Jouri Building (أو Al Jouri Hotel Apartments),hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000357,hotels,فندق العنود البيضاء,Alanoud hotel,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,Al-Fardous Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000359,hotels,فندق قصر الضيافة للشقق الفندقية البيضاء,Qaser Al-Diyafa Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,Marhaba Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,Adwaa Libya Hotel Apartment,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000362,hotels,فندق الاندلس السياحي الخمس,Al-Andalus Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,HOTEL ALMERGEEP,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,Tulip Hotel,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000365,hotels,فندق بيت سباب الخمس,Al Khums Youth Hostel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000366,hotels,فندق الاخوة السياحي الخمس,Brothers Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000367,hotels,فندق الليلك ALlilac hotel,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000368,hotels,فندق البحيرات السبعة السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000369,hotels,فندق برنيتشي السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000370,hotels,Sabratha youth hostel _بيت شباب صبراتة,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000371,hotels,Lancaster Al Salam Resort - منتجع لانكستر السلام,,resort,hotel,runtime layer hotels,high,false,
LY-HOT-000372,hotels,فندق الساحل,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000373,hotels,المعهد القومي العلاج الأورام صبراتة,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000374,hotels,السيلفيوم للشقق المفروشة,,review_required,hotel,runtime layer hotels,high,false,
LY-HOT-000375,hotels,فندق الخليج,Alkhaleej Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000376,hotels,فندق أضواء قرطاج,Adwaa Carthage Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000377,hotels,فندق اجنحة قرطاج,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000378,hotels,فندق الباشا,Al Basha Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000379,hotels,دار السلام للشقق الفندقية,Dar Al Salam Hotel Apartments,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000380,hotels,فندق نيو سيتي,New City Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000381,hotels,فندق الهانى,Al-Hani Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000382,hotels,فندق اليسر,Al-Yusr Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000383,hotels,فندق جنان النوار,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000384,hotels,فندق جولف,Golf Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000385,hotels,فندق زهرة الشمس,"Hotel Zahrat Al Shams""",hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000386,hotels,فندق سنترو,(Ll Centro Hotel),hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000387,hotels,فندق صبراتة,Sabratha Hotel Tripoli,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000388,hotels,فندق كيان 2,Kayan 2 Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000389,hotels,فندق نور الثريا السياحى,Noor Al-Thuraya Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000390,hotels,فندق أويا,Oya Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000391,hotels,فندق منتجع الطاووس,Peacock Hotel And Resort,resort,hotel,runtime layer hotels,high,false,
LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,Crown suites,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,Aldelta Residence,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,Aldelta Residence,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000395,hotels,الشاطي الذهبي,Golden Beach Hotel),hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000396,hotels,العنوان للشقق الفندقيه,The Address Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000397,hotels,تحت الصيانة الفندق الكبير,تحت الصيانة,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000398,hotels,القبس لشقق الفندقيه,Al-Qabas Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,Almasa Hotel Suites,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000400,hotels,المجرة للشقق الفندقية,(Hotel Suites / Serviced Apartments),apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000401,hotels,المكان للشقق الفندقية,Al Makan Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,Oka Hotel Apartments VIP,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000403,hotels,إقامة إيفا للشق الفندقية,Eva Residence for Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000404,hotels,إقامة قورينا الفاخرة,Corina Residence,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,Al-Fawanees Hotel Suites,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,Bayt Alnoorane Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,Beyout Al-Asimah Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000408,hotels,جواهر العاصمة للشقق الفندقية,Jawaher Al-Asema Apartment Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000409,hotels,جولايا للشقق الفندقية,Julaya Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000410,hotels,جوهرة السلام للشقق الفندقية,Aparthotels / Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000411,hotels,حدائق المشتل للشقق الفندقية,Almashtel Gardens,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000412,hotels,دار الضيافة 2 للشقق الفندقية,dar aldiyafat 2 lilshuqaq alfunduqia,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000413,hotels,شركة العميد لايجار الشقق الفندقية,Alameed Hotel Booking,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000414,hotels,شقق البرنس,Prince Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000415,hotels,شقق الرواد المفروشة,Al-Rowad Tourist Hotel,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000416,hotels,شقق فيلا ليبيا الفندقية,Villa-Libya-Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000417,hotels,فندق اكاكوس,Akakus Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000418,hotels,فندق الاخوة,Alokhowa Hotel),hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000419,hotels,فندق الاصالة,Alasala Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000420,hotels,فندق الاندلس,Al Andalus Hotel Tripoli,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000421,hotels,فندق البتراء,Albatra Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000422,hotels,فندق البشير,Al-Basheer Hotel (or Al Bashir Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000423,hotels,فندق البيت الراقي للشقق الفندقية,Al-Bait Al-Raqi Hotel Apartments,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000424,hotels,فندق التاج,Hotel TAJ,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000425,hotels,فندق التوفيق بلازا,Attawfeek Plaza Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000426,hotels,فندق الجبل الأخضر,Al-Jebel Al-Akhdar Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000427,hotels,فندق الجرات,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000428,hotels,فندق الخان الطرابلسي,El Khan Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000429,hotels,فندق الخليج,Alkhaleej Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000430,hotels,فندق الخيام العربية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000431,hotels,فندق الدالي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000432,hotels,فندق الدبلوماسي,Diplomatic Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000433,hotels,فندق الدوحة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000434,hotels,فندق الديار,ADDEYAR HOTEL,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000435,hotels,فندق الديوان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000436,hotels,فندق الديوان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000439,hotels,فندق الرحاب,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000440,hotels,فندق الرحاب 1,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000441,hotels,فندق الرحاب 2,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000442,hotels,فندق الرفيع,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000443,hotels,فندق الرواد,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000444,hotels,فندق الريان,Alrayan Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000445,hotels,فندق الزيتونة,Alzaytouna Hotel,hostel,hotel,runtime layer hotels,high,false,
LY-HOT-000446,hotels,فندق السرايا,Assaraya Hotel,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000447,hotels,فندق السرايا السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000448,hotels,فندق السفير,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000449,hotels,فندق السفينة الزرقاء,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000450,hotels,فندق السلاسل الذهبية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000451,hotels,فندق السلطان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000452,hotels,فندق السلطان داون تاون,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000453,hotels,فندق السندباد,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000454,hotels,فندق الشاطئ الذهبي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000455,hotels,فندق الشجرة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000456,hotels,فندق الشمس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000457,hotels,فندق الصافي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000458,hotels,فندق الصفوة للشقق الفندقية,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000459,hotels,فندق الصولجان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000460,hotels,فندق الضيافة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000461,hotels,فندق الطريق,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000462,hotels,فندق العاصمة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000463,hotels,فندق الفتح,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000464,hotels,فندق الفردوس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000465,hotels,فندق الفصول الأربعة ( 1 ),,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000466,hotels,فندق الفصول الأربعة ( 2 ),,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000467,hotels,فندق الفصول الأربعة ( 3 ),,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000468,hotels,فندق القلعة السياحي للشقق المفروشة,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000469,hotels,فندق القنصل,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000470,hotels,فندق القوس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000471,hotels,فندق الكندي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000472,hotels,فندق الكنوز الدهبية,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000473,hotels,فندق اللؤلؤة,,apartment_hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000474,hotels,فندق الليلك,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000475,hotels,فندق المأمون,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000476,hotels,فندق المبروك,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000477,hotels,فندق المتوسط,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000478,hotels,فندق المتوسط,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000481,hotels,فندق المختار,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000482,hotels,فندق المشكاة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000483,hotels,فندق المنامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000484,hotels,فندق المهاري رادسون بلو,Radisson Blu Al Mahary Hotel,resort,hotel,runtime layer hotels,high,false,
LY-HOT-000485,hotels,فندق النخلة السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000486,hotels,فندق النهر,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000487,hotels,فندق النورس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000488,hotels,فندق الهاني,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000489,hotels,فندق الهناء,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000490,hotels,فندق الواحات,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000491,hotels,فندق الوادي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000492,hotels,فندق الودان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000493,hotels,فندق الياسمينة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000494,hotels,فندق الياقوتة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000495,hotels,فندق اليقين,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000496,hotels,فندق اوال,Awal Hotel Tripoli,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000497,hotels,فندق أجنحة الوليد,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000498,hotels,فندق أسامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000499,hotels,فندق أسامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000500,hotels,فندق أسامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000501,hotels,فندق أسامة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000502,hotels,فندق باب البحر,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000503,hotels,فندق باب طرابلس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000504,hotels,فندق برج المدينة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000505,hotels,فندق برج كورنثيا باب أفريقيا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000506,hotels,فندق بلازما,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000507,hotels,فندق بلخير,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000508,hotels,فندق بلخير السياحي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000509,hotels,فندق بيت الامان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000510,hotels,فندق بيت الشرق,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000511,hotels,فندق بيت الضيافة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000512,hotels,فندق بيروت,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000513,hotels,فندق تاج دبي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000514,hotels,فندق توباكتس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000515,hotels,فندق جاكرتا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000516,hotels,فندق جي دبليو ماروت,Lancaster Burj Al Hayat,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000517,hotels,فندق دار طرابلس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000518,hotels,فندق ديكنة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000519,hotels,فندق ذا ريسدنس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000520,hotels,فندق رويال جاردنس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000521,hotels,فندق ريزيدينس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000522,hotels,فندق زميت الأثري,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000523,hotels,فندق زهرة الخليج,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000524,hotels,فندق سارة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000525,hotels,فندق سبراتا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000526,hotels,فندق سفارى,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000527,hotels,فندق سما و بلقيس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000528,hotels,فندق سما وبلقيس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000529,hotels,فندق صحراء ليبيا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000530,hotels,فندق ضيافة ونيس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000531,hotels,فندق طرابلس الدولى,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000532,hotels,فندق طليطلة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000533,hotels,فندق طيبة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000534,hotels,فندق عمير,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000535,hotels,فندق غصن الذهب,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000536,hotels,فندق فكتوريا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000537,hotels,فندق الاندلس /فندق فوربوينتس شيرتون,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000538,hotels,فندق قرطاج,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000539,hotels,فندق قصر الظهرة,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000540,hotels,فندق قصر الياقوت,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000541,hotels,فندق قصر ليبيا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000542,hotels,فندق قلعة صفيت,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000543,hotels,فندق هارون,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000544,hotels,فندق قورينا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000545,hotels,فندق كريستال,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000546,hotels,فندق كليوباترا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000547,hotels,فندق كيان,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000548,hotels,فندق كيفالاي,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000549,hotels,فندق كيلو بترا,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000550,hotels,فندق ليبوس,,hotel,hotel,runtime layer hotels,high,false,
LY-HOT-000551,hotels,فندق ليبيا السياحي,,hotel,hotel,runtime layer hotels,high,false,
