source_index,source_name,normalized_name,geometry_type,longitude,latitude,centroid_longitude,centroid_latitude,polygon_vertices,geometry_status,description_status,image_url,image_status,style_url,folder,duplicate_name_status,duplicate_geometry_status,xml_recovery_status,notes
129,فندق لؤلؤة الخليج,فندقلولوهالخليج,Point,21.77744,32.76469,21.77744,32.76469,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v5BHVeHZSHVzkgYdG62qmOOy3IHohTFgg5Mz_RzWU22SciQhG73vdm9xRUV2uBpIwYdddSElAsFTpZ8EW_Ze-aFKSIB3bEMXTmHXeFnxhBiPl5L7R03Ucn7E_H95n7lODEDIoV4j5RRY60DQeqVzp1fxhbD2Ftitl6YHgaX9H4uJWW2mSSGGyPtlHaj4X4BP9Yjcpt3e2hYlm37Xll9-VPoKFG0MDlOdmha1dCu1zIyCu63UlvXQ-Agjbljn7GytqiLwWWXkLTsxKEc1LXnOGEGFHA9zwIP492LTdgcr3QkldhRrniQSLe4R6HSPUJZLbLTQ95C3YHSUv4N9RMtiwy3SbJzKGea1DSOXcqO1foI8naqRykY1TZJ692KW_BdUYDxH6cxTSh63v-jQjJoYm_BQa4okv5MJ-4OV5YziJ16cv2AiFiDPirv9gqNVXrrvNlnJXwm2bt0A4M4EayQNK0N8alpdhk876jNhSYquKhOc-SbR1C_kmcT6SRuym4yFZIvrAv6TZIjBUT1n6XO_OP9LwtCfHtu0BLIuU1WK7KXjI0UuUHyNVJM6_DGlcafN2FwbPL1wN1iqKIdSHMGIAlesg1v3PteSmXmzV9GSC0xJ9e0lyo6TbOetSmtKS2x5LgnZb5QZJ2AxLTEP565FiKvB-ZVhnnH9PRtjaDxBRt2gykMNckHYbuBlfeAH48uWwpCgacP4WQ0yGY_k4iHjOVrt3U1,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
130,فندق التلال الوسيطة البيضاء,فندقالتلالالوسيطهالبيضاء,Point,21.733303,32.793224,21.733303,32.793224,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v56Z-NLn1OLMzb3fg5yW0IkuVOBp40E2HKABuJ8oAzw_clvB3zMgc_vpBEZBkvM8XQkbDI-WnoQKW_6_iJqjyIDEcHMzJWELJl9Qt00fagemEbjINwEaOOZOFrP60v0zihvYFJbrdvAIs4zGwY6H4c6i1YJLDhCR7I3b1f7pvBs4rzRaWUJLkfcKXaDc21JM6GXQ-96D_KDOyPNIAJPkjB0NXOXBo6wbhzJ1XX21Zrh7kC1CYePDye3chuCowuWugJAdJn20XBQzOVYJMmetrdcsciRdkJcQABswl4duYDV-5D0bkrnbyK4655nNorGwmFO_aHNHhcqLPlAXfq8rQmOWvqUzDR2-tK63W9PMXZjvquEu-IpyaVqn7dprStp8a5srLlIuC6wGY5mmsCVqpG9PswpoeOaiAXxzniNMcKXgrGFpDyqXYdoc2JItjzODn7w1VP7ln1Msc2p93CrYgCjY4dFDywfOq4-Hgxwlp6OxYqG95_aOk3COu3jl68sVpV-XnV7iHROq0pb4qjfS97iXJRGoBTkz9Tt6Qs-sdXZ7IDhceuio5XcVII3HvjBlRXzseNZR_VLr4RlUtoSyU2dK65mLYv2bIciL5KBDQQcYL7oqZOYoaMjZHfCmuAKZe6lhWdvxmOtsHugbzxomAg_tggV_vkhAt5h74o2OkphkHvRIr30WFi2PHM8mWfuUxOp5j1jCH55IBqIPQYKTUzfKbZMzQ,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
131,العنود للشقق الفندقية,العنودللشققالفندقيه,Point,21.7417,32.7664,21.7417,32.7664,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6Hk6rNuzgFJ_7cIMk9JCB1iN0SvU2efqDPde_FzvFyi7IA9pMS1S-Vn1vRAfO5rBwfAQXOxULOJVlzWtjrqOP4CW9SbJn_QQXVZkbkxjKDgKA-lmcYX5dguhvux2OMI2-wBn48MikprbhGI7C5MHlUvDbUgPyjPkKgkMemUeU4dJND98bsYJzNMvdDPPt9HhscFBjqgyfCrBvL8u_mR5eIbuWKy--DyckqIWIZf2-r3pwicp5whwFAtH8?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
132,فندق الثريا,فندقالثريا,Point,21.75694,32.764375,21.75694,32.764375,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4or0caI5u2Y_On2SOkSXtgeUl0oYA8fYZiNvTgr5RuZFWoZwVSiU2XUV1XcIQ5dnMevMmsyuZYrCWA-ypRRoXSfPZoOMPNYQWXbETTfYQPmDNxT2thfRnQPcLzafOqnoY3yd5OOFJ_-h6mmvaONVVpx78mfO-PJcbyLjqxyOP45kq7E4pJ_SGNadhsaGb_9a17F9c1c8Otjonwpgg_SEzZ63aBOH5scD5fa_rZA_CE7DijUHpFxwtECEg?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
133,منتجع الينابيع السياحي,منتجعالينابيعالسياحي,Point,22.19025,32.8815,22.19025,32.8815,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v6knVwFcvulxPYRbtnv4Q_mtXTHXduskAR2Ir84X3CeDFAJWLbRQOhq4QINKzOjtkJwvKvcnZ4NkDf5H3JXO6gpX3bZ3u6zzjxLiC-QVZelfItDGfBJ14C6ZjZwqmZBK-TRntha142BLhyGcyqzXHa9PKfi7b3kf5fcJBpzt-ovi9BYO8-zmsIaxa4qu-Ny5JBrZCYv5CKTluCutUiyvdfi3GeFuFzQ9zhuslTssrx3bgUCkx7tayHiY3PQ4sbN_xI2vky9PmQzpPW-8TlXDzgh-ugeLteev4g8Zmm9FeorcnnU-5ISJs8Sa87uc1iYTFV4j_hMaIb-3l4bDaZUEAVE5lgM-SJCX6mVDCAYyBqG1HsALexk6bVfwXWQqPHCjy1i9Go4Noo4tYo1-G-4kLqLgXB9uIMXTBVfkilFOWh2tr0WqYNKyCgBffiG2ie5pgHR9ZFESL0NnQgkEwpLMNnTjYiiP7ZoWkzq7atQRUvuWrecliVZ6GzZiVvzmO6FhBeDZ_nmoaauNaC-swtO6GwhHNBjUPtaWenckdBCp4MwtB3KekZgiB7CqJy-y0_vokV8KaxQwGtQGFNC8ihcx7HOK-LTMkmQ1l5JvezXLXX2ogmh28R3GkRorifpd2F6zEgz0eK-HLGxjE-rqDlKMkwkII3116l1URq-tH8rh3W2-idQ6dc5NfC-ai1t-WFFeSvmiF5rOr5otKCtLar-nP4FOSNo4Q,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
134,فندق برقة,فندقبرقه,Point,21.756955,32.765259,21.756955,32.765259,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6VWWFadcfyd0cUSomlSskGTwRJYHONo9ghIUAKsW7mDSYffR0GEb-VzDyL7PReE_ActWfvqPWdCPOC1FV-TJBRdnruNruxK4foHWNPla6SwKg6ndg3JSyleVYZ4nBWhp1bPgA5xvNGXMvkHtilgNOZ0X-dCQzJzk9dJp4vFuvfnZIp7TUtD0PyntbDgjSwMrBS36AmMmOBFC_Mrb7mu7Q-u-pvAkdqPbOv_0S837GZ9uAjORv2IL-XsMY?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
135,فندق الهديل,فندقالهديل,Point,21.754296,32.763233,21.754296,32.763233,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
136,فندق بن يدر,فندقبنيدر,Point,9.49361,30.13057,9.49361,30.13057,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v4Pqhu37KZyRDdXon9nZE5H9i1sEdL4h3JyrSE0lVYrMmBvPbY17vi5jZ1A-n2SM2B4Z1RNZ_RZexYXrmq7G4Wr5eAcql1dKO8MtihOZAQI9BUOvOPFynHLHemabJvtU2wsLRNEmV6ENurVNIhFNIYb0o5RaYz2cM8m-scjQ2hKuyCjVrNyf_91LyNRhDTgUQHxRTtgdZM10FsiHyglLtjOjW4WhK0DygZP9jiA_TDxvI7s7V8ooF1z3Qe3b5QExVPpG_33eQidyeB9JFDQVYWjlXn3gzdaE8EnFFybZlch2kZ3B6x_rWlWWUV8As0ixS5MHlJSmm0bl73BTQkOoyZYrhRkF85I0JQ6fr-FwS3PFIHr-3UIqgGXS77Hzz2Cv4feLXRK6tsQXUFuxlXMxBAqKYOCBSNlD-hBk7CfSsUgFIQkCtiqhZ6-VuUNkh3JD1z1P-MLGq6ahRYaWPjYH65TBmu_ucUWYt_c7VfrGW5cnB5Wp5lrUWyVVNW-dNxiTSiPzfwAbhlzJ_4s_kVrTDjp2Kdf812DcvNRCDEj3wwJLHsfCrvf-8rDuZd2I7LBX31SdFv1EDcjp8Wpo1EvH8eTjnJZC_XgYSkVwJhq5WgYoAnyx5qrDjETaezt9SAjuw_98qsBF7PgujyosX9O7QAXGg-BiQMMLibINwAZroz7On4t0WvC0vUx1k-wf4dZDq1-0CI_8rlYNDiBTBvHdveduMMP6A,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
137,فندق نجوم غدامس,فندقنجومغدامس,Point,9.492807,30.130444,9.492807,30.130444,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v7GbJ3gkz_EFPUFgeY95efyXUl8BgIjJsYh5-BhZsg6ssI-3-4fAgDTpAiNbmwMHsfbb8YfiBlMYZu-ES50m7SDScysyBv5tB7Ttav4NfpbDA_v35CoyuQUP_8B5bwcQeJEic0pfAB_SK3ZzBVQZMdQcM39fcRdHoI5cD-WeCCfYjEkfaTiy-hh1uMsw3xAgFIplNvT8LP0M0tW7V14l4ZdZ6UG2VJ0hpIfRjRYlaCBo_sblPKcF4XEhIo-ax2bJfbpJND5_pnT9opvoHtc3HUtoFyWfiBlLyeIMr3zmXPWaKO2O6Nwe1TZSGgKy9GYe9XRplPt-Tk7eypOiDPWu7hSmRDWHSJkoJ3SPj6oO9EmPmZtoB4SgftZmjNQBmHbJkzfRBA_9bM3XZXy_Z70wRqyqsFVEdqqd1J36qBoAXPBb-n6Tb1QhfMDVsts-V3BLm3wSUkseQdUBpgCBihPP8zz8Vk-u-B0OL5DqZO0TGQgtop4OtD7fywW4VLAbHW9peawW0u0PWzCAocRMe7gDEScMZYLaZbxX50xuW0ETvyZmTLyy4YK0NDEN42BJ9mOCdZ6secE7bfCCEvQUCr7fMC7o0e3goRZEIuaq1q5Hlc6_cMk8f1hKvtrZ73WmkS7da74R13YwV7FvnGrRHIkpqlOqSysDwOTnEiNJvev5iAHhduHFHrBLohLYsk96pbhJn3WUBETtsjFgpGVZVZEURg87AnA8VTJtM7KKRcewUJXL0FAlbOELKS7teIUV-0c5CuFJSVJtoqI8lEMW_8O6it_dp5OGb2fo0F_RatyvEArY24maDIGN272pvgzY0glkkGyct1MxIf3qpAKV28PO4c1_eaSq9uXPe6Xn6kckQWH3Cm-4SLsbSEAop3zI52YtdxICFFdGgEqaVnS2CRl3TSMK6ZdqOrXjxnEydPhKRtDUQP9tIFXX6fNLRs6qARTFXzSoBCdBKNDhVQIyBRfBfRguygtH-Uu19RROg7Bl245cO-0Ur8tvdCQrp_pE8m-a7yemGcxnY6aJRfHs92CMeFD0p0m2HhcjDuaSWZDR6G30BbLdXsFxOu5bIWdmB00gnA4qUr3bLVq5I2lQDxyBNLjIRb9mZJIG-NYAI-qSMC3VjjQ5bs0oEaWtXPTnBjMui4fT4raqGHh16cRmn5AceUqkmT0u5noTp_H33zF4286HGsYCdrabtHBnvvj6Y4FuTjeEasX1aiwRrgREt7Xg_weoPl5gr4j0eZuC0Tk7gH9ShTmMPBt9Zqqv0iaL3_o5B153s20GAwYXDFFoZDViqq-Nn4KcDYrNUvbsjw_PZlhCdFOHJw_2eluB534Vh566CWl5-Wo2DDEN1x8eHehGr42Pm5KDbUrIZqcA74MdEdu1LbDTlbbMcWBhScT4gyzwQW4pf7dwYAHvvPH2qDPie14pHHayhHtr0bo3PjxjhfexitFd6K7Sxb0i-lHhAYpb5ZtYfRk6FED8SJgh2MQsOhBG9HgVIbpT2XEB_eEw7FSbTb7kQ1sknNjdPE3g6SgIeDq1Xl0V2ozA52TyYMfGznAMFZSqsRFqS5--bIlFVYriLdvkApNUH8UMwq7ZnMMTmVPeA3H7_vvXU9G-fSMz2KIImlLq_AHxAaiz-5mphVAwQperJ-SPHqbQk_LgDpJjGZ5XBsFIywCMVBJOjWbasNQsuKRWdYC0V6XRXmnnv55iTnhHtg-ZOiCGX1fh1HceucFmz6Gse21MnqvqQ2oap_rU_3-hOGr,temporary_remote_not_displayed,#icon-1899-0288D1,الفنادق,duplicate_name,unique,recovered_parser_used,
138,Hotel bab al fatah,hotelbabalfatah,Point,9.495953,30.129669,9.495953,30.129669,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
139,فندق فكتوريا,فندقفكتوريا,Point,13.1943866,32.8913655,13.1943866,32.8913655,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v6X255qfWiDHHaM5hnjlWuSFK9hYQ_pfPLUz2cEl43FzYQ4JVDQHfmduXF5njUtsDPCDtR0advgv1TzSlePfKH85ee725AtsHonUt-8vlYiA9RsQAHp-kk7YIUpEV2d-YNdRWwNjVUKsX715ot96uDEhkpBaXrK0GueILkI_ikWAVS_cwqmVrz7ZFc8e17VZJNRPvce7F1CJ61FgdRC7YDWDU-qDulxur2QlASIIQ4fbfzX_SmbKdFbhX7gWGut_wmsnhdZaKz4PBEtO2pCrvBk5bwGdk4sZm3ye8AcW4VgeDb_BA7auAGMIf84lUbsLr3Gk3m9wLVI7BSuuPpx6IR01KnxWrGxm14NS4QsIy0oOQRUVJTgLr7bg_tgyOZEjlBR32IGb6ylmIH5HK8oRv_SRUrlG4RmHm-N4o_Uwf2TWF2Xx5upK0hIQcdu6XrPmzctTk4c1lpKge1QBRP9JDN5V9QR2fhn3y93kT8Lc2VcXZ9VD6i7LWUlE8YB1m2QUdrVxbVFa6L4Vdrx2Jo-japbElti88QkNmTBbFq5gP9mcb-7Mz9A_YL1gq67n7mJPtMBB_IafGW-Te0Ua12sRh-cFL_HwonI1V1JAXTniVtC3zbHnQ9vIKfHVA2xkoin8c1IEJxrLubpzaGBr5gtSeviXxPyOMKCXj-UfMZbeeweVoVDXJBFipsFX_OksFfEzTVUaF7gs0aXcfYcT228BAxwO-0HiH5N1yCgElS0Hw4n5nwObaqJ_0GNq6RJRAYxkuxfa7iEge-vj6lCjvmMzM9DPLagtcwcQemXVesoo_ZHG7GR_iJ2SyfBlGIs1LMRGqZVcQK_b0s_DwzJkDMGWGXFk6CY7f0pCRrE0bv4JvqRr9BEyesyDh89Wru5CIFmtQZn3oJ5Shn8st5aOIcTKnpOlzurt1PBKg4eC8mGKuTyk-yG1l8aDeXBtPZGEUi2pCVhrA1_7jkcs38XdOrCpT3AUGfcIQYApaF8IKPvh1ZXsQNzGu07tWUy9FlCJudW7x5GZZhGnhgFLNnNOYSpkRJ0d_20_3jhdL_5MOkEA4cbi3hdpwRvpQCmN5wYsl4WGPbeTe8Hor5VA5eNToa0ts5qaNuV7GP0WGnfYppglqlo7s4MsCEh0pT6TEWrehFOVvtcXZKsEsQ3SYCUvms-6H97wgQ-TpOw69y38mEuKl8Yixb3p3SuQvHZ7himDtcG-z3DiWh9sXggHmYbVxG-7q0J9IX2WKoACybni7n2QjlJtwHeKh98yixEFhli6NludaCGBkzoIiIGLuqLd1zZYOQNCgXCv2VtMJ0-XV037SoT4qbIENuBovxfeyrwelAdPHuGWPJkqHcCjWcRg0tgTUrzEYw51QPEZO8vkY-61HXN18BXDj3BoozCBmrz1yPazbK0Gu_zLj-aqL62atH9AQiHkGobxGuvXvDZCQhquIqmSoyCN668umP5p0dl1Hax3ORFtLiHl8YnhUTN8aPNAn3rJ9c78OgH7-JvAXzcbcH8-SiZ9xfmttz8BNPmjUmSZRDvo1BJPzAK8TtXxcVfCwtX-XReUqJLa0BRarKU923nbf53n3lcQ3ngqQHYm1Aov_z-16WmXihCXnqW2yCedlnNavb5JW2sA1zUXdmhG2AkAoiZFM_LJVfzBPMxiSJtC5FRNQO1ETQL-717wlJ0qT6_NXt9bvtk9CAGgom-Wa80x84rD6otHEnCNL8oNGd6g2xUpUcJE45A7j6GFG1NMjN7Eshouw,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
140,فندق الطاووس,فندقالطاووس,Point,13.3175408,32.8737835,13.3175408,32.8737835,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6XqG20uA0DIS-3KdTtB6jIGVGdin-fsUVIOMbOwd6-n4W5Y9Ek9MDwlHAFKbB7BqlglE_iL62nlyyErshGV-6Jp3VIUck86YNx7nM3VQLo-cCQOeSZ3yq_RruzeSpfXogOV5tc8wClzu--r-5bKhLEdX07Ep4-cTxPN3--DaKctIhu9gSZGtrF4x1YEXyYBQYYO89HV0bk-fQvriKtzIsW3Fa7imXMCzB8qrP9q1L4064GLfZQLaxjYug?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
141,فندق المهاري,فندقالمهاري,Point,13.1997894,32.8960393,13.1997894,32.8960393,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v549DGTKp9A7cPAcMLf-NDwE5EKVqIhRvgGrAYjqnW5IRzIvzSMYvF0Q3-nuQ4mek0XxoRuIb8ZYwyRRhgzdVdrkQcY1dMpgHa5qhubUu-QBnQbm_pSC314gzU2doZ8e6aVJHzJbNbrze5dmDrceEmkRRRSb6F0IzkGOD8d8XI89BP3_7YAZpexH9iUA1Bqwb4hmAL7_IisI3_on8eXbbSHY0bU8dA5YO0mYcJFzr4oH10t91CVTOpTRlNIaAmiPtVM3sPHkuxYR4djF595oueMjezDC4lnkVQOSc_J1y0JUX4YvP9-fZ8UJ0Fx6DUPNp5NMJuJjJtK37D87Z3OWpmpqRJv06WYraE3C2VqcUaaD0j6G3susGIYFJBFoJzRbdbEM3Xrw0lytN_KVMBws6TMeu3YZ6yBNrbr_J5HTJSImawCsLU3PZpGuRA5eRWMnpM5iw4R9etiHWRDSXfKfaR2U9rvPdkUE-xOpm4nMadX--3uuSzL1ZwQ-1YwpxvHnw1cmtOTPB5eYIZ7huqDflTrS7Swtkj5qJKiNxRPhinZ8JkK5Bcmfz9IkRMH0vfKEhlP_MzX9nlnvHORbcH-1z9IszklKdd7e3ruacjp2f2TXuKgRbL6ngC1Cskl12Umf4iB-8J449-hJcA0BC9atQcoNpECUyjLKzl_G3S8o4yZy_W3LKDBgv-vwS8fkVYf8hEBqAXtpAzLVmaCq4WQ3niFRkCLdQ,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
142,فندق الودان,فندقالودان,Point,13.1909208,32.893187,13.1909208,32.893187,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5i3w7plohA9aAQmtuyz71jHCngeVjRi9wbe6n7VFLv2EIGDphox6uxSb6QcdDXTaCFG-TVVh3yrwZj-ICEDNfCATkFxg-r3kHRSQ2XDx3xMnxi3nDtea7a_mvNoTAv7FcA5wTjNIONSGbwDRskpoB8nUiOJHDm-WZY8NzAIBXeemF3Zsqe7R7XQ4e6Pe6SDaRC08cbNoD3GgFpJlSNS7CKbiWDolKMBzKUqwSLaOwuV624u8Ho7gi9Vyc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
143,فندق بلازما,فندقبلازما,Point,13.163972,32.885667,13.163972,32.885667,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v6me9GMRtVkIs49BtESyAotP7HnJIOOT6Hb07sbXhkisKmFtyy52tNbtjW6-GdpdIWjkhfRuuxcWWAfmOpD_-Tff9Q1xlsD6os9uiKbtoRtjVmY-os9M5uk0SMJRNjMe94PweWMrrnfRsJj6hNxOSQ3uvECyfr3loTlYY0C07yVwoC9FuE-LeHihn7lEqMOQ2V1fllyKM7DL1kGTyycOa7EtlZN7CKGhAOouQKjD6PNj6UBQ8Pgn4ncyEj9ojguDqZKArrs9CeQ_QQWJEQ3eWzNeEIbXFjtQ4HTtZpvJZdRUIna-RDQ_wrvStQPqTVR9PZRJ_0KHNvk-0clSKCXBDusgTV8yIsVmd4gFlNwOQJ_YKfebu2MFw_XhI6E3ETXXI6OdLBWrTRMbLVoq3BnIUsiCzddViHUYrRIdvr6w2uGE-nLWz1KmgJoUt3Bxf2pdBtTrugqWgy_XudXuFqXi3dmGEnzvISaWL3iOQvf4tQAOb-jQjLHW66TgtFnO-uOvktKDqmX0Mj1wGvQLm496CR6tTHvHF5lFswYRSu9x17z6Mw-KLL_j0zt1QSpC40ff9AwiopvIpt-Y2bspsIICsd2sml6NuYu0nv09Hzd5GPkbgQg3C5c-R5n-HRWe_iqhjxhvGRppLeo_bL_6UDxTs7yy0VnKtmVqcekuvzxLAcfKytCIgc2yKMJqso8l_f83zHQIShuFscqrlJ6fvGtLF6V7epA,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
144,فندق دار السلام,فندقدارالسلام,Point,23.968133,32.073038,23.968133,32.073038,0,valid,available,https://lh3.googleusercontent.com/umsh/AN6v0v7ezU8pUUatnnOLTnRmLJhKDiOjyxoQ9xjFM2obcayyW8Kz7WPWsV7nkGryKJixnsiJBaU7hGcLYfONneUSy1v476Fv-ljrAKTGAqRNdsYCRQUQNu2jW5gfEaOIY5peBN5rXe20yvItB6YAr22oJg6JORm8Q0nCHZnyxM5pw__DZRgtRhlhStCpJctezwp2g0pvg59iZYEZFwcuXqiN_Me5db4QXkeS-D-1NBW08Knnb4i0pDNQzWoyd-o7rEwoMx5Gnpk9bDbSUA3JOUlsP2kspv-A-YZfPhEmfkJsG_dwYJBaeWTyFZFlx8_g9o9A1tuVisrJsv-nfHOJsi6So86WAbWiObXsBPnXQlzlzs5s6brjjPBPSdxa2BINA8UsB1uYA7jt1hwm8CMZgq-q79wTSVff4Z89CZaZImsznCQO2fVdoNfd8c9ofw1IRRMEl0QwM7MPc84ZLSmPUYwjB58xhMrkSVUKB_Uj1b2AruAkVxbneYCR2Ce_lZ4r9p18P7wLqjly2H4f0v8yfxltVMXb8HysorNtjEUkzNZU_mIoNE7cue0OjlUOwwPOhFfKylM-xA7caTk0GvG9DfmsUqLh4y8tlNNvQCgzk69BPxDd1TEqCVIpkjtD__M10hQUPKdmFkH9ttHC1jWCXAStlGp6G9voix0QmSuq7bAufl1OYBJX-Rfnv1C2h6Evqs5c-ZzSHv_aId2BIo8pOIKFGy4h84zK,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
145,فندق سان جورج,فندقسانجورج,Point,23.9734318,32.0798526,23.9734318,32.0798526,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6kjqJjytC95q1Qbsj91p3mYQlGfDG6mF8KeW8HnMOQyeEJvjLgeZ05UHizhlQhTDVwAQgZGjb3C9TLPe9rROXPE0_7xvC5OLWMyVJbyKyComLXsyWf7QytHxDIrmTTWCCwubuoSglrh38aT_RSks-GYlfdWLxJO7oLDpmEV9hvaeoKULM7TCfHJlGL8bu1rlwWhB-4F7nlleJpHavavXh2RTXv2ZSJt0ArNuT4XyYzTRs_dEg_gGMDZ2M?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
146,فندق الحسنين الكبير,فندقالحسنينالكبير,Point,14.251271,32.643382,14.251271,32.643382,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7M2s3rBm5QF9z3xVwlgvzWgPw1AKk_aJxgQW9On9x44AoTp9zotJ1uPn_b3iSV-U_SLFKR4TuIWJzXgv2K7bGCCJSpeqFan1Id0q7uxf2v12vJqQHzYgAWchE39PeMgGiz-XFkDIL6_A-wiPt8ugn9xJzuPe17-8mXzBlV4ixClrw3JfBHjOCZIbkHqQiLOqVccHms7koIo3tsq8E9h-xb1_Q-UcvCbPaJrJFcF-sWLSEmARdRpUpcGMo?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
147,بيوت الشباب,بيوتالشباب,Point,21.863206,32.812983,21.863206,32.812983,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5bFEuVMzwRHSLLGDQ4xCPXG1f6u6YaBRtqx-RFvMK5E-tMN2xFE3R6Pnv7R0S2QhjKnFAdK_Wh_KVInkHoDEfSgXxLsBc6XPq0Xi5sG8Me_kv6smSAkFt64I2oz53NQ6cN0p9KZDeCd8zkcENiXHK7nGJHvsruXiMQKyMeJYUBv-BjuL_PjUB4aMfWN68Beb7lZO7kFVHEXrXC37p-95H4TRM5AmFxDfHhYKdsS7OXThnqB0z3ljMUXnk?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
148,فندق بلاغراي السياحي ( التلال سابقا ),فندقبلاغرايالسياحيالتلالسابقا,Point,21.7177134,32.7617367,21.7177134,32.7617367,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7pqUYPkZGTIizv5AAP4x-sbcBT1A3HnKnJpIg6epbATXbY0t3MLGD-Qm5Xv2NpPQ9V2BW9EuByZqPoGqhCz7nEMzyDH4LAeVlS7fGnlEKE_KM-TSBbNbWTjdQG3K8c-L9ldPtwh0o9U94CPHGXU7ZRzBb_X35SfwHYVuIQ47NRUQCq1CuEfD_JB57m_DYbxrPB2W8YMVFvdchCJ6pjP_SHM-ByYd9HTXxcrIkAANe0jWxufpaZSQnB91Y?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
