source_index,source_name,normalized_name,geometry_type,longitude,latitude,centroid_longitude,centroid_latitude,polygon_vertices,geometry_status,description_status,image_url,image_status,style_url,folder,duplicate_name_status,duplicate_geometry_status,xml_recovery_status,notes
218,فندق أجنحة قرطاج,فندقاجنحهقرطاج,Point,13.177596,32.890884,13.177596,32.890884,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5eD3Fzj1C7frqgPjPGHj8T60ozj2XM7lAb8QYEdQ8Dsoct2AASI5zNB3jXlSyy2LxaYkIY3YyIC45Aan0EGih3zTR3B_iSVBoBMMSS4k9tGEBeYEDqDBcr_hzuFscxvsB8wzxHL0ZwUSlgMoPyWvZEXAqVgETieaybCQL3guwV7m-Wq6H2borVAiTERNlDuyQZmaLCQMDy89G9Br3v_Yr3ZfhcXCOyxPCh-8i0xNw2CknrtHQm6tGFIro?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
219,فندق أفريقيا,فندقافريقيا,Point,15.092281,32.378033,15.092281,32.378033,0,valid,available,,no_image,#icon-1899-AFB42B,الفنادق,duplicate_name,unique,recovered_parser_used,
220,فندق أوال,فندقاوال,Point,13.172092,32.888885,13.172092,32.888885,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6NeDY5Fsi8HKtFDs_4xse3I449rZh0AxU_e1oInYfcEn0MmdTSS4UNSrg-RGlZgWbH5TbUn5vShzVmzVkrU7vlU93D1ziQ-XojP5Dhv2C4BIChVMmgQB0SEiNdj8rxcK92iw37sDYMM79zotwqFSGOK23QrBEyul3XmkxmdEn5gLyO1Hog2bsvmFNgQBmoEc2QCsX7GxeKtbGCKfA9Ey8wqaK0InafQqjpb0VFdSAVuC5sFTESVwrkm3A?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
221,فندق باب البحر,فندقبابالبحر,Point,13.165054,32.894688,13.165054,32.894688,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7jTNCAOxjjO7pBhaV_6Eow2e_mc5xE5DRIycWPacrmCx10U7MWhu-2dyYXYZbAcDaEdx4KCBQtJa6ptXFUnMoQSevYtacwgGjpP6e_Qw184krFQ82mSSqJTrDvMU8TCuiQLhq2BbOam9vgBS6JAoanei949Qxr7RonGlnVeIjO4310xWC9xwWRbbDn-6yMPBUAffFzPgI_3fS9ife3QZEp7Ill6V45rO25eIJ4xhGAvc_4wbJDGrSo21U?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
222,فندق بلازما,فندقبلازما,Point,13.163955,32.88559,13.163955,32.88559,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4-ZEShfnkLVMT7Xpq5Ycav-YklDqcyxN6T18FY__mcBeu0wOKoEsk5yzbQiafcXt-JR3hS4FY6gSXy1lhhnPqQHsgDlHXsAuu8Xo8-kjp8jl7db3qiRXypcJZK99aoepomnBfmitRGYp86KRRflx-ClV853hoz4vs3R_L9S6GJoZSyuGBu4zwHH2TDBPOWQE_T6LIUknwGN4clx6KlOHy14P3O2Gbi065e3n2xvmeV_4PqUCC5L7sC7oo?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
223,فندق بن يدر,فندقبنيدر,Point,9.493617,30.130571,9.493617,30.130571,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR41HJbw-2QRD1iXW2zLk1g5iumR9LhaaD1Kg3wId2_JZDfwvv7Mvj0dKAhbsfCFY2qlxOw5LSj5He0q6Rs1LkBNRQhnsbcWVcNSwrouVHiB5DMf8XaF_vwxRHP1g2qx0J0GdAdz2q6zzZVNY7-OXurfPVEGaso_IA_GFDO3Xi4AczwQK5H8OW0SNidozMzdQoOUAu5u5SJ3UlqqvZei7GR6hufVvs6Z56SkoQobnax1bMOLmyp9xWGAwgE?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
224,فندق بنت السيد,فندقبنتالسيد,Point,13.175939,32.900146,13.175939,32.900146,0,valid,available,,no_image,#icon-1899-0288D1,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
225,فندق بودلغوسة,فندقبودلغوسه,Point,13.178583,32.894421,13.178583,32.894421,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
226,فندق بيت الأمان,فندقبيتالامان,Point,13.1922573,32.8904901,13.1922573,32.8904901,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6Kh0ZEscE1IdhQr57qjgDpsG3LRG7Fv9ysSKUYH7rw3gQks_8pdc6Vv4_CxhZqO6Gi8-lVoVfSTY7klNyXU4lWh0xP7qWXQlS_VxWha97kpJcHCZ2GbR3m6f-6qPa5PlYRkSrjt6clqUo4hHXHjubKg9K3FxwawGL3pMPagAEyPna5sVwcnjq-V6_FE6TYj_zKd2LHj_fZxn9WBF69Mmc-mpqdGL3a6gEF7f3lYF2Ekp2_g4u14lbxyUo?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
227,فندق بيت الشرق,فندقبيتالشرق,Point,13.1723136,32.8923696,13.1723136,32.8923696,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
228,فندق تابكت,فندقتابكت,Point,15.084174,32.373779,15.084174,32.373779,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
229,فندق توباكتس,فندقتوباكتس,Point,13.16473,32.88607,13.16473,32.88607,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6FlPDUqPNGnpTSqtpIOkaVmHI8PjVda59frCBMojWoXMW2V632KD5DA6dSAU8zkscHA7g11gQA1w3N4xYv5KEqRJsjmcrwCPVWh5jLrj49wxFUCJV-rLQ1cKvDa-uvP1FW-xy7_ZzBa1yJM07o67-NhII760IPy-zzwqFXHFOdYneT0CcHeqlwYoTZbl5gdOtOXXR_HGhh6RTNQwfKhCbX1R38U48C-xjYvDOsBKm5ydRRUH8_5wzLT0I?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
230,فندق جي دبليو ماريوت,فندقجيدبليوماريوت,Point,13.164378,32.89019,13.164378,32.89019,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR57okGw6kG8IPTNfkm7OsbGbripkfIUrq6qXI-A4kMPWDXG_vs1j48PQxp7dRU-JpNOMV9JtpEn6-sFMjnmtpgSLn1JeNUYyHulIcDdNFlDpNjhHaWpoIGnjSOfRueghwZqoqZxwZpOtuBnr8uwHJ8y7Ykvcp2E0cFYpUcO8j35hkYW1n1x4ruzLyN5WrEbw_HqilzHkrFhmAIfvFn93gZ8vnHL2IZ1aAihBx-O_Z-jPqYcpgNR9DSDqVQ?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
231,فندق دار غدامس,فندقدارغدامس,Point,9.4908575,30.1142113,9.4908575,30.1142113,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7chGRLyiabGA_SY-rJxc4FaOnNV6t5VIYbUKOZ9mkS4RYi8fNztRDylRuSaNtloycZp_fm5T4pyeHKucOUl9xXamZgMtXuRRTYkA08keX5uKJWaIV2LubPaL8IbvL4ruiPgAKuABL_zDT15Eo8lsqCjdbIP2ioATTTr8vN7AQHh8tbEzbvB5f7dPFyHnfNfau464hwQSL_0H5Ekh0DFoZBDIb499aQV8EFWJyCUNSYrEisCFuoHbMbFdw?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
232,فندق ديار الهناء,فندقديارالهناء,Point,15.0905614,32.3781743,15.0905614,32.3781743,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR57nW8EiObgyGilcsDe7_fCCosiZTM7ppI0SGt7yWr-b5SFkp3gsKdZ6tIiQxrCrQ5VP0P0LZXIcvrKOgb2CVq3O5ftvS_jZHsptWm5ZuRqmqyjSUM21ubaFznKUqGPWLi7mic1EsGTy49AaWYRQ9Dk52RMybbdZ9WVA0pg2RQ1pDE8eSU8ANPrHvd3RE0DaTT6JSRsKse6PIoiuzGfAFKS9Gv3c0bPgPY4KOayEolvyX3gHmdt8Gs6DSQ?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
233,فندق ليبوس,فندقليبوس,Point,13.206903,32.897114,13.206903,32.897114,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6HYc-Yy3S0VBxEZThVbFKAc8rFOHntvcQSbu6sRzt-HJgSZ2FNt7Q0uu0LtRoYk5Mc9LHCawDuqHsmCtKLmcOjGTbPv7e6CQ5fmekBZ9KalpgqmqWEYC87hYAdHcOPkybAIipv41dngLmNf91nNGKKnt8OePRmtvKfQNQHVTn7iAZ5kJ1wo9rlL1UBO0IprZq69PmMgqzYqhz5eQIBzvef3w4XfkEgN2clZ33IyETAMETyhvEIpWV2sZk?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,duplicate_geometry,recovered_parser_used,
234,فندق ريكسوس,فندقريكسوس,Point,13.193808,32.859509,13.193808,32.859509,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5SD9CY0LBW6pvommh95oaLkNL4ormQ8cXWeRMGizUs4z-Rp6SIc5ZAqVyP7ccZIhc-WyXrPN3l3U9WWFCFmiS8ydKrC4xT56Kt7se6FRLmXbWcX1vd_D-WCjgFIySz2rp4xF2Zoq-agj6sNzyP2K53Qs5qfW9mcTW8mRoGO37eHLrWrngUDz3rBzd2aCRBOfinZPulGdBb8Zblyawln0mLSYRfjOwg_muSnt1G5-s596FKaqUYP5ucj1c?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
235,فندق زليتن,فندقزليتن,Point,14.559985,32.475266,14.559985,32.475266,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5rqXUyJMzlfu3NQTqR1TLny_fjRwBGwcor4_8NJ6lWiwOFwmXznzuj3sOWAGnHu2zJImGY1zbicKRZXaY-PV5DEyO-W4QfWlbi8f_08hYynxdCgougva8G7M_lmXnmWCroTPAqDVI8ExFQ-hdhh4qF7UUCEhVY-3_NPCzFfpkw_7CXsQ2-KzIHKmSLTz0T1pX3NmsiWaPfCAvFstaxbenhvZIzeyV5yuQ5gO-MPmauwu2wRB5_JuBCsao?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
236,فندق زميت,فندقزميت,Point,13.175705,32.899632,13.175705,32.899632,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7RS6jFBr3lDw-oL8hNN-nJPzPJFza1Bc0gbURC8vFYEaY_LQGF2frOvBQEhDlk213HkH8tozK1ClOpdOAytzNqPwWWsge6UccDOjtNtSQ_3SmYArC4EleKg5vlXp9uzjIehYZAIs6S7pnkvYooMefu3hftGeO2qZFAShMxj5WOg1BKCuK4pxJEM0bQwFFny_IUcdYf5mSt6FclfIFVPpeCFXoSH8_DvJ1CAvuHs3oJf3_9CDnJSBYVF68?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
237,فندق زهرة الخليج,فندقزهرهالخليج,Point,13.171682,32.893105,13.171682,32.893105,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
238,فندق زوارة,فندقزواره,Point,12.099145,32.92326,12.099145,32.92326,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4ADMqD9m88pvkYB1SKHBLPGHlhMsUum9cbEmX3kmzHB49G4NvVqLSUkXAQiZh3dCz48BneUhIjrL7ZJBzgp_Dkc_jQo62TCvZqmvMqflEJn2ZEnzN1LwtxDAmq_6bT2nLcmjMSFfWdEp42J3SonmpDKJkjZikInGpVG-6EAKSytgBBmQksuL30vJtN_qpIB9-Mte_-h9rhUL0J-vehxVoh44lweQ9lwevqXzinWxhTfVe2G_i58HJS5JU?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
239,فندق سرايا الليبو,فندقسراياالليبو,Point,13.179074,32.893341,13.179074,32.893341,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
240,فندق سفاري,فندقسفاري,Point,15.1019467,32.3736977,15.1019467,32.3736977,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR61stkUyv8r9pllb0K6t5Qc1anK5Azn24qMynIKs9zoc2Se3LcevQ0gqO6dYefO0J5jVkEiBGvauz3NRS57vnONehBE66wf_cfq9Depw8sWKMaoDeyLvPkl-kHH8J5rxcxHUFc-aGBysKNqBRBtBxpVtwAVED5_ach8KfgglDXAxnj6UHaikexXUPV07SXDJIkjIrjCdj0_PA9k3TSlrM_VfEax3PR93uyw19PEB8CtpPBocUakiXLtow4?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
241,فندق سفاري 2,فندقسفاري2,Point,15.04225,32.351223,15.04225,32.351223,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7ohF-YwrWui3HBpqFTDizdQgqRs4Q-Djt8nuk_X3XiCug2AUChFisGUaoy8GgG2bipw_7CRQiij9vteadeSV3bqTTQice727gAgkdi9QiSJSXVNfOyEzg8hZd_y_nPGVBuscSeYdZKHARAtV5ACdRAoCCdJOShAzr8sC07TFo9iyd7Z3ISWNLLvpKiL1BMrq95a2IcI01Vx0fy0ZbP7I_YmvEO_a9dfDblqaj7AB3aFtrMdmg6fy5uTjc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
242,فندق سفيروس,فندقسفيروس,Point,14.250641,32.644596,14.250641,32.644596,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6oSxxoKoiEsMjUyzT7RYWz0UXjZDu41Rv-sFdiTm7YBZWJKdxpV1dgEX9rTWOWoYy6T0OfnUUWsJUWQut6TKOSVmh78kRivxUvPRV55m3b68ccZ0ILxRcpQj_RMIPz6l45DbmlyB2cZW0S5L3EChDLgvSeyAteI2C86MzMd3R9mBMuUowb1FnYpTEa8noxgL0wB9q4KZzGJ7iD4TR9HFceujnxpOc1Q-3NZjTcGnzjktZl29YClBGb5iw?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,duplicate_geometry,recovered_parser_used,
243,فندق شروق افريقيا,فندقشروقافريقيا,Point,13.182145,32.890488,13.182145,32.890488,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
244,فندق صحارى ليبيا,فندقصحاريليبيا,Point,13.162944,32.885353,13.162944,32.885353,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
245,فندق ضيافة ونيس,فندقضيافهونيس,Point,13.173898,32.674606,13.173898,32.674606,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6SZSK4oWe8D784ZJw35Oe8oVHyMmv7eTwJlOwJLJ7DcFMJQy8_4cOTPN5dGtPwL4m0soAFkyuxljAC2ASBQ802DUaS2i2Vj7fRdWd99BoCQa07x9JEWNNEJwbvP5jP_JTb21lTwo89osoCmKaoet35FGeFnt6pQ6c7dQRA-sOTC6s0aboZZLRHNPcaFnUHDzujrkHtUJ_p3jwJWdeyNERcWP06msojvLv9bgqBYr7pW7N1B0Bu9p36m8o?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
246,فندق طرابلس الدولي,فندقطرابلسالدولي,Point,13.1751286,32.8899351,13.1751286,32.8899351,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6VralTsuQBHIbp0W9AcNeZQKTVJEQAx64eL3Ep-xWNAIrGoAPqxeoR1awPjmTfMf_nP5R3OEgLahE0IzRpuMKa9SB7tAyg7aWD1yY6OdxIoG8gecKt16s7MRRlHpRYbhGpfY8VUvpNZJchInZTlxt1XJcekwQKzMJFJSwmL7JYN_-JDW6iynnc0SZLa44HG-93Oo6fTR2MIkDV0aOtnS2Swi24YXhIKp4xI74bF8eshfBOHXBCao8Kf8o?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
247,فندق طليطلة,فندقطليطله,Point,13.203761,32.892212,13.203761,32.892212,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5cHnG1zexEwK_044IuRhRF4h7DIqEeh_DqFV2i5OfpR0HE53U-nXzNSdhNUZJrcH3YdjqJ6vXE9LwLjoUfAqDF06bofAAuAr2iN2_SjHYYBVgUjHOnebmUbx2lPmtKgsMMKEILaMbSnU0tAlWA6dSA7YQJRT0XyvTWs_hm-xNL0TLAp6Ws3eMrYy6doVtUfmVjWL52YQE3zrofZWe9LbSedn2FbCyFxHlafZ7rD2PjsHr7iGoWXImXoGc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
248,فندق طيبة,فندقطيبه,Point,13.1718009,32.8919262,13.1718009,32.8919262,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4BegEgHdfQDIOo4lLsBCX4In8JCj4Bv4nzgAi9Nox_lHeT7G1ew_xKH_fkf5L6-SyNjm2s_YhiEeN1QVvavnDXwCWWVB0MQ7bXCtbbvk7b95Q0asBJxnKlnTjZe-UQPTXAczelUPEbCL3HFUnq1IjuvXus8IiglvGVV7cgUAc_fPqKWWVqiRAHyCWL1s2jcrOCOX21Y-g8IupAPrXSB06KqkOGvLtwdKbiZziGp4SGV8ToIgqApVBu1rg?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
249,فندق عمير,فندقعمير,Point,13.1723443,32.8921759,13.1723443,32.8921759,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4A2j7tTVafKFxbOUqCKmmF-Dopko7qfcsoXnPPde4H9cBPr_3IAJetolraiSBsTsgTyQHG5Isxe7Mv7AuYg5bjA46A2BmlMYZo47ALvDz5M1S7t2ERLzskuF4ijuBMvSXPL_Qxj-XBd5Jzq-yrj905I1scW5Z0m9I8MUPzbKijCAje6qJUXirA7P2Zpc7WXG2UKO-Wan7Ws2YLUYRAayoTqTRYN_SohtOZsB-wEhaP7eLlIDB8VJRaC3g?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
250,فندق عين الفرس,فندقعينالفرس,Point,9.4961384,30.1342023,9.4961384,30.1342023,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4V1fq5TjVm1NkiEiw6pafEHpx0OUUJPtJwt1t8s6n_tFvCktxE-RdbSwsE8k0O8Lq2XdqfSKWYRWqrWrJVYL7H1yzDf-rZginlxdRwKxJrjrpu05ICP0X6v0Z2vL8XEgt2LbHHPyOP7jThrDxbUoMKNGBDCeZng_cWfzfXgmS7iH2t8vYr_MB4Ed1g0xijko_lPpKKpVHhpyHQ64rBLWxrKMe87vCrXQerfw-YtiXoPpHZMWLEgrvfm2I?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
251,فندق غابة الكشافة,فندقغابهالكشافه,Point,12.315046,31.951923,12.315046,31.951923,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
252,فندق غريان السياحي,فندقغريانالسياحي,Point,13.030462,32.172661,13.030462,32.172661,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7BWtylsWps-UKI6VRUbBj4zqq5eQR-M3Sf21uCQwabPKwgAVN5BfrJqi_umVT1AHPgPQkxC9UEId3P3O_T9TqC0nnbkM-B5xNyxSpLp0i94zpX0RdZhvlnpwcwfrtIC14DhlUq5QRiqk8EqTDEPOz_cCGakERBCAGEtDnTSM4G9RnmuptG7OT-ag3l0immO5YR7VY9z1iSDmvSWbEZWc5ovssgREq_i56IsM_kvRzHD4H9Abs78U_FMQs?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
253,فندق قرطاج,فندققرطاج,Point,13.179976,32.889549,13.179976,32.889549,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4BiPxN66cYo6GvI2UHxvB9LSjzosUMu0ZZ1pQhWMX2m-x0fSqtCALutJP80Lhrk4WVPeNXWYVJKuqclST_Rkfcnv2fyBAwEE5Z5k1YTQh7z3uBKTBn0HR7VQdxocXmgB73edhGYts1RTyuT_dd_bE7GRsLhNROe9JknUMjdOtCwIJget9Q2hY_t04buaPO9yk3lMfNei1suLvyxJ-UCFgXsngxyNQxVfafAFcWOIZ47rxk83lJcFRNL2I?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
254,فندق قصر الظهرة,فندققصرالظهره,Point,13.193874,32.888687,13.193874,32.888687,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6Y5n7tU8Opf086c8PuHgNeN8qsQLfG6YDlYsCvnFKuWjZw4vQYdKH1huVwYJT-3cRFxTIYjOuOy4iCMASgtmLF58nA2tEWyDWtLJ9lYfTaZ02nyBi7eUubSpyqm0auanUTu6wg62Zby27vbfTmLEhbHSdJdVKdbrgDxznZisklxfPP_53o_x-DizvVPz22NYBFVcIBGemt5h1zkXvlXSymQAVd4Krd73sZ3j9ZhI2HT8_qtcuKR5BdmtQ?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
255,فندق قصر الفيروز,فندققصرالفيروز,Point,13.194599,32.853401,13.194599,32.853401,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6vlzCKL-V2jmCPWy7lZwJJWg6NxwbHrbRzZ4jprduqFprtw_ffKKzVY-ilbvOQKBKz-U1HCzCuOKIWqhDqEDRRvKulHpojrjbby1JpdN2kPkSWrY3g_2MF_FkUPIRbiQKCf7hRAeOnwItF3J_d0VwXLeSvGN4CZUN1AVLMwixpyrsfPvX9abW1mStP9h_5PWXbJ7rSyKJ7KaiEI2Rl24mMMYH0igPBotJQ5tRnW4RXe5RDAflOSkLkKpU?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
256,فندق قمر صبراتة,فندققمرصبراته,Point,12.486354,32.792946,12.486354,32.792946,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7m2VosYFWtANbb80ygydnOlxNi8NjF37za3F7tvEC8rWCtaWdCL-vrAgUyugIqHASnS3QGrtT1Vvied_53D7uUGwOPWVXnjOCLpKj33RuZHSgFjlo91kYtOJXYMdfMijxAXFUAlVMxplM_0cAZEn1wBkx1ZxIMIJCi_4UcuKUxPCbW_YUFLPIUmqadkHfywbpBDISDTd53TuJvzhaXZBNhDWJ2RBs2xLPCo8q0lxB6j2wvCL8Jf9meKdc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
257,فندق كونتنتال,فندقكونتنتال,Point,13.176499,32.890827,13.176499,32.890827,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
258,فندق لبدة السياحي الخمس,فندقلبدهالسياحيالخمس,Point,14.2789568,32.6404567,14.2789568,32.6404567,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5AHRdghqolJWLsJ71f33F_oA6v8yGLLld6v3EPAQR2W1mAiD_UJsVpzgAgfgXxvcTgIOQZ8Trg6pMARBkbAsxQNeosz38FjHGMVOJBGDTTqGFRtxDNrix73DlG3baOYbJnmB58eKbhVh1Q7UTX07_8ddHdAiNorx2xGFGCR6y-KultG1pCnSK1ptt93q8uPJRGMZMfmAdVxVRlGS8lx_Wuy7r1f14Gcnc12UX8vNZ33_jEibtQNiptsyU?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
259,فندق ليالي قرطاج,فندقلياليقرطاج,Point,13.175961,32.882137,13.175961,32.882137,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR70ClaWBJ2LQd0a1CtOdciePq-u8tQPVtxjuysI0Wk40F-B2sSTMqQHe25xwXITLVeo2Gu07kryMfa2P8jraTJ6VVg0TD76RYT9-xBv-LhnDXXmohReOIXpVS9BUHfBgDNiwmoxBH-swHM_dF8T-KfMQ-ZWbYaYRyuuQpb8cdZFtA3XkpuDpCc2Gd6iL2ZuUY5wiKhbPKb-vAWHGsb9sDynnATo9Gr4pB63H7o_kQaAG-zt2AbAV4du-kI?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
260,فندق ليبيا,فندقليبيا,Point,13.164703,32.887112,13.164703,32.887112,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7LQgWvaZPBckYBS102Jdti9RTdX3kVE07_pOAHLhQMeZ48P-fWh7koe-ijmsSv1dU0gZm2sGr-iXegM_2V3BTapVqDNY4Ww3aFNQCLvV50DZNhPcqNLE8TVTTPHPGqsUqt5OnQzbuPZp8eyrZcqGHHUHjDIx3npW0cNPymVxwWRdUcxF1QYETcA083ZwniG2_RJ53BCr5Fr2mPTejBCr6jgtZtIzT7aApzyXCAojDWauWSROmAxtpBzsY?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,duplicate_geometry,recovered_parser_used,
