id,name_ar,name_en,facility_type_code,municipality_ar,longitude,latitude,match_status,data_quality_status,data_completeness_percent,source_image_status
LY-ACC-RES-NAT-00063,Lancaster Al Salam Resort - منتجع لانكستر السلام,,tourist_resort,,12.3875354,32.8150919,new_feature,low,21,no_image
LY-ACC-RES-SAB-00004,مصيف اللوتس العائلي صبراتة,,family_resort,صبراتة,12.4009528,32.8137206,new_feature,low,29,no_image
LY-ACC-RES-NAT-00064,شاطئ تليل السياحي,,review_required,,12.4011661,32.8154572,new_feature,low,14,no_image
LY-ACC-RES-NAT-00065,مصيف اللؤلؤة تليل,,accommodation_resort_other,,12.4019474,32.8139626,new_feature,low,21,no_image
LY-ACC-RES-SAB-00005,مصيف النادي البحري العائلي صبراتة,,beach_resort,صبراتة,12.4067348,32.8151517,new_feature,low,29,no_image
LY-ACC-RES-NAT-00066,استراحات الفخامة صبراته,,review_required,,12.4063542,32.807409,new_feature,low,14,no_image
LY-ACC-RES-NAT-00067,إستراحة الجوهرة - تليل,,review_required,,12.4145468,32.8061987,new_feature,low,14,no_image
LY-ACC-RES-NAT-00068,استراحة رويال,,review_required,,12.4161248,32.8025006,new_feature,low,14,no_image
LY-ACC-RES-NAT-00069,استراحة تليل,,review_required,,12.42283,32.8050946,new_feature,low,14,no_image
LY-ACC-RES-NAT-00070,استراحة روندا,,review_required,,12.4269483,32.8040909,new_feature,low,14,no_image
LY-ACC-RES-BAY-00003,استراحة البيضاء,,review_required,البيضاء,12.4209751,32.8075063,new_feature,low,21,no_image
LY-ACC-RES-NAT-00071,إستراحة المنتزه تليل,,review_required,,12.4205464,32.8084013,new_feature,low,14,no_image
LY-ACC-RES-SAB-00006,استراحة القمر المضيء صبراتة تليل,,review_required,صبراتة,12.4217421,32.8071196,new_feature,low,21,no_image
LY-ACC-RES-NAT-00072,استراحه مرجان,,review_required,,12.4217749,32.8031531,new_feature,low,14,no_image
LY-ACC-RES-NAT-00073,استراحة ليالي تليل,,review_required,,12.4264262,32.8019585,new_feature,low,14,no_image
LY-ACC-RES-NAT-00074,استراحة ادم,,review_required,,12.4139155,32.8015064,new_feature,low,14,no_image
LY-ACC-RES-NAT-00075,إستراحة أبان,,review_required,,12.4099281,32.8039298,new_feature,low,14,no_image
LY-ACC-RES-NAT-00076,منتجع الفنار السياحي,,review_required,,12.4377412,32.8136943,new_feature,low,14,no_image
LY-ACC-RES-NAT-00077,مجموعة استراحات الجرف,,review_required,,12.4402091,32.8091986,new_feature,low,14,no_image
LY-ACC-RES-NAT-00078,إستراحة بيت الفخامه,,review_required,,12.4396211,32.8057571,new_feature,low,14,no_image
LY-ACC-RES-NAT-00079,استراحة قورينا,,review_required,,12.4450891,32.8106826,new_feature,low,14,no_image
LY-ACC-RES-NAT-00080,استراحة اتار صبراته,,review_required,,12.4504738,32.8105782,new_feature,low,14,no_image
LY-ACC-RES-NAT-00081,استراحة ميار,,review_required,,12.4477989,32.8078261,new_feature,low,14,no_image
LY-ACC-RES-NAT-00082,استراحه فينيسيا صبراته,,review_required,,12.4751743,32.7980801,new_feature,low,14,no_image
LY-ACC-RES-NAT-00083,استراحة الزيتونة,,review_required,,12.4775625,32.8001875,new_feature,low,14,no_image
LY-ACC-RES-SAB-00007,Sabratha youth hostel _بيت شباب صبراتة,,review_required,صبراتة,12.4890506,32.8001823,new_feature,low,21,no_image
LY-ACC-RES-NAT-00084,استراحة ومصيف باب البحر,,accommodation_resort_other,,12.5157738,32.8020185,new_feature,low,21,no_image
LY-ACC-RES-NAT-00085,مقسم استراحات بن سالم,,review_required,,12.517266,32.799874,new_feature,low,14,no_image
LY-ACC-RES-NAT-00086,إستراحة سوفانا,,review_required,,12.5185793,32.8016134,new_feature,low,14,no_image
LY-ACC-RES-NAT-00087,استراحة لازورد صبراته,,review_required,,12.5242763,32.801517,new_feature,low,14,no_image
LY-ACC-RES-NAT-00088,استراحة مرجانة (الحرابي),,review_required,,12.5249186,32.8014385,new_feature,low,14,no_image
