id,name_ar,name_en,facility_type_code,municipality_ar,longitude,latitude,match_status,data_quality_status,data_completeness_percent,source_image_status
LY-ACC-RES-NAT-00089,مصيف ليبيا العائلي,,family_resort,,12.5499375,32.7975625,new_feature,low,21,no_image
LY-ACC-RES-NAT-00090,مصيف صرمان العائلي,,family_resort,,12.5661406,32.7949875,new_feature,low,21,no_image
LY-ACC-RES-NAT-00091,استراحة مرمرة جوددائم,,review_required,,12.7747574,32.7909432,new_feature,low,14,no_image
LY-ACC-RES-NAT-00092,استراحة البحر الابيض. JUDDIAM,,review_required,,12.8000603,32.7972164,new_feature,low,14,no_image
LY-ACC-RES-NAT-00093,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,,review_required,,13.0676348,32.8569484,new_feature,low,14,no_image
LY-ACC-RES-NAT-00094,مشروع لؤلؤة المدينة قرية النفط,,review_required,,13.0774262,32.8599086,new_feature,low,14,no_image
LY-ACC-RES-NAT-00095,مصيف شاطئ الرمال,,accommodation_resort_other,,13.4411649,32.8566529,new_feature,low,21,no_image
LY-ACC-RES-NAT-00096,مصيف نسيم البحر العائلى,,accommodation_resort_other,,13.4458937,32.8545234,new_feature,low,21,no_image
LY-ACC-RES-NAT-00097,مصيف جنى العائلي,,family_resort,,13.4493142,32.8529526,new_feature,low,21,no_image
LY-ACC-RES-NAT-00098,مصيف وقرية بيلسان العائلي,,family_resort,,13.4532329,32.8515263,new_feature,low,21,no_image
LY-ACC-RES-NAT-00099,مصيف جسر الطاقة العائلي,,family_resort,,13.4571025,32.8505775,new_feature,low,21,no_image
LY-ACC-RES-NAT-00100,مصيف القلعة العائلي 32,,family_resort,,13.4648724,32.8476274,new_feature,low,21,no_image
LY-ACC-RES-NAT-00101,مصيف اﻻمان والمرح العائلي,,family_resort,,13.4617026,32.8491835,new_feature,low,21,no_image
LY-ACC-RES-NAT-00102,مصيف جيران البحر العائلي,,family_resort,,13.4881483,32.8358246,new_feature,low,21,no_image
LY-ACC-RES-NAT-00103,ڤيلا لاڤيستا,,review_required,,13.499675,32.8263611,new_feature,low,14,no_image
LY-ACC-RES-NAT-00104,Private house برايفت هاوس,,review_required,,13.4965848,32.8256978,new_feature,low,14,no_image
LY-ACC-RES-NAT-00105,ROYAL DYAR Resort Hotel,,tourist_resort,,13.5917368,32.7955237,new_feature,low,21,no_image
LY-ACC-RES-NAT-00106,Cyrine Resort,,tourist_resort,,13.5811101,32.7933825,new_feature,low,21,no_image
LY-ACC-RES-NAT-00107,استراحة القويعة,,review_required,,13.6026248,32.7843142,new_feature,low,14,no_image
LY-ACC-RES-NAT-00108,Alameer Villa ڤيلا الأمير,,review_required,,13.6452837,32.7809471,new_feature,low,14,no_image
LY-ACC-RES-NAT-00109,Villa mfm,,review_required,,13.6545833,32.7878115,new_feature,low,14,no_image
LY-ACC-RES-NAT-00110,W استراحة,,review_required,,13.640728,32.7866744,new_feature,low,14,no_image
LY-ACC-RES-NAT-00111,استراحة السلام,,review_required,,13.6407615,32.7863393,new_feature,low,14,no_image
LY-ACC-RES-NAT-00112,استراحات ابناء يوسف منيصير,,review_required,,13.6483207,32.7890202,new_feature,low,14,no_image
LY-ACC-RES-NAT-00113,استراحات شاطئ غوط الرمان,,review_required,,13.6481641,32.7866322,new_feature,low,14,no_image
LY-ACC-RES-NAT-00114,A.G.S villa,,review_required,,13.645495,32.7853207,new_feature,low,14,no_image
LY-ACC-RES-NAT-00115,استراحة فاميلي رست,,review_required,,13.6492705,32.7841251,new_feature,low,14,no_image
LY-ACC-RES-NAT-00116,استراحة بن طابون,,review_required,,13.6482928,32.7835389,new_feature,low,14,no_image
LY-ACC-RES-NAT-00117,إستراحة ليان للإيجار اليومي,,review_required,,13.646381,32.784138,new_feature,low,14,no_image
LY-ACC-RES-NAT-00118,Villa SIMO,,review_required,,13.6461763,32.7852914,new_feature,low,14,no_image
LY-ACC-RES-NAT-00119,إستراحة ليان للإيجار اليومي,,review_required,,13.6464145,32.7857348,new_feature,low,14,no_image
LY-ACC-RES-NAT-00120,استراحة هلا مدريد القره بوللي,,review_required,,13.6503205,32.786204,new_feature,low,14,no_image
LY-ACC-RES-NAT-00121,ليڤينت/Levent Family Resort,,family_resort,,13.6508755,32.7862502,new_feature,low,21,no_image
LY-ACC-RES-NAT-00122,منتجع الماسة السياحي,,review_required,,13.6526789,32.7862274,new_feature,low,14,no_image
LY-ACC-RES-NAT-00123,Compound Rawasi,,review_required,,13.6547181,32.7833752,new_feature,low,14,no_image
LY-ACC-RES-NAT-00124,استراحة فايف قولد ستار,,review_required,,13.6575625,32.7848125,new_feature,low,14,no_image
LY-ACC-RES-NAT-00125,استراحة زهرة القويعة,,review_required,,13.6581392,32.7849693,new_feature,low,14,no_image
LY-ACC-RES-NAT-00126,The Twins استراحات التوأم,,review_required,,13.6582634,32.7854936,new_feature,low,14,no_image
LY-ACC-RES-NAT-00127,منتجع إيليت,,review_required,,13.6589592,32.7873717,new_feature,low,14,no_image
LY-ACC-RES-NAT-00128,شاليه شمس البحر القره بوللي,,accommodation_resort_other,,13.6593844,32.7868362,new_feature,low,21,no_image
LY-ACC-RES-NAT-00129,شاليه النورس,,accommodation_resort_other,,13.6594867,32.7868808,new_feature,low,21,no_image
LY-ACC-RES-NAT-00130,استراحة ديلان,,review_required,,13.6612993,32.7867376,new_feature,low,14,no_image
LY-ACC-RES-NAT-00131,Crown Beach Resort,,tourist_resort,,13.6602957,32.7878833,new_feature,low,21,no_image
LY-ACC-RES-NAT-00132,Salem Elgamoudi Beach House,,review_required,,13.6611076,32.7873376,new_feature,low,14,no_image
LY-ACC-RES-NAT-00133,Bali s BEACH HOUSE,,review_required,,13.6617428,32.7872148,new_feature,low,14,no_image
LY-ACC-RES-NAT-00134,Alhady Elmelliti Beach House,,review_required,,13.661732,32.7878667,new_feature,low,14,no_image
LY-ACC-RES-NAT-00135,Golden beach village,,review_required,,13.6608737,32.7887504,new_feature,low,14,no_image
LY-ACC-RES-NAT-00136,شاطي القره بوللي منطقة القويعة السياحية,,review_required,,13.6653715,32.7894088,new_feature,low,14,no_image
LY-ACC-RES-NAT-00137,منتجع كريستال السياحي 1,,review_required,,13.6662998,32.788138,new_feature,low,14,no_image
LY-ACC-RES-NAT-00138,استراحة لابلازا -LA PLAZA,,review_required,,13.6656029,32.7870788,new_feature,low,14,no_image
LY-ACC-RES-NAT-00139,إستراحة القويعة العائلية,,family_resort,,13.6298483,32.7787266,new_feature,low,21,no_image
LY-ACC-RES-NAT-00140,استراحة كازا دولتشي,,review_required,,13.6440928,32.7799001,new_feature,low,14,no_image
LY-ACC-RES-NAT-00141,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,,review_required,,13.644618,32.7796264,new_feature,low,14,no_image
LY-ACC-RES-NAT-00142,استراحة ارام للاستجمام العائلي,,family_resort,,13.6516421,32.7806459,new_feature,low,21,no_image
LY-ACC-RES-NAT-00143,Villa Lugano ڤيلا لوچانو,,review_required,,13.6731804,32.7819916,new_feature,low,14,no_image
LY-ACC-RES-NAT-00144,حلا البحر للعائلات,,family_resort,,13.67428,32.7840256,new_feature,low,21,no_image
LY-ACC-RES-NAT-00145,Villa Mia فيلا ميا,,review_required,,13.6725358,32.7828327,new_feature,low,14,no_image
LY-ACC-RES-NAT-00146,لمة العيلة,,review_required,,13.6730453,32.7831857,new_feature,low,14,no_image
LY-ACC-RES-NAT-00147,استراحة نسائم البحر,,review_required,,13.6738807,32.7830915,new_feature,low,14,no_image
LY-ACC-RES-NAT-00148,Villa golden star,,review_required,,13.6735125,32.7822272,new_feature,low,14,no_image
LY-ACC-RES-NAT-00149,فيلا الصاري العائلية,,family_resort,,13.6740388,32.7819255,new_feature,low,21,no_image
LY-ACC-RES-NAT-00150,بيت الصبار,,review_required,,13.6725336,32.7807619,new_feature,low,14,no_image
LY-ACC-RES-NAT-00151,فيلا الشاهين,,review_required,,13.6727762,32.7809974,new_feature,low,14,no_image
LY-ACC-RES-NAT-00152,Hesham Al Askari Marine Rest House,,review_required,,13.6726534,32.7828317,new_feature,low,14,no_image
LY-ACC-RES-NAT-00153,La Coral,,review_required,,13.6731743,32.7829974,new_feature,low,14,no_image
LY-ACC-RES-NAT-00154,استراحة شمس للعائلات,,family_resort,,13.6739304,32.7839781,new_feature,low,21,no_image
LY-ACC-RES-NAT-00155,فيلا ملكة A,,review_required,,13.6732969,32.7850625,new_feature,low,14,no_image
LY-ACC-RES-NAT-00156,فيلا غسق,,review_required,,13.6727871,32.7851295,new_feature,low,14,no_image
LY-ACC-RES-NAT-00157,فيلا روعة,,review_required,,13.6733222,32.7853858,new_feature,low,14,no_image
LY-ACC-RES-NAT-00158,شاليه قطر الندى,,accommodation_resort_other,,13.6721823,32.785773,new_feature,low,21,no_image
LY-ACC-RES-NAT-00159,النوران العائلية,,family_resort,,13.6726472,32.7859939,new_feature,low,21,no_image
LY-ACC-RES-NAT-00160,شاليه الدلفين,,accommodation_resort_other,,13.673279,32.7859816,new_feature,low,21,no_image
LY-ACC-RES-NAT-00161,شاليه همام,,accommodation_resort_other,,13.6746817,32.7864115,new_feature,low,21,no_image
LY-ACC-RES-NAT-00162,Villa Mare ڤيلا ماري,,review_required,,13.6743676,32.7869,new_feature,low,14,no_image
LY-ACC-RES-NAT-00163,فيلا كراون Villa Crown,,review_required,,13.6718995,32.7874264,new_feature,low,14,no_image
LY-ACC-RES-NAT-00164,فيلا سانتوريني,,review_required,,13.6718665,32.787142,new_feature,low,14,no_image
LY-ACC-RES-NAT-00165,شاليه ماسة,,accommodation_resort_other,,13.6719462,32.7875736,new_feature,low,21,no_image
LY-ACC-RES-NAT-00166,استراحة مارية العائلية,,family_resort,,13.6741114,32.7884234,new_feature,low,21,no_image
LY-ACC-RES-NAT-00167,استراحة اللؤلؤة,,review_required,,13.673185,32.7886616,new_feature,low,14,no_image
LY-ACC-RES-NAT-00168,استراحة روح البحر,,review_required,,13.6732045,32.7889141,new_feature,low,14,no_image
LY-ACC-RES-NAT-00169,Ataya Resort,,tourist_resort,,13.6756166,32.7896402,new_feature,low,21,no_image
LY-ACC-RES-NAT-00170,مقسم شاطئ النرجس السياحي,,review_required,,13.6776506,32.7877005,new_feature,low,14,no_image
LY-ACC-RES-NAT-00171,استراحة فرحات لاند,,review_required,,13.6858615,32.7872937,new_feature,low,14,no_image
LY-ACC-RES-NAT-00172,مصيف الامان فم الوادي العائلي,,family_resort,,13.6966038,32.7912882,new_feature,low,21,no_image
