id,name_ar,name_en,geometry_type,investment_type_code,project_status_code,municipality_ar,centroid_longitude,centroid_latitude,investment_readiness_level,preliminary_priority_level,data_quality_status,data_review_status,match_status
LY-INV-HOT-MIS-00002,فندق البركة,,Point,hotel_project,unknown,مصراتة,15.0959067,32.3760478,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00012,فندق البستان,,Point,hotel_project,unknown,,13.0783524,32.8023006,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-MIS-00003,التاج للشقق الفندقية,,Point,hotel_project,unknown,مصراتة,15.0878259,32.3740071,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00013,فندق التاجوري,,Point,hotel_project,unknown,,13.1783129,32.8958455,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00014,فندق الجبل,,Point,hotel_project,unknown,,15.095,32.371113,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-SAB-00002,فندق جوهرة صبراتة السياحي,,Point,hotel_project,unknown,صبراتة,12.4775131,32.7947757,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00015,فندق الجوهرة الزاوية,,Point,hotel_project,unknown,,12.726081,32.751953,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00016,فندق الحديقة,,Point,hotel_project,unknown,,13.179292,32.891087,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00017,فندق الحمام السياحي,,Point,hotel_project,unknown,,12.393222,32.734657,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00018,فندق الحياة,,Point,hotel_project,unknown,,13.176502,32.888706,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00012,فندق الخان الطرابلسي,,Point,hotel_project,unknown,طرابلس,13.176539,32.898502,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00019,فندق الخليج,,Point,hotel_project,unknown,,13.1756918,32.8891584,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00020,فندق الخليل السياحي,,Point,hotel_project,unknown,,12.485278,32.796391,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00013,فندق الدبلوماسي,,Point,hotel_project,unknown,طرابلس,13.1736393,32.8891424,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00021,فندق الدوحة,,Point,hotel_project,unknown,,13.171915,32.892017,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00022,فندق الديار,,Point,hotel_project,unknown,,13.1744904,32.8915652,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00023,فندق الرابطة,,Point,hotel_project,unknown,,13.0142817,32.1697271,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00024,فندق الرفيع,,Point,hotel_project,unknown,,13.1725882,32.8935211,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00014,فندق الريان,,Point,hotel_project,unknown,طرابلس,13.172645,32.89056,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00025,فندق الزهر,,Point,hotel_project,unknown,,13.179107,32.896046,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00026,فندق الزيتونة,,Point,hotel_project,unknown,,14.0148,31.756525,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00027,فندق السرايا,,Point,hotel_project,unknown,,13.170639,32.888588,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-ZUW-00002,فندق زوارة,,Point,hotel_project,unknown,زوارة,12.098621,32.924809,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00015,فندق السندباد,,Point,hotel_project,unknown,طرابلس,13.1626912,32.8859872,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00028,فندق السهم,,Point,hotel_project,unknown,,13.17269,32.892365,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00029,فندق السياحي,,Point,hotel_project,unknown,,13.174013,32.891529,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00030,فندق الشاطىء,,Point,hotel_project,unknown,,12.104337,32.930157,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00031,فندق الشجرة,,Point,hotel_project,unknown,,13.1950688,32.8935126,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00032,فندق الشرق,,Point,hotel_project,unknown,,13.1760293,32.8873583,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00016,فندق الشمس,,Point,hotel_project,unknown,طرابلس,13.1733207,32.8924857,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00033,فندق الصحراوي,,Point,hotel_project,unknown,,12.0825,32.933887,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00034,فندق الصفوة,,Point,hotel_project,unknown,,13.1882578,32.8902261,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-MIS-00004,فندق الصناعية مصراتة,,Point,hotel_project,unknown,مصراتة,15.090645,32.373493,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00017,فندق الصولجان,,Point,hotel_project,unknown,طرابلس,13.1629409,32.8857364,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00035,فندق الضيافة,,Point,hotel_project,unknown,,13.1719276,32.8922674,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00018,فندق العاصمة,,Point,hotel_project,unknown,طرابلس,13.1741981,32.8896366,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-GHA-00005,فندق الغدامسية,,Point,hotel_project,unknown,غدامس,13.178981,32.895485,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00036,فندق القرقني,,Point,hotel_project,unknown,,13.1792077,32.8947514,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00037,فندق القوس,,Point,hotel_project,unknown,,13.1935389,32.8930785,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00038,فندق الكبير,,Point,hotel_project,unknown,,15.0953709,32.3738003,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00039,فندق الكرومة,,Point,hotel_project,unknown,,11.892359,31.864727,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00040,فندق الماسة,,Point,hotel_project,unknown,,15.085841,32.3734736,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00041,فندق المتوسط,,Point,hotel_project,unknown,,14.26402,32.652981,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00042,فندق المدينة,,Point,hotel_project,unknown,,12.726944,32.753613,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00043,فندق المرقب,,Point,hotel_project,unknown,,14.252599,32.642418,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00044,فندق المشكاة,,Point,hotel_project,unknown,,13.179752,32.891571,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00045,فندق المنامة,,Point,hotel_project,unknown,,13.1729932,32.8935411,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00046,فندق النخلة,,Point,hotel_project,unknown,,13.196285,32.890724,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-KHO-00003,فندق النقازة الخمس,,Point,hotel_project,unknown,الخمس,14.098898,32.694199,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00047,فندق النهر,,Point,hotel_project,unknown,,13.1710949,32.8936604,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00048,فندق الهنشيري,,Point,hotel_project,unknown,,13.177876,32.897038,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00049,فندق الهيشة,,Point,hotel_project,unknown,,15.258722,31.453671,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00050,فندق الواحات,,Point,hotel_project,unknown,,13.168939,32.887352,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00051,فندق الياسمين,,Point,hotel_project,unknown,,13.1842,32.887569,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00052,فندق أجنحة قرطاج,,Point,hotel_project,unknown,,13.177596,32.890884,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00053,فندق أفريقيا,,Point,hotel_project,unknown,,15.092281,32.378033,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00054,فندق أوال,,Point,hotel_project,unknown,,13.172092,32.888885,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00019,فندق باب البحر,,Point,hotel_project,unknown,طرابلس,13.165054,32.894688,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00055,فندق بلازما,,Point,hotel_project,unknown,,13.163955,32.88559,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00056,فندق بن يدر,,Point,hotel_project,unknown,,9.493617,30.130571,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00057,فندق بنت السيد,,Point,hotel_project,unknown,,13.175939,32.900146,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00058,فندق بودلغوسة,,Point,hotel_project,unknown,,13.178583,32.894421,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00059,فندق بيت الأمان,,Point,hotel_project,unknown,,13.1922573,32.8904901,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00060,فندق بيت الشرق,,Point,hotel_project,unknown,,13.1723136,32.8923696,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00061,فندق تابكت,,Point,hotel_project,unknown,,15.084174,32.373779,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00062,فندق توباكتس,,Point,hotel_project,unknown,,13.16473,32.88607,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00063,فندق جي دبليو ماريوت,,Point,hotel_project,unknown,,13.164378,32.89019,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-GHA-00006,فندق دار غدامس,,Point,hotel_project,unknown,غدامس,9.4908575,30.1142113,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00064,فندق ديار الهناء,,Point,hotel_project,unknown,,15.0905614,32.3781743,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00065,فندق ليبوس,,Point,hotel_project,unknown,,13.206903,32.897114,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00066,فندق ريكسوس,,Point,hotel_project,unknown,,13.193808,32.859509,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-ZLI-00001,فندق زليتن,,Point,hotel_project,unknown,زليتن,14.559985,32.475266,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00067,فندق زميت,,Point,hotel_project,unknown,,13.175705,32.899632,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00068,فندق زهرة الخليج,,Point,hotel_project,unknown,,13.171682,32.893105,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-ZUW-00003,فندق زوارة,,Point,hotel_project,unknown,زوارة,12.099145,32.92326,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00069,فندق سرايا الليبو,,Point,hotel_project,unknown,,13.179074,32.893341,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00070,فندق سفاري,,Point,hotel_project,unknown,,15.1019467,32.3736977,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00071,فندق سفاري 2,,Point,hotel_project,unknown,,15.04225,32.351223,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00072,فندق سفيروس,,Point,hotel_project,unknown,,14.250641,32.644596,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00073,فندق شروق افريقيا,,Point,hotel_project,unknown,,13.182145,32.890488,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,,Point,hotel_project,unknown,,13.162944,32.885353,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,,Point,hotel_project,unknown,,13.173898,32.674606,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00020,فندق طرابلس الدولي,,Point,hotel_project,unknown,طرابلس,13.1751286,32.8899351,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00076,فندق طليطلة,,Point,hotel_project,unknown,,13.203761,32.892212,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00077,فندق طيبة,,Point,hotel_project,unknown,,13.1718009,32.8919262,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00078,فندق عمير,,Point,hotel_project,unknown,,13.1723443,32.8921759,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00079,فندق عين الفرس,,Point,hotel_project,unknown,,9.4961384,30.1342023,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00080,فندق غابة الكشافة,,Point,hotel_project,unknown,,12.315046,31.951923,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00081,فندق غريان السياحي,,Point,hotel_project,unknown,,13.030462,32.172661,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00082,فندق قرطاج,,Point,hotel_project,unknown,,13.179976,32.889549,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00083,فندق قصر الظهرة,,Point,hotel_project,unknown,,13.193874,32.888687,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00084,فندق قصر الفيروز,,Point,hotel_project,unknown,,13.194599,32.853401,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-SAB-00003,فندق قمر صبراتة,,Point,hotel_project,unknown,صبراتة,12.486354,32.792946,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00085,فندق كونتنتال,,Point,hotel_project,unknown,,13.176499,32.890827,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-KHO-00004,فندق لبدة السياحي الخمس,,Point,hotel_project,unknown,الخمس,14.2789568,32.6404567,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00086,فندق ليالي قرطاج,,Point,hotel_project,unknown,,13.175961,32.882137,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00087,فندق ليبيا,,Point,hotel_project,unknown,,13.164703,32.887112,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00088,فندق مادي الحسان,,Point,hotel_project,unknown,,13.178001,32.89735,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-GHA-00007,فندق نجوم غدامس,,Point,hotel_project,unknown,غدامس,9.492831,30.130453,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00089,فندق نور الثريا,,Point,hotel_project,unknown,,13.1723844,32.889447,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00090,فندق واستراحة جادو,,Point,hotel_project,unknown,,12.087632,31.939745,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00091,فندق ومطعم الامتياز,,Point,hotel_project,unknown,,15.0992917,32.3543987,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00092,فندق ومطعم النزهة,,Point,hotel_project,unknown,,12.749993,32.757835,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00093,فندق يفرن,,Point,hotel_project,unknown,,12.518972,32.059994,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00021,طرابلس للشقق الفندقية,,Point,hotel_project,unknown,طرابلس,13.203281,32.878799,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-REV-TRI-00001,نزل طرابلس الحديث,,Point,review_required,unknown,طرابلس,13.177862,32.898422,insufficient_data,insufficient_data,low,review_required,exact_match
LY-INV-HOT-NAT-00094,فندق الثريا السياحي,,Point,hotel_project,unknown,,21.53529,29.039751,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00095,فندق الأنيس,,Point,hotel_project,unknown,,20.058214,32.118919,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00096,فندق البتراء,,Point,hotel_project,unknown,,13.1737584,32.8885353,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00097,فندق البردي,,Point,hotel_project,unknown,,25.087399,31.753349,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00098,فندق التلال,,Point,hotel_project,unknown,,21.7161393,32.7598593,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00099,فندق الجبل,,Point,hotel_project,unknown,,15.095,32.371113,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00100,فندق الجبل الأخضر,,Point,hotel_project,unknown,,22.640741,32.763145,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00101,فندق الجغبوب,,Point,hotel_project,unknown,,23.97657,32.080338,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00102,فندق الجلاء,,Point,hotel_project,unknown,,23.972946,32.080662,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00103,فندق الحديقة,,Point,hotel_project,unknown,,13.179292,32.891087,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00104,فندق الحمام السياحي,,Point,hotel_project,unknown,,12.393222,32.734657,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00105,فندق الحياة,,Point,hotel_project,unknown,,13.176502,32.888706,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00022,فندق الخان الطرابلسي,,Point,hotel_project,unknown,طرابلس,13.176539,32.898502,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00106,فندق الخليل السياحي,,Point,hotel_project,unknown,,12.485278,32.796391,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00107,فندق الدوحة,,Point,hotel_project,unknown,,13.171915,32.892017,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00108,فندق الرحاب,,Point,hotel_project,unknown,,13.1732458,32.8932035,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00109,فندق الزهر,,Point,hotel_project,unknown,,13.179107,32.896046,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00110,فندق الزيتونة,,Point,hotel_project,unknown,,14.0148,31.756525,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00111,فندق السرايا,,Point,hotel_project,unknown,,13.170639,32.888588,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00112,فندق السلام,,Point,hotel_project,unknown,,12.098621,32.924809,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00113,فندق السهم,,Point,hotel_project,unknown,,13.17269,32.892365,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00114,فندق السياحي,,Point,hotel_project,unknown,,13.174013,32.891529,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-TRI-00023,فندق ابن الرومي,,Point,hotel_project,unknown,طرابلس,13.1721514,32.8931095,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00115,فندق اجدابيا,,Point,hotel_project,unknown,,20.22291,30.7570668,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-MIS-00005,فندق الحياة,,Point,hotel_project,unknown,مصراتة,15.0838204,32.3740231,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00116,فندق الصحراوي,,Point,hotel_project,unknown,,12.0825,32.933887,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-MIS-00006,فندق الصناعية مصراتة,,Point,hotel_project,unknown,مصراتة,15.090645,32.373493,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00117,فندق العوينات,,Point,hotel_project,unknown,,10.566841,25.780432,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00118,فندق الفردوس,,Point,hotel_project,unknown,,22.637859,32.767277,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00119,فندق الفضيل,,Point,hotel_project,unknown,,20.049503,32.09071,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00120,فندق الفضيل رأس لانوف,,Point,hotel_project,unknown,,18.420834,30.589722,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00121,فندق الفلك,,Point,hotel_project,unknown,,23.976387,32.080894,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00122,فندق القرضابية,,Point,hotel_project,unknown,,16.622601,31.211296,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00123,فندق القلعة,,Point,hotel_project,unknown,,14.432752,27.033804,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00124,فندق الكاظم,,Point,hotel_project,unknown,,14.428192,27.037169,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00125,فندق الكرومة,,Point,hotel_project,unknown,,11.892359,31.864727,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00126,فندق المبروك,,Point,hotel_project,unknown,,13.1723998,32.8928497,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-KHO-00005,فندق المتوسط الخمس,,Point,hotel_project,unknown,الخمس,14.26402,32.652981,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-BAY-00005,فندق المدينة,,Point,hotel_project,unknown,البيضاء,21.785664,32.767067,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00127,فندق المدينة,,Point,hotel_project,unknown,,16.588852,31.206654,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00128,فندق المدينة,,Point,hotel_project,unknown,,12.726944,32.753613,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00129,فندق المدينة,,Point,hotel_project,unknown,,20.22394,30.757528,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00130,فندق المرج السياحي,,Point,hotel_project,unknown,,20.836086,32.49588,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00131,فندق المرقب,,Point,hotel_project,unknown,,14.252599,32.642418,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00132,فندق المسيرة,,Point,hotel_project,unknown,,23.968134,32.073318,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00133,فندق المشكاة,,Point,hotel_project,unknown,,13.179752,32.891571,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00134,فندق المغرب العربي,,Point,hotel_project,unknown,,12.456023,32.7966499,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00135,فندق المنار,,Point,hotel_project,unknown,,13.1729455,32.891778,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00136,فندق النادي الليبي,,Point,hotel_project,unknown,,20.077461,32.136784,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00137,فندق النخلة السياحي,,Point,hotel_project,unknown,,13.196285,32.890724,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00138,فندق النخيل - مغلق,,Point,hotel_project,unknown,,15.938066,29.123215,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00139,فندق النوران,,Point,hotel_project,unknown,,20.075045,32.127663,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00140,فندق الهاروج,,Point,hotel_project,unknown,,15.950174,29.130289,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00141,فندق الهاني/ نزل,,Point,hotel_project,unknown,,13.1722217,32.8923289,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00142,فندق الهناء,,Point,hotel_project,unknown,,13.175102,32.8919643,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00143,فندق الهنشيري,,Point,hotel_project,unknown,,13.177876,32.897038,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00144,فندق الهيشة,,Point,hotel_project,unknown,,15.258722,31.453671,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00145,فندق الواحات,,Point,hotel_project,unknown,,13.168939,32.887352,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00146,فندق الوادي,,Point,hotel_project,unknown,,13.1806374,32.888648,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00147,فندق الياسمين,,Point,hotel_project,unknown,,13.1842,32.887569,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00148,فندق الياقوتة,,Point,hotel_project,unknown,,13.176236,32.8912782,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00149,فندق الياقوتة,,Point,hotel_project,unknown,,20.180843,32.249558,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00150,فندق اليقين,,Point,hotel_project,unknown,,13.1723093,32.8919209,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00151,فندق اليمامة,,Point,hotel_project,unknown,,13.1743183,32.8923215,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00152,فندق اوزو,,Point,hotel_project,unknown,,20.058546,32.101406,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00153,فندق ايلاف,,Point,hotel_project,unknown,,22.643206,32.770733,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00154,فندق أبراج المدينة,,Point,hotel_project,unknown,,13.1730256,32.8898923,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00155,فندق أجنحة قرطاج,,Point,hotel_project,unknown,,13.177596,32.890884,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00156,فندق أفريقيا,,Point,hotel_project,unknown,,14.438138,27.02809,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00157,فندق أفريقيا,,Point,hotel_project,unknown,,20.221619,30.758682,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00158,فندق أكاكوس,,Point,hotel_project,unknown,,10.182599,24.958349,insufficient_data,insufficient_data,low,integrated,exact_match
LY-INV-HOT-NAT-00159,فندق أكاكوس,,Point,hotel_project,unknown,,13.1914822,32.8923315,insufficient_data,insufficient_data,low,integrated,exact_match
